query,gt_attr_count,qmeans_attr_count,gt_attributes,qmeans_attributes,matched_key_count,key_match_rate_%,matched_keys,matched_key_priorities,value_match_count,value_match_rate_%,matched_values_detail,value_mismatch_detail,missing_gt_keys,missing_key_priorities,extra_qmeans_keys,extra_qmeans_key_count,critical_missing_key,assessment
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2106-4AF00-0SA0 2.7 kW,4,4,brand=Siemens; power=2.7 KW; motor_type=servo motor; model_number=1FK2106-4AF00-0SA0,model name/number=1fk2106-4af00-0sa0; power=2.7 kw; usage=servo motor; brand=siemens,3,75.0,brand; power; model_number,brand(P1); power(P3); model_number(P5),3,75.0,brand: GT=Siemens | QM=siemens; power: GT=2.7 KW | QM=2.7 kw; model_number: GT=1FK2106-4AF00-0SA0 | QM=1fk2106-4af00-0sa0,(none),motor_type=servo motor,motor_type(P2),(none),0,motor_type(P2),PARTIAL_MATCH
dc-motor-spare,1,0,motor_type=DC motor,(empty),0,0.0,(none),(none),0,0.0,(none),(none),motor_type=DC motor,motor_type(P2),(none),0,motor_type(P2),NO_KEY_MATCH
Motor Parts,1,0,product_type=motor,(empty),0,0.0,(none),(none),0,0.0,(none),(none),product_type=motor,product_type(P6),(none),0,product_type(P6),NO_KEY_MATCH
वाइब्रो शिफ्ट मोटर,0,0,(empty),(empty),0,N/A,(none),(none),0,N/A,(none),(none),(none),(none),(none),0,(none),NO_GT_ATTRIBUTES
Marathon Electric Motor,1,2,product_type=motor,power source=electric; brand=marathon,0,0.0,(none),(none),0,0.0,(none),(none),product_type=motor,product_type(P6),power source=electric,1,product_type(P6),NO_KEY_MATCH
Shakti Dol Starter,1,2,product_type=DOL starter,starter type=dol; brand=shakti,0,0.0,(none),(none),0,0.0,(none),(none),product_type=DOL starter,product_type(P6),starter type=dol,1,product_type(P6),NO_KEY_MATCH
2 HP single phase,2,2,power=2 HP; phase=single phase,power=2 hp; phase=single phase,2,100.0,power; phase,power(P3); phase(P7),2,100.0,power: GT=2 HP | QM=2 hp; phase: GT=single phase | QM=single phase,(none),(none),(none),(none),0,(none),PERFECT_MATCH
6ik180gu 240 w motor,1,2,power=240 W,power=240 w; model name/number=6ik180gu,1,100.0,power,power(P3),1,100.0,power: GT=240 W | QM=240 w,(none),(none),(none),(none),0,(none),PERFECT_MATCH
Telemetry Encoder Unit,1,1,product_type=encoder,type=encoder,1,100.0,product_type,product_type(P6),1,100.0,product_type: GT=encoder | QM=encoder,(none),(none),(none),(none),0,(none),PERFECT_MATCH
dc-geared-motor,1,1,motor_type=DC motor,motor type=dc-geared-motor,1,100.0,motor_type,motor_type(P2),0,0.0,(none),motor_type: GT=DC motor | QM=dc-geared-motor,(none),(none),(none),0,(none),PARTIAL_MATCH
Motorized Actuators,1,1,product_type=actuator,actuator type=motorized,0,0.0,(none),(none),0,0.0,(none),(none),product_type=actuator,product_type(P6),actuator type=motorized,1,product_type(P6),NO_KEY_MATCH
Dc Brake For Electric Motor,1,2,motor_type=DC motor,motor type=dc; usage=electric motor,1,100.0,motor_type,motor_type(P2),1,100.0,motor_type: GT=DC motor | QM=dc,(none),(none),(none),(none),0,(none),PERFECT_MATCH
desert type aluminum 32 mm 1 inch kit cooler motor,2,5,usage=cooler; material=aluminium,size=1 inch; winding material=aluminum; usage=cooler; cooler type=desert; part type=motor,2,100.0,usage; material,usage(P9); material(P16),1,50.0,usage: GT=cooler | QM=cooler,material: GT=aluminium | QM=aluminum,(none),(none),size=1 inch; cooler type=desert,2,(none),ALL_KEYS_MATCHED_SOME_VALUES_DIFFER
1.5 kw crompton single phase motor,3,3,brand=Crompton; power=1.5 KW; phase=single phase,power=1.5 kw; brand=crompton; phase=single phase,3,100.0,brand; power; phase,brand(P1); power(P3); phase(P7),3,100.0,brand: GT=Crompton | QM=crompton; power: GT=1.5 KW | QM=1.5 kw; phase: GT=single phase | QM=single phase,(none),(none),(none),(none),0,(none),PERFECT_MATCH
ac motor 20w,2,2,power=20 W; motor_type=AC motor,power=20w; motor type=ac,2,100.0,power; motor_type,power(P3); motor_type(P2),1,50.0,motor_type: GT=AC motor | QM=ac,power: GT=20 W | QM=20w,(none),(none),(none),0,(none),ALL_KEYS_MATCHED_SOME_VALUES_DIFFER
Dc fan motor,2,2,motor_type=DC motor; usage=fan,motor type=dc; usage=fan,2,100.0,motor_type; usage,motor_type(P2); usage(P9),2,100.0,motor_type: GT=DC motor | QM=dc; usage: GT=fan | QM=fan,(none),(none),(none),(none),0,(none),PERFECT_MATCH
ac motor 10w,2,2,power=10 W; motor_type=AC motor,power=10w; motor type=ac,2,100.0,power; motor_type,power(P3); motor_type(P2),1,50.0,motor_type: GT=AC motor | QM=ac,power: GT=10 W | QM=10w,(none),(none),(none),0,(none),ALL_KEYS_MATCHED_SOME_VALUES_DIFFER
10hp motor,1,2,power=10 HP,power=10hp; part type=motor,1,100.0,power,power(P3),0,0.0,(none),power: GT=10 HP | QM=10hp,(none),(none),(none),0,(none),PARTIAL_MATCH
6FC5357-0BA11-1AE0,0,0,(empty),(empty),0,N/A,(none),(none),0,N/A,(none),(none),(none),(none),(none),0,(none),NO_GT_ATTRIBUTES
Indigo Self Armature,1,2,product_type=armature,motor part type=armature; brand=indigo,1,100.0,product_type,product_type(P6),1,100.0,product_type: GT=armature | QM=armature,(none),(none),(none),(none),0,(none),PERFECT_MATCH
leadshine l7 series servo ac servo motor,2,2,brand=Leadshine; motor_type=servo motor,motor type=ac; brand=leadshine,2,100.0,brand; motor_type,brand(P1); motor_type(P2),1,50.0,brand: GT=Leadshine | QM=leadshine,motor_type: GT=servo motor | QM=ac,(none),(none),(none),0,(none),ALL_KEYS_MATCHED_SOME_VALUES_DIFFER
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2204-5AK10-0MB0 0.57 kW,4,4,brand=Siemens; power=0.57 KW; motor_type=servo motor; model_number=1FK2204-5AK10-0MB0,power=0.57 kw; model name/number=1fk2204-5ak10-0mb0; usage=servo motor; brand=siemens,3,75.0,brand; power; model_number,brand(P1); power(P3); model_number(P5),3,75.0,brand: GT=Siemens | QM=siemens; power: GT=0.57 KW | QM=0.57 kw; model_number: GT=1FK2204-5AK10-0MB0 | QM=1fk2204-5ak10-0mb0,(none),motor_type=servo motor,motor_type(P2),(none),0,motor_type(P2),PARTIAL_MATCH
10m3flow rate 30 mtr headpumpwith motor,1,2,usage=pump,model name/number=10m3flow; head=30 mtr,0,0.0,(none),(none),0,0.0,(none),(none),usage=pump,usage(P9),head=30 mtr,1,usage(P9),NO_KEY_MATCH
Traction Motor,1,1,product_type=motor,motor type=traction,0,0.0,(none),(none),0,0.0,(none),(none),product_type=motor,product_type(P6),(none),0,product_type(P6),NO_KEY_MATCH
Leadshine L7 Series 750W AC Servo Motor and Driver Kit,3,5,brand=Leadshine; power=750 W; motor_type=servo motor,power=750w; motor type=ac; model name/number=l7 series; brand=leadshine; product=servo motor and driver kit,3,100.0,brand; power; motor_type,brand(P1); power(P3); motor_type(P2),1,33.3,brand: GT=Leadshine | QM=leadshine,power: GT=750 W | QM=750w; motor_type: GT=servo motor | QM=ac,(none),(none),(none),0,(none),ALL_KEYS_MATCHED_SOME_VALUES_DIFFER
Dol Motor Starters Paragon,2,2,brand=Paragon; product_type=motor starter,starter type=dol; brand=paragon,1,50.0,brand,brand(P1),1,50.0,brand: GT=Paragon | QM=paragon,(none),product_type=motor starter,product_type(P6),starter type=dol,1,product_type(P6),PARTIAL_MATCH
SIEMENS SIMOTICS S-1FK2  SERVO MOTOR 1FK2104-6AF11-0MB0,3,3,brand=Siemens; motor_type=servo motor; model_number=1FK2104-6AF11-0MB0,model name/number=1fk2104-6af11-0mb0; usage=servo motor; brand=siemens,2,66.7,brand; model_number,brand(P1); model_number(P5),2,66.7,brand: GT=Siemens | QM=siemens; model_number: GT=1FK2104-6AF11-0MB0 | QM=1fk2104-6af11-0mb0,(none),motor_type=servo motor,motor_type(P2),(none),0,motor_type(P2),PARTIAL_MATCH
3 phase motor start,1,2,phase=three phase,phase=3 phase; usage=motor,1,100.0,phase,phase(P7),0,0.0,(none),phase: GT=three phase | QM=3 phase,(none),(none),(none),0,(none),PARTIAL_MATCH
oil-filled 3 hp 25 single phase motor starter,3,3,power=3 HP; phase=single phase; product_type=motor starter,power=3 hp; usage=motor starter; phase=single phase,2,66.7,power; phase,power(P3); phase(P7),2,66.7,power: GT=3 HP | QM=3 hp; phase: GT=single phase | QM=single phase,(none),product_type=motor starter,product_type(P6),(none),0,product_type(P6),PARTIAL_MATCH
SMC Electric Actuator,1,2,product_type=actuator,actuator type=electric actuator; brand=smc,0,0.0,(none),(none),0,0.0,(none),(none),product_type=actuator,product_type(P6),actuator type=electric actuator,1,product_type(P6),NO_KEY_MATCH
1FK2104-6AF11-0MB0,1,0,model_number=1FK2104-6AF11-0MB0,(empty),0,0.0,(none),(none),0,0.0,(none),(none),model_number=1FK2104-6AF11-0MB0,model_number(P5),(none),0,model_number(P5),NO_KEY_MATCH
digital dol starter,1,2,product_type=DOL starter,display type=digital; starter type=dol,0,0.0,(none),(none),0,0.0,(none),(none),product_type=DOL starter,product_type(P6),display type=digital; starter type=dol,2,product_type(P6),NO_KEY_MATCH
Slider Type Electric Actuator,1,1,product_type=actuator,actuator type=slider,0,0.0,(none),(none),0,0.0,(none),(none),product_type=actuator,product_type(P6),actuator type=slider,1,product_type(P6),NO_KEY_MATCH
seedprod latest version,0,0,(empty),(empty),0,N/A,(none),(none),0,N/A,(none),(none),(none),(none),(none),0,(none),NO_GT_ATTRIBUTES
Siemens 75 HP Foot Mounted Electric Motors,3,4,brand=Siemens; power=75 HP; mounting=foot mounted,power=75 hp; power source=electric; mounting type=foot; brand=siemens,3,100.0,brand; power; mounting,brand(P1); power(P3); mounting(P11),3,100.0,brand: GT=Siemens | QM=siemens; power: GT=75 HP | QM=75 hp; mounting: GT=foot mounted | QM=foot,(none),(none),(none),power source=electric,1,(none),PERFECT_MATCH
Grow art 3 phase hybrid,1,2,phase=three phase,phase=3 phase; type=hybrid,1,100.0,phase,phase(P7),0,0.0,(none),phase: GT=three phase | QM=3 phase,(none),(none),(none),0,(none),PARTIAL_MATCH
gbru 1 min auto switch,0,1,(empty),duration=1 min,0,N/A,(none),(none),0,N/A,(none),(none),(none),(none),duration=1 min,1,(none),NO_GT_ATTRIBUTES
SIEMENS SIMOTICS S-1FK2 SERVO  MOTOR 1FK2106-4AF00-0MA0 2.7 kW,4,4,brand=Siemens; power=2.7 KW; motor_type=servo motor; model_number=1FK2106-4AF00-0MA0,model name/number=1fk2106-4af00-0ma0; power=2.7 kw; usage=servo motor; brand=siemens,3,75.0,brand; power; model_number,brand(P1); power(P3); model_number(P5),3,75.0,brand: GT=Siemens | QM=siemens; power: GT=2.7 KW | QM=2.7 kw; model_number: GT=1FK2106-4AF00-0MA0 | QM=1fk2106-4af00-0ma0,(none),motor_type=servo motor,motor_type(P2),(none),0,motor_type(P2),PARTIAL_MATCH
armature,1,1,product_type=armature,motor part type=armature,1,100.0,product_type,product_type(P6),1,100.0,product_type: GT=armature | QM=armature,(none),(none),(none),(none),0,(none),PERFECT_MATCH
ecma-ca1010ss delta servo motor,1,3,motor_type=servo motor,brand=delta; model name/number=ecma-ca1010ss; product=servo motor,0,0.0,(none),(none),0,0.0,(none),(none),motor_type=servo motor,motor_type(P2),(none),0,motor_type(P2),NO_KEY_MATCH
table fan motor,1,2,usage=table fan,part type=motor; usage=table fan,1,100.0,usage,usage(P9),1,100.0,usage: GT=table fan | QM=table fan,(none),(none),(none),(none),0,(none),PERFECT_MATCH
20W ALUMINUM HOUSING,2,2,power=20 W; material=aluminium,wattage=20w; body material=aluminum,2,100.0,power; material,power(P3); material(P16),0,0.0,(none),power: GT=20 W | QM=20w; material: GT=aluminium | QM=aluminum,(none),(none),(none),0,(none),PARTIAL_MATCH
motor panvel,1,0,product_type=motor,(empty),0,0.0,(none),(none),0,0.0,(none),(none),product_type=motor,product_type(P6),(none),0,product_type(P6),NO_KEY_MATCH
40 HP  Siemens Electric Motors,2,3,brand=Siemens; power=40 HP,power=40 hp; power source=electric; brand=siemens,2,100.0,brand; power,brand(P1); power(P3),2,100.0,brand: GT=Siemens | QM=siemens; power: GT=40 HP | QM=40 hp,(none),(none),(none),power source=electric,1,(none),PERFECT_MATCH
hindustan package,1,2,brand=Hindustan,destination location=hindustan; body type=package,0,0.0,(none),(none),0,0.0,(none),(none),brand=Hindustan,brand(P1),destination location=hindustan; body type=package,2,brand(P1),NO_KEY_MATCH
Electric Sliding Gate Motor,1,2,usage=sliding gate,power source=electric; usage=sliding gate,1,100.0,usage,usage(P9),1,100.0,usage: GT=sliding gate | QM=sliding gate,(none),(none),(none),power source=electric,1,(none),PERFECT_MATCH
800 RPM Electric Sliding Gate Motor,2,3,speed=800 RPM; usage=sliding gate,speed=800 rpm; power source=electric; usage=sliding gate,2,100.0,speed; usage,speed(P8); usage(P9),2,100.0,speed: GT=800 RPM | QM=800 rpm; usage: GT=sliding gate | QM=sliding gate,(none),(none),(none),power source=electric,1,(none),PERFECT_MATCH
HF-SP152 servo motor mitsubishi,2,3,brand=Mitsubishi; motor_type=servo motor,model name/number=hf-sp152; brand=mitsubishi; usage=servo motor,1,50.0,brand,brand(P1),1,50.0,brand: GT=Mitsubishi | QM=mitsubishi,(none),motor_type=servo motor,motor_type(P2),(none),0,motor_type(P2),PARTIAL_MATCH
1000 RPM Electric Sliding Gate Motor,2,3,speed=1000 RPM; usage=sliding gate,speed=1000 rpm; power source=electric; usage=sliding gate,2,100.0,speed; usage,speed(P8); usage(P9),2,100.0,speed: GT=1000 RPM | QM=1000 rpm; usage: GT=sliding gate | QM=sliding gate,(none),(none),(none),power source=electric,1,(none),PERFECT_MATCH
Gear and Vane Motors,1,1,product_type=motor,motor type=vane,0,0.0,(none),(none),0,0.0,(none),(none),product_type=motor,product_type(P6),(none),0,product_type(P6),NO_KEY_MATCH
high power mini dc water motors project,1,1,motor_type=DC motor,motor type=dc,1,100.0,motor_type,motor_type(P2),1,100.0,motor_type: GT=DC motor | QM=dc,(none),(none),(none),(none),0,(none),PERFECT_MATCH
high power mini dc water motors for project near badlapur,1,1,motor_type=DC motor,motor type=dc,1,100.0,motor_type,motor_type(P2),1,100.0,motor_type: GT=DC motor | QM=dc,(none),(none),(none),(none),0,(none),PERFECT_MATCH
775 dc motor bihpuri,1,2,motor_type=DC motor,model name/number=775; motor type=dc,1,100.0,motor_type,motor_type(P2),1,100.0,motor_type: GT=DC motor | QM=dc,(none),(none),(none),(none),0,(none),PERFECT_MATCH
775 dc motor near agra bichpuri,1,2,motor_type=DC motor,model name/number=775; motor type=dc,1,100.0,motor_type,motor_type(P2),1,100.0,motor_type: GT=DC motor | QM=dc,(none),(none),(none),(none),0,(none),PERFECT_MATCH
24v dc coffee machine motor,2,2,voltage=24V; motor_type=DC motor,voltage=24v dc; usage=coffee machine,1,50.0,voltage,voltage(P4),1,50.0,voltage: GT=24V | QM=24v dc,(none),motor_type=DC motor,motor_type(P2),(none),0,motor_type(P2),PARTIAL_MATCH
Crompton Geared Motor,2,1,brand=Crompton; motor_type=geared motor,brand=crompton,1,50.0,brand,brand(P1),1,50.0,brand: GT=Crompton | QM=crompton,(none),motor_type=geared motor,motor_type(P2),(none),0,motor_type(P2),PARTIAL_MATCH
l&t three phase motor starter,3,3,brand=L&T; phase=three phase; product_type=motor starter,brand=l&t; usage=motor starter; phase=three phase,2,66.7,brand; phase,brand(P1); phase(P7),2,66.7,brand: GT=L&T | QM=l&t; phase: GT=three phase | QM=three phase,(none),product_type=motor starter,product_type(P6),(none),0,product_type(P6),PARTIAL_MATCH
Servo Motor & Variac Motor,1,0,motor_type=servo motor,(empty),0,0.0,(none),(none),0,0.0,(none),(none),motor_type=servo motor,motor_type(P2),(none),0,motor_type(P2),NO_KEY_MATCH
Siemens Electric Motors 40 Hp,2,3,brand=Siemens; power=40 HP,motor horsepower=40 hp; power source=electric; brand=siemens,2,100.0,brand; power,brand(P1); power(P3),2,100.0,brand: GT=Siemens | QM=siemens; power: GT=40 HP | QM=40 hp,(none),(none),(none),power source=electric,1,(none),PERFECT_MATCH
3 phase motor starter without oil automatic,2,3,phase=three phase; product_type=motor starter,phase=3 phase; starter type=automatic; usage=motor starter,1,50.0,phase,phase(P7),0,0.0,(none),phase: GT=three phase | QM=3 phase,product_type=motor starter,product_type(P6),starter type=automatic,1,product_type(P6),PARTIAL_MATCH
3 phase motor starter near jodhpur without oilautomatic,2,2,phase=three phase; product_type=motor starter,phase=3 phase; usage=motor starter,1,50.0,phase,phase(P7),0,0.0,(none),phase: GT=three phase | QM=3 phase,product_type=motor starter,product_type(P6),(none),0,product_type(P6),PARTIAL_MATCH
HP400 Siemens Motor,1,3,brand=Siemens,model name/number=hp400; part type=motor; brand=siemens,1,100.0,brand,brand(P1),1,100.0,brand: GT=Siemens | QM=siemens,(none),(none),(none),(none),0,(none),PERFECT_MATCH
Flange Motors,1,1,product_type=motor,mounting type=flange,0,0.0,(none),(none),0,0.0,(none),(none),product_type=motor,product_type(P6),(none),0,product_type(P6),NO_KEY_MATCH
Sew Eurodrive CMP50M AC Synchronous Motor,2,3,brand=SEW-Eurodrive; motor_type=synchronous motor,motor type=ac synchronous; model name/number=cmp50m; brand=sew eurodrive,2,100.0,brand; motor_type,brand(P1); motor_type(P2),0,0.0,(none),brand: GT=SEW-Eurodrive | QM=sew eurodrive; motor_type: GT=synchronous motor | QM=ac synchronous,(none),(none),(none),0,(none),PARTIAL_MATCH
2 hp flange motor,1,2,power=2 HP,power=2 hp; mounting type=flange,1,100.0,power,power(P3),1,100.0,power: GT=2 HP | QM=2 hp,(none),(none),(none),(none),0,(none),PERFECT_MATCH
3 phase motor starter oil free automatic,2,3,phase=three phase; product_type=motor starter,phase=3 phase; starter type=automatic; usage=motor starter,1,50.0,phase,phase(P7),0,0.0,(none),phase: GT=three phase | QM=3 phase,product_type=motor starter,product_type(P6),starter type=automatic,1,product_type(P6),PARTIAL_MATCH
3 phase motor starter near jodhpur oil freee automatic,2,3,phase=three phase; product_type=motor starter,phase=3 phase; starter type=automatic; usage=motor starter,1,50.0,phase,phase(P7),0,0.0,(none),phase: GT=three phase | QM=3 phase,product_type=motor starter,product_type(P6),starter type=automatic,1,product_type(P6),PARTIAL_MATCH
ABB MOTOR 200KW 270HP 1500RPM FOOT IE2,5,6,brand=ABB; power=270 HP; power_kw=200 KW; speed=1500 RPM; efficiency=IE2,speed=1500rpm; power=200kw; horsepower=270hp; brand=abb; mounting type=foot; efficiency=ie2,4,80.0,brand; power; speed; efficiency,brand(P1); power(P3); speed(P8); efficiency(P13),2,40.0,brand: GT=ABB | QM=abb; efficiency: GT=IE2 | QM=ie2,power: GT=270 HP | QM=200kw; speed: GT=1500 RPM | QM=1500rpm,power_kw=200 KW,power_kw(P20),(none),0,power_kw(P20),PARTIAL_MATCH
bonfiglioli brake motor,1,2,product_type=motor,brand=bonfiglioli; motor type=brake,0,0.0,(none),(none),0,0.0,(none),(none),product_type=motor,product_type(P6),(none),0,product_type(P6),NO_KEY_MATCH
1 piece ABB Soft Starters,2,3,brand=ABB; product_type=soft starter,quantity per pack=1 piece; brand=abb; starter type=soft,1,50.0,brand,brand(P1),1,50.0,brand: GT=ABB | QM=abb,(none),product_type=soft starter,product_type(P6),quantity per pack=1 piece; starter type=soft,2,product_type(P6),PARTIAL_MATCH
kenstar desert air cooler motor,2,4,brand=Kenstar; usage=air cooler,usage=cooler; cooler type=desert; brand=kenstar; part type=motor,2,100.0,brand; usage,brand(P1); usage(P9),2,100.0,brand: GT=Kenstar | QM=kenstar; usage: GT=air cooler | QM=cooler,(none),(none),(none),cooler type=desert,1,(none),PERFECT_MATCH
Marathon 1hp motor single phase,2,2,power=1 HP; phase=single phase,power=1hp; brand=marathon,1,50.0,power,power(P3),0,0.0,(none),power: GT=1 HP | QM=1hp,phase=single phase,phase(P7),(none),0,phase(P7),PARTIAL_MATCH
Make - Marathon 1hp motor single phase,2,3,power=1 HP; phase=single phase,power=1hp; brand=marathon; no of phase=single phase,2,100.0,power; phase,power(P3); phase(P7),1,50.0,phase: GT=single phase | QM=single phase,power: GT=1 HP | QM=1hp,(none),(none),(none),0,(none),ALL_KEYS_MATCHED_SOME_VALUES_DIFFER
Vibro Sifter Motor,1,1,product_type=motor,usage=vibro sifter,0,0.0,(none),(none),0,0.0,(none),(none),product_type=motor,product_type(P6),(none),0,product_type(P6),NO_KEY_MATCH
kirloskar electric motor 10 hp 960 rpm,3,4,brand=Kirloskar; power=10 HP; speed=960 RPM,motor horsepower=10 hp; speed=960 rpm; power source=electric; brand=kirloskar,3,100.0,brand; power; speed,brand(P1); power(P3); speed(P8),3,100.0,brand: GT=Kirloskar | QM=kirloskar; power: GT=10 HP | QM=10 hp; speed: GT=960 RPM | QM=960 rpm,(none),(none),(none),power source=electric,1,(none),PERFECT_MATCH
desert cooler motor,1,3,usage=desert cooler,usage=cooler; cooler type=desert; part type=motor,1,100.0,usage,usage(P9),1,100.0,usage: GT=desert cooler | QM=cooler,(none),(none),(none),cooler type=desert,1,(none),PERFECT_MATCH
Exhaust Fan Motor,1,2,usage=exhaust fan,usage=exhaust fan; part type=motor,1,100.0,usage,usage(P9),1,100.0,usage: GT=exhaust fan | QM=exhaust fan,(none),(none),(none),(none),0,(none),PERFECT_MATCH
nord gearbox spares,0,2,(empty),product=gearbox spares; brand=nord,0,N/A,(none),(none),0,N/A,(none),(none),(none),(none),(none),0,(none),NO_GT_ATTRIBUTES
MGM Varvel Brake Motor,1,2,product_type=motor,motor type=brake motor; brand=mgm varvel,0,0.0,(none),(none),0,0.0,(none),(none),product_type=motor,product_type(P6),(none),0,product_type(P6),NO_KEY_MATCH
AC Electric Motor,1,3,motor_type=AC motor,type=ac; power source=electric; part type=motor,0,0.0,(none),(none),0,0.0,(none),(none),motor_type=AC motor,motor_type(P2),power source=electric,1,motor_type(P2),NO_KEY_MATCH
Motor Starter .,1,1,product_type=motor starter,usage=motor,0,0.0,(none),(none),0,0.0,(none),(none),product_type=motor starter,product_type(P6),(none),0,product_type(P6),NO_KEY_MATCH
c&s dol starter 15hp,2,3,power=15 HP; product_type=DOL starter,power=15hp; brand=c&s; starter type=dol,1,50.0,power,power(P3),0,0.0,(none),power: GT=15 HP | QM=15hp,product_type=DOL starter,product_type(P6),starter type=dol,1,product_type(P6),PARTIAL_MATCH
c&s dol starter 15hp near delhi,2,3,power=15 HP; product_type=DOL starter,power=15hp; brand=c&s; starter type=dol,1,50.0,power,power(P3),0,0.0,(none),power: GT=15 HP | QM=15hp,product_type=DOL starter,product_type(P6),starter type=dol,1,product_type(P6),PARTIAL_MATCH
10w deep freezer motor,1,3,power=10 W,power=10w; usage=deep freezer; spare type=motor,1,100.0,power,power(P3),0,0.0,(none),power: GT=10 W | QM=10w,(none),(none),(none),0,(none),PARTIAL_MATCH
bell crack assembly,0,1,(empty),brand=bell,0,N/A,(none),(none),0,N/A,(none),(none),(none),(none),(none),0,(none),NO_GT_ATTRIBUTES
Simensh Hp400 Rpm1440,1,1,speed=400 RPM,model name/number=hp400,0,0.0,(none),(none),0,0.0,(none),(none),speed=400 RPM,speed(P8),(none),0,speed(P8),NO_KEY_MATCH
StarDental Starter,1,1,product_type=motor starter,feeder type=starter,0,0.0,(none),(none),0,0.0,(none),(none),product_type=motor starter,product_type(P6),feeder type=starter,1,product_type(P6),NO_KEY_MATCH
Start Dental Starter,1,1,product_type=motor starter,usage=dental,0,0.0,(none),(none),0,0.0,(none),(none),product_type=motor starter,product_type(P6),(none),0,product_type(P6),NO_KEY_MATCH
Explosion Proof Electric Motor,1,2,product_type=motor,power source=electric; features=explosion proof,0,0.0,(none),(none),0,0.0,(none),(none),product_type=motor,product_type(P6),power source=electric; features=explosion proof,2,product_type(P6),NO_KEY_MATCH
Industrial dc motor,1,2,motor_type=DC motor,motor type=dc; usage=industrial,1,100.0,motor_type,motor_type(P2),1,100.0,motor_type: GT=DC motor | QM=dc,(none),(none),(none),(none),0,(none),PERFECT_MATCH
High Torque Square Geared Motor,1,2,motor_type=geared motor,torque=high torque; shape=square,0,0.0,(none),(none),0,0.0,(none),(none),motor_type=geared motor,motor_type(P2),torque=high torque; shape=square,2,motor_type(P2),NO_KEY_MATCH
सर्वो मोटर सप्लायर,0,0,(empty),(empty),0,N/A,(none),(none),0,N/A,(none),(none),(none),(none),(none),0,(none),NO_GT_ATTRIBUTES
borewell 2h starter,1,1,product_type=motor starter,usage=borewell,0,0.0,(none),(none),0,0.0,(none),(none),product_type=motor starter,product_type(P6),(none),0,product_type(P6),NO_KEY_MATCH
SIEMENS SIMOTICS S-1FK2 SERVO MOTER 1FK2106-3AF11-1SA0 2.3 kW,4,2,brand=Siemens; power=2.3 KW; motor_type=servo motor; model_number=1FK2106-3AF11-1SA0,output power=2.3 kw; brand=siemens,2,50.0,brand; power,brand(P1); power(P3),2,50.0,brand: GT=Siemens | QM=siemens; power: GT=2.3 KW | QM=2.3 kw,(none),motor_type=servo motor; model_number=1FK2106-3AF11-1SA0,motor_type(P2); model_number(P5),(none),0,motor_type(P2),PARTIAL_MATCH
Crompton Induction Motors,2,2,brand=Crompton; motor_type=induction motor,brand=crompton; motor type=induction,2,100.0,brand; motor_type,brand(P1); motor_type(P2),2,100.0,brand: GT=Crompton | QM=crompton; motor_type: GT=induction motor | QM=induction,(none),(none),(none),(none),0,(none),PERFECT_MATCH
nema 17 0.9 degree,2,0,frame_size=NEMA 17; step_angle=0.9 degree,(empty),0,0.0,(none),(none),0,0.0,(none),(none),frame_size=NEMA 17; step_angle=0.9 degree,frame_size(P12); step_angle(P19),(none),0,frame_size(P12),NO_KEY_MATCH
ABB Auto- Lek Ail 94022 A Solenoid Switch,2,2,brand=ABB; current=94022 A,brand=abb; product=solenoid switch,1,50.0,brand,brand(P1),1,50.0,brand: GT=ABB | QM=abb,(none),current=94022 A,current(P10),(none),0,current(P10),PARTIAL_MATCH
Three phase,1,1,phase=three phase,phase=three phase,1,100.0,phase,phase(P7),1,100.0,phase: GT=three phase | QM=three phase,(none),(none),(none),(none),0,(none),PERFECT_MATCH
nema 17 0.9 degree 22mm lenth,2,2,frame_size=NEMA 17; step_angle=0.9 degree,size=22mm; model name/number=nema 17,0,0.0,(none),(none),0,0.0,(none),(none),frame_size=NEMA 17; step_angle=0.9 degree,frame_size(P12); step_angle(P19),size=22mm,1,frame_size(P12),NO_KEY_MATCH
New Series Allen Bradley Soft Starter,2,2,brand=Allen Bradley; product_type=soft starter,brand=allen bradley; starter type=soft starter,1,50.0,brand,brand(P1),1,50.0,brand: GT=Allen Bradley | QM=allen bradley,(none),product_type=soft starter,product_type(P6),starter type=soft starter,1,product_type(P6),PARTIAL_MATCH
1 for business use piece ABB Soft Starters,2,3,brand=ABB; product_type=soft starter,brand=abb; usage=business; starter type=soft,1,50.0,brand,brand(P1),1,50.0,brand: GT=ABB | QM=abb,(none),product_type=soft starter,product_type(P6),starter type=soft,1,product_type(P6),PARTIAL_MATCH
bolero ac motor,1,1,motor_type=AC motor,type=ac,0,0.0,(none),(none),0,0.0,(none),(none),motor_type=AC motor,motor_type(P2),(none),0,motor_type(P2),NO_KEY_MATCH
150c43nbd smc3 soft starter,1,3,product_type=soft starter,model name/number=150c43nbd; series=smc3; starter type=soft starter,0,0.0,(none),(none),0,0.0,(none),(none),product_type=soft starter,product_type(P6),starter type=soft starter,1,product_type(P6),NO_KEY_MATCH
lt mk1 dol motor starter,1,2,product_type=motor starter,starter type=dol; usage=motor starter,0,0.0,(none),(none),0,0.0,(none),(none),product_type=motor starter,product_type(P6),starter type=dol,1,product_type(P6),NO_KEY_MATCH
