query,gt_success,qmeans_success,gt_total_keys,gt_unique_values,qmeans_total_keys,matched_key_count,matched_value_count,gt_only_key_count,qmeans_only_key_count,key_match_rate,value_match_rate,matched_keys,gt_only_keys,qmeans_only_keys,matched_values,key_match_details_json,value_match_details_json
1000 RPM Electric Sliding Gate Motor,True,True,5,2,3,1,1,4,2,20.00%,50.00%,speed,product type; rpm; rated speed; motor type,usage; power source,1000 rpm,"[{""normalized_key"": ""speed"", ""gt_key"": ""speed"", ""gt_value"": ""1000 rpm"", ""gt_key_priority"": 1, ""gt_attr_priority"": 2, ""qmeans_key"": ""speed"", ""qmeans_value"": ""1000 rpm"", ""value_also_matches"": true}]","[{""value"": ""1000 rpm"", ""gt_keys"": [{""key"": ""speed"", ""key_priority"": 1, ""attr_priority"": 2}, {""key"": ""rpm"", ""key_priority"": 2, ""attr_priority"": 2}, {""key"": ""rated_speed"", ""key_priority"": 3, ""attr_priority"": 2}], ""qmeans_keys"": [""speed""]}]"
Gear and Vane Motors,True,True,5,2,1,1,0,4,0,20.00%,0.00%,motor type,product type; brand; manufacturer; company,,,"[{""normalized_key"": ""motor type"", ""gt_key"": ""motor_type"", ""gt_value"": ""motor"", ""gt_key_priority"": 1, ""gt_attr_priority"": 2, ""qmeans_key"": ""motor type"", ""qmeans_value"": ""vane"", ""value_also_matches"": false}]",[]
high power mini dc water motors project,True,True,4,2,1,1,1,3,0,25.00%,50.00%,motor type,product type; current type; supply type,,dc,"[{""normalized_key"": ""motor type"", ""gt_key"": ""motor_type"", ""gt_value"": ""motor"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""qmeans_key"": ""motor type"", ""qmeans_value"": ""dc"", ""value_also_matches"": false}]","[{""value"": ""dc"", ""gt_keys"": [{""key"": ""current_type"", ""key_priority"": 1, ""attr_priority"": 2}, {""key"": ""supply_type"", ""key_priority"": 2, ""attr_priority"": 2}], ""qmeans_keys"": [""motor type""]}]"
high power mini dc water motors for project near badlapur,True,True,4,2,1,1,1,3,0,25.00%,50.00%,motor type,product type; current type; supply type,,dc,"[{""normalized_key"": ""motor type"", ""gt_key"": ""motor_type"", ""gt_value"": ""motor"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""qmeans_key"": ""motor type"", ""qmeans_value"": ""dc"", ""value_also_matches"": false}]","[{""value"": ""dc"", ""gt_keys"": [{""key"": ""current_type"", ""key_priority"": 1, ""attr_priority"": 2}, {""key"": ""supply_type"", ""key_priority"": 2, ""attr_priority"": 2}], ""qmeans_keys"": [""motor type""]}]"
775 dc motor bihpuri,True,True,4,2,2,1,1,3,1,25.00%,50.00%,motor type,product type; current type; supply type,model name/number,dc,"[{""normalized_key"": ""motor type"", ""gt_key"": ""motor_type"", ""gt_value"": ""dc motor"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""qmeans_key"": ""motor type"", ""qmeans_value"": ""dc"", ""value_also_matches"": false}]","[{""value"": ""dc"", ""gt_keys"": [{""key"": ""current_type"", ""key_priority"": 1, ""attr_priority"": 2}, {""key"": ""supply_type"", ""key_priority"": 2, ""attr_priority"": 2}], ""qmeans_keys"": [""motor type""]}]"
775 dc motor near agra bichpuri,True,True,4,2,2,1,1,3,1,25.00%,50.00%,motor type,product type; current type; supply type,model name/number,dc,"[{""normalized_key"": ""motor type"", ""gt_key"": ""motor_type"", ""gt_value"": ""dc motor"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""qmeans_key"": ""motor type"", ""qmeans_value"": ""dc"", ""value_also_matches"": false}]","[{""value"": ""dc"", ""gt_keys"": [{""key"": ""current_type"", ""key_priority"": 1, ""attr_priority"": 2}, {""key"": ""supply_type"", ""key_priority"": 2, ""attr_priority"": 2}], ""qmeans_keys"": [""motor type""]}]"
24v dc coffee machine motor,True,True,6,3,2,1,0,5,1,16.67%,0.00%,voltage,supply type; current type; supply voltage; product type; motor type,usage,,"[{""normalized_key"": ""voltage"", ""gt_key"": ""voltage"", ""gt_value"": ""24v"", ""gt_key_priority"": 1, ""gt_attr_priority"": 2, ""qmeans_key"": ""voltage"", ""qmeans_value"": ""24v dc"", ""value_also_matches"": false}]",[]
Crompton Geared Motor,True,True,5,2,1,1,1,4,0,20.00%,50.00%,brand,product type; manufacturer; company; motor type,,crompton,"[{""normalized_key"": ""brand"", ""gt_key"": ""brand"", ""gt_value"": ""crompton"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""qmeans_key"": ""brand"", ""qmeans_value"": ""crompton"", ""value_also_matches"": true}]","[{""value"": ""crompton"", ""gt_keys"": [{""key"": ""brand"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""manufacturer"", ""key_priority"": 2, ""attr_priority"": 1}, {""key"": ""company"", ""key_priority"": 3, ""attr_priority"": 1}], ""qmeans_keys"": [""brand""]}]"
l&t three phase motor starter,True,True,9,4,3,2,2,7,1,22.22%,50.00%,brand; phase,motor type; company; use; application; manufacturer; product type; supply phase,usage,three phase; l&t,"[{""normalized_key"": ""brand"", ""gt_key"": ""brand"", ""gt_value"": ""l&t"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""qmeans_key"": ""brand"", ""qmeans_value"": ""l&t"", ""value_also_matches"": true}, {""normalized_key"": ""phase"", ""gt_key"": ""phase"", ""gt_value"": ""three phase"", ""gt_key_priority"": 1, ""gt_attr_priority"": 3, ""qmeans_key"": ""phase"", ""qmeans_value"": ""three phase"", ""value_also_matches"": true}]","[{""value"": ""three phase"", ""gt_keys"": [{""key"": ""phase"", ""key_priority"": 1, ""attr_priority"": 3}, {""key"": ""supply_phase"", ""key_priority"": 2, ""attr_priority"": 3}], ""qmeans_keys"": [""phase""]}, {""value"": ""l&t"", ""gt_keys"": [{""key"": ""brand"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""manufacturer"", ""key_priority"": 2, ""attr_priority"": 1}, {""key"": ""company"", ""key_priority"": 3, ""attr_priority"": 1}], ""qmeans_keys"": [""brand""]}]"
Servo Motor & Variac Motor,True,True,4,2,0,0,0,2,0,0.00%,0.00%,,product type; motor type,,,[],[]
Siemens Electric Motors 40 Hp,True,True,8,3,3,1,2,7,2,12.50%,66.67%,brand,power; company; hp; manufacturer; product type; horsepower; motor type,power source; motor horsepower,siemens; 40 hp,"[{""normalized_key"": ""brand"", ""gt_key"": ""brand"", ""gt_value"": ""siemens"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""qmeans_key"": ""brand"", ""qmeans_value"": ""siemens"", ""value_also_matches"": true}]","[{""value"": ""siemens"", ""gt_keys"": [{""key"": ""brand"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""manufacturer"", ""key_priority"": 2, ""attr_priority"": 1}, {""key"": ""company"", ""key_priority"": 3, ""attr_priority"": 1}], ""qmeans_keys"": [""brand""]}, {""value"": ""40 hp"", ""gt_keys"": [{""key"": ""power"", ""key_priority"": 1, ""attr_priority"": 3}, {""key"": ""horsepower"", ""key_priority"": 2, ""attr_priority"": 3}, {""key"": ""hp"", ""key_priority"": 3, ""attr_priority"": 3}], ""qmeans_keys"": [""motor horsepower""]}]"
3 phase motor starter without oil automatic,True,True,6,3,3,1,0,5,2,16.67%,0.00%,phase,motor type; use; application; product type; supply phase,usage; starter type,,"[{""normalized_key"": ""phase"", ""gt_key"": ""phase"", ""gt_value"": ""three phase"", ""gt_key_priority"": 1, ""gt_attr_priority"": 2, ""qmeans_key"": ""phase"", ""qmeans_value"": ""3 phase"", ""value_also_matches"": false}]",[]
3 phase motor starter near jodhpur without oilautomatic,True,True,6,3,2,1,0,5,1,16.67%,0.00%,phase,motor type; use; application; product type; supply phase,usage,,"[{""normalized_key"": ""phase"", ""gt_key"": ""phase"", ""gt_value"": ""three phase"", ""gt_key_priority"": 1, ""gt_attr_priority"": 2, ""qmeans_key"": ""phase"", ""qmeans_value"": ""3 phase"", ""value_also_matches"": false}]",[]
HP400 Siemens Motor,True,True,8,3,3,1,3,7,2,12.50%,100.00%,brand,part number; company; manufacturer; model; product type; model number; motor type,part type; model name/number,motor; siemens; hp400,"[{""normalized_key"": ""brand"", ""gt_key"": ""brand"", ""gt_value"": ""siemens"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""qmeans_key"": ""brand"", ""qmeans_value"": ""siemens"", ""value_also_matches"": true}]","[{""value"": ""motor"", ""gt_keys"": [{""key"": ""motor_type"", ""key_priority"": 1, ""attr_priority"": 2}, {""key"": ""product_type"", ""key_priority"": 2, ""attr_priority"": 2}], ""qmeans_keys"": [""part type""]}, {""value"": ""siemens"", ""gt_keys"": [{""key"": ""brand"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""manufacturer"", ""key_priority"": 2, ""attr_priority"": 1}, {""key"": ""company"", ""key_priority"": 3, ""attr_priority"": 1}], ""qmeans_keys"": [""brand""]}, {""value"": ""hp400"", ""gt_keys"": [{""key"": ""model_number"", ""key_priority"": 1, ""attr_priority"": 3}, {""key"": ""part_number"", ""key_priority"": 2, ""attr_priority"": 3}, {""key"": ""model"", ""key_priority"": 3, ""attr_priority"": 3}], ""qmeans_keys"": [""model name/number""]}]"
Flange Motors,True,True,2,1,1,0,0,2,1,0.00%,0.00%,,product type; motor type,mounting type,,[],[]
Sew Eurodrive CMP50M AC Synchronous Motor,True,True,7,3,3,2,0,5,1,28.57%,0.00%,brand; motor type,company; supply type; current type; manufacturer; product type,model name/number,,"[{""normalized_key"": ""brand"", ""gt_key"": ""brand"", ""gt_value"": ""sew"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""qmeans_key"": ""brand"", ""qmeans_value"": ""sew eurodrive"", ""value_also_matches"": false}, {""normalized_key"": ""motor type"", ""gt_key"": ""motor_type"", ""gt_value"": ""synchronous motor"", ""gt_key_priority"": 1, ""gt_attr_priority"": 2, ""qmeans_key"": ""motor type"", ""qmeans_value"": ""ac synchronous"", ""value_also_matches"": false}]",[]
2 hp flange motor,True,True,5,2,2,1,1,4,1,20.00%,50.00%,power,product type; horsepower; motor type; hp,mounting type,2 hp,"[{""normalized_key"": ""power"", ""gt_key"": ""power"", ""gt_value"": ""2 hp"", ""gt_key_priority"": 1, ""gt_attr_priority"": 2, ""qmeans_key"": ""power"", ""qmeans_value"": ""2 hp"", ""value_also_matches"": true}]","[{""value"": ""2 hp"", ""gt_keys"": [{""key"": ""power"", ""key_priority"": 1, ""attr_priority"": 2}, {""key"": ""horsepower"", ""key_priority"": 2, ""attr_priority"": 2}, {""key"": ""hp"", ""key_priority"": 3, ""attr_priority"": 2}], ""qmeans_keys"": [""power""]}]"
3 phase motor starter oil free automatic,True,True,6,3,3,1,0,5,2,16.67%,0.00%,phase,motor type; use; application; product type; supply phase,usage; starter type,,"[{""normalized_key"": ""phase"", ""gt_key"": ""phase"", ""gt_value"": ""three phase"", ""gt_key_priority"": 1, ""gt_attr_priority"": 2, ""qmeans_key"": ""phase"", ""qmeans_value"": ""3 phase"", ""value_also_matches"": false}]",[]
3 phase motor starter near jodhpur oil freee automatic,True,True,6,3,3,1,0,5,2,16.67%,0.00%,phase,motor type; use; application; product type; supply phase,usage; starter type,,"[{""normalized_key"": ""phase"", ""gt_key"": ""phase"", ""gt_value"": ""three phase"", ""gt_key_priority"": 1, ""gt_attr_priority"": 2, ""qmeans_key"": ""phase"", ""qmeans_value"": ""3 phase"", ""value_also_matches"": false}]",[]
ABB MOTOR 200KW 270HP 1500RPM FOOT IE2,True,True,16,6,6,5,2,10,1,33.33%,33.33%,power; speed; brand; efficiency; horsepower,wattage; company; rated speed; efficiency class; hp; manufacturer; product type; rpm; kilowatt; motor type,mounting type,abb; ie2,"[{""normalized_key"": ""power"", ""gt_key"": ""power"", ""gt_value"": ""270 hp"", ""gt_key_priority"": 1, ""gt_attr_priority"": 3, ""qmeans_key"": ""power"", ""qmeans_value"": ""200kw"", ""value_also_matches"": false}, {""normalized_key"": ""speed"", ""gt_key"": ""speed"", ""gt_value"": ""1500 rpm"", ""gt_key_priority"": 1, ""gt_attr_priority"": 5, ""qmeans_key"": ""speed"", ""qmeans_value"": ""1500rpm"", ""value_also_matches"": false}, {""normalized_key"": ""brand"", ""gt_key"": ""brand"", ""gt_value"": ""abb"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""qmeans_key"": ""brand"", ""qmeans_value"": ""abb"", ""value_also_matches"": true}, {""normalized_key"": ""efficiency"", ""gt_key"": ""efficiency"", ""gt_value"": ""ie2"", ""gt_key_priority"": 2, ""gt_attr_priority"": 6, ""qmeans_key"": ""efficiency"", ""qmeans_value"": ""ie2"", ""value_also_matches"": true}, {""normalized_key"": ""horsepower"", ""gt_key"": ""horsepower"", ""gt_value"": ""270 hp"", ""gt_key_priority"": 2, ""gt_attr_priority"": 3, ""qmeans_key"": ""horsepower"", ""qmeans_value"": ""270hp"", ""value_also_matches"": false}]","[{""value"": ""abb"", ""gt_keys"": [{""key"": ""brand"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""manufacturer"", ""key_priority"": 2, ""attr_priority"": 1}, {""key"": ""company"", ""key_priority"": 3, ""attr_priority"": 1}], ""qmeans_keys"": [""brand""]}, {""value"": ""ie2"", ""gt_keys"": [{""key"": ""efficiency_class"", ""key_priority"": 1, ""attr_priority"": 6}, {""key"": ""efficiency"", ""key_priority"": 2, ""attr_priority"": 6}], ""qmeans_keys"": [""efficiency""]}]"
bonfiglioli brake motor,True,True,5,2,2,2,1,3,0,40.00%,50.00%,brand; motor type,product type; manufacturer; company,,bonfiglioli,"[{""normalized_key"": ""brand"", ""gt_key"": ""brand"", ""gt_value"": ""bonfiglioli"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""qmeans_key"": ""brand"", ""qmeans_value"": ""bonfiglioli"", ""value_also_matches"": true}, {""normalized_key"": ""motor type"", ""gt_key"": ""motor_type"", ""gt_value"": ""brake motor"", ""gt_key_priority"": 1, ""gt_attr_priority"": 2, ""qmeans_key"": ""motor type"", ""qmeans_value"": ""brake"", ""value_also_matches"": false}]","[{""value"": ""bonfiglioli"", ""gt_keys"": [{""key"": ""brand"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""manufacturer"", ""key_priority"": 2, ""attr_priority"": 1}, {""key"": ""company"", ""key_priority"": 3, ""attr_priority"": 1}], ""qmeans_keys"": [""brand""]}]"
1 piece ABB Soft Starters,True,True,7,2,3,1,1,6,2,14.29%,50.00%,brand,company; use; application; manufacturer; product category; category,starter type; quantity per pack,abb,"[{""normalized_key"": ""brand"", ""gt_key"": ""brand"", ""gt_value"": ""abb"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""qmeans_key"": ""brand"", ""qmeans_value"": ""abb"", ""value_also_matches"": true}]","[{""value"": ""abb"", ""gt_keys"": [{""key"": ""brand"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""manufacturer"", ""key_priority"": 2, ""attr_priority"": 1}, {""key"": ""company"", ""key_priority"": 3, ""attr_priority"": 1}], ""qmeans_keys"": [""brand""]}]"
kenstar desert air cooler motor,True,True,7,3,4,1,2,6,3,14.29%,66.67%,brand,company; use; application; manufacturer; product type; motor type,usage; part type; cooler type,kenstar; cooler,"[{""normalized_key"": ""brand"", ""gt_key"": ""brand"", ""gt_value"": ""kenstar"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""qmeans_key"": ""brand"", ""qmeans_value"": ""kenstar"", ""value_also_matches"": true}]","[{""value"": ""kenstar"", ""gt_keys"": [{""key"": ""brand"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""manufacturer"", ""key_priority"": 2, ""attr_priority"": 1}, {""key"": ""company"", ""key_priority"": 3, ""attr_priority"": 1}], ""qmeans_keys"": [""brand""]}, {""value"": ""cooler"", ""gt_keys"": [{""key"": ""application"", ""key_priority"": 1, ""attr_priority"": 3}, {""key"": ""use"", ""key_priority"": 2, ""attr_priority"": 3}], ""qmeans_keys"": [""usage""]}]"
Marathon 1hp motor single phase,True,True,10,4,2,2,1,8,0,20.00%,25.00%,power; brand,motor type; company; hp; manufacturer; product type; phase; horsepower; supply phase,,marathon,"[{""normalized_key"": ""power"", ""gt_key"": ""power"", ""gt_value"": ""1 hp"", ""gt_key_priority"": 1, ""gt_attr_priority"": 3, ""qmeans_key"": ""power"", ""qmeans_value"": ""1hp"", ""value_also_matches"": false}, {""normalized_key"": ""brand"", ""gt_key"": ""brand"", ""gt_value"": ""marathon"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""qmeans_key"": ""brand"", ""qmeans_value"": ""marathon"", ""value_also_matches"": true}]","[{""value"": ""marathon"", ""gt_keys"": [{""key"": ""brand"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""manufacturer"", ""key_priority"": 2, ""attr_priority"": 1}, {""key"": ""company"", ""key_priority"": 3, ""attr_priority"": 1}], ""qmeans_keys"": [""brand""]}]"
Make - Marathon 1hp motor single phase,True,True,10,4,3,2,2,8,1,20.00%,50.00%,power; brand,motor type; company; hp; manufacturer; product type; phase; horsepower; supply phase,no of phase,marathon; single phase,"[{""normalized_key"": ""power"", ""gt_key"": ""power"", ""gt_value"": ""1 hp"", ""gt_key_priority"": 1, ""gt_attr_priority"": 3, ""qmeans_key"": ""power"", ""qmeans_value"": ""1hp"", ""value_also_matches"": false}, {""normalized_key"": ""brand"", ""gt_key"": ""brand"", ""gt_value"": ""marathon"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""qmeans_key"": ""brand"", ""qmeans_value"": ""marathon"", ""value_also_matches"": true}]","[{""value"": ""marathon"", ""gt_keys"": [{""key"": ""brand"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""manufacturer"", ""key_priority"": 2, ""attr_priority"": 1}, {""key"": ""company"", ""key_priority"": 3, ""attr_priority"": 1}], ""qmeans_keys"": [""brand""]}, {""value"": ""single phase"", ""gt_keys"": [{""key"": ""phase"", ""key_priority"": 1, ""attr_priority"": 4}, {""key"": ""supply_phase"", ""key_priority"": 2, ""attr_priority"": 4}], ""qmeans_keys"": [""no of phase""]}]"
Vibro Sifter Motor,True,True,2,1,1,0,0,2,1,0.00%,0.00%,,product type; motor type,usage,,[],[]
kirloskar electric motor 10 hp 960 rpm,True,True,11,4,4,2,3,9,2,18.18%,75.00%,speed; brand,power; company; rated speed; hp; manufacturer; product type; rpm; horsepower; motor type,power source; motor horsepower,960 rpm; 10 hp; kirloskar,"[{""normalized_key"": ""speed"", ""gt_key"": ""speed"", ""gt_value"": ""960 rpm"", ""gt_key_priority"": 1, ""gt_attr_priority"": 4, ""qmeans_key"": ""speed"", ""qmeans_value"": ""960 rpm"", ""value_also_matches"": true}, {""normalized_key"": ""brand"", ""gt_key"": ""brand"", ""gt_value"": ""kirloskar"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""qmeans_key"": ""brand"", ""qmeans_value"": ""kirloskar"", ""value_also_matches"": true}]","[{""value"": ""960 rpm"", ""gt_keys"": [{""key"": ""speed"", ""key_priority"": 1, ""attr_priority"": 4}, {""key"": ""rpm"", ""key_priority"": 2, ""attr_priority"": 4}, {""key"": ""rated_speed"", ""key_priority"": 3, ""attr_priority"": 4}], ""qmeans_keys"": [""speed""]}, {""value"": ""10 hp"", ""gt_keys"": [{""key"": ""power"", ""key_priority"": 1, ""attr_priority"": 3}, {""key"": ""horsepower"", ""key_priority"": 2, ""attr_priority"": 3}, {""key"": ""hp"", ""key_priority"": 3, ""attr_priority"": 3}], ""qmeans_keys"": [""motor horsepower""]}, {""value"": ""kirloskar"", ""gt_keys"": [{""key"": ""brand"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""manufacturer"", ""key_priority"": 2, ""attr_priority"": 1}, {""key"": ""company"", ""key_priority"": 3, ""attr_priority"": 1}], ""qmeans_keys"": [""brand""]}]"
desert cooler motor,True,True,4,2,3,0,1,4,3,0.00%,50.00%,,product type; application; use; motor type,usage; part type; cooler type,cooler,[],"[{""value"": ""cooler"", ""gt_keys"": [{""key"": ""application"", ""key_priority"": 1, ""attr_priority"": 2}, {""key"": ""use"", ""key_priority"": 2, ""attr_priority"": 2}], ""qmeans_keys"": [""usage""]}]"
Exhaust Fan Motor,True,True,6,3,2,0,0,4,2,0.00%,0.00%,,product type; application; use; motor type,usage; part type,,[],[]
nord gearbox spares,True,True,5,2,2,1,1,4,1,20.00%,50.00%,brand,product category; category; manufacturer; company,product,nord,"[{""normalized_key"": ""brand"", ""gt_key"": ""brand"", ""gt_value"": ""nord"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""qmeans_key"": ""brand"", ""qmeans_value"": ""nord"", ""value_also_matches"": true}]","[{""value"": ""nord"", ""gt_keys"": [{""key"": ""brand"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""manufacturer"", ""key_priority"": 2, ""attr_priority"": 1}, {""key"": ""company"", ""key_priority"": 3, ""attr_priority"": 1}], ""qmeans_keys"": [""brand""]}]"
MGM Varvel Brake Motor,True,True,2,1,2,1,1,1,1,50.00%,100.00%,motor type,product type,brand,brake motor,"[{""normalized_key"": ""motor type"", ""gt_key"": ""motor_type"", ""gt_value"": ""brake motor"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""qmeans_key"": ""motor type"", ""qmeans_value"": ""brake motor"", ""value_also_matches"": true}]","[{""value"": ""brake motor"", ""gt_keys"": [{""key"": ""motor_type"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""product_type"", ""key_priority"": 2, ""attr_priority"": 1}], ""qmeans_keys"": [""motor type""]}]"
AC Electric Motor,True,True,4,2,3,0,2,4,3,0.00%,100.00%,,product type; current type; supply type; motor type,power source; type; part type,motor; ac,[],"[{""value"": ""motor"", ""gt_keys"": [{""key"": ""motor_type"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""product_type"", ""key_priority"": 2, ""attr_priority"": 1}], ""qmeans_keys"": [""part type""]}, {""value"": ""ac"", ""gt_keys"": [{""key"": ""current_type"", ""key_priority"": 1, ""attr_priority"": 2}, {""key"": ""supply_type"", ""key_priority"": 2, ""attr_priority"": 2}], ""qmeans_keys"": [""type""]}]"
Motor Starter .,True,True,4,2,1,0,1,4,1,0.00%,50.00%,,product type; application; use; motor type,usage,motor,[],"[{""value"": ""motor"", ""gt_keys"": [{""key"": ""motor_type"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""product_type"", ""key_priority"": 2, ""attr_priority"": 1}], ""qmeans_keys"": [""usage""]}]"
c&s dol starter 15hp,True,True,7,2,3,1,0,6,2,14.29%,0.00%,power,use; hp; application; product category; category; horsepower,starter type; brand,,"[{""normalized_key"": ""power"", ""gt_key"": ""power"", ""gt_value"": ""15 hp"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""qmeans_key"": ""power"", ""qmeans_value"": ""15hp"", ""value_also_matches"": false}]",[]
c&s dol starter 15hp near delhi,True,True,7,2,3,1,0,6,2,14.29%,0.00%,power,use; hp; application; product category; category; horsepower,starter type; brand,,"[{""normalized_key"": ""power"", ""gt_key"": ""power"", ""gt_value"": ""15 hp"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""qmeans_key"": ""power"", ""qmeans_value"": ""15hp"", ""value_also_matches"": false}]",[]
10w deep freezer motor,True,True,4,2,3,1,1,3,2,25.00%,50.00%,power,product type; wattage; motor type,usage; spare type,motor,"[{""normalized_key"": ""power"", ""gt_key"": ""power"", ""gt_value"": ""10 w"", ""gt_key_priority"": 1, ""gt_attr_priority"": 2, ""qmeans_key"": ""power"", ""qmeans_value"": ""10w"", ""value_also_matches"": false}]","[{""value"": ""motor"", ""gt_keys"": [{""key"": ""motor_type"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""product_type"", ""key_priority"": 2, ""attr_priority"": 1}], ""qmeans_keys"": [""spare type""]}]"
bell crack assembly,True,True,2,1,1,0,0,2,1,0.00%,0.00%,,product category; category,brand,,[],[]
Simensh Hp400 Rpm1440,True,True,3,1,1,0,0,3,1,0.00%,0.00%,,speed; rpm; rated speed,model name/number,,[],[]
StarDental Starter,True,True,4,1,1,0,1,4,1,0.00%,100.00%,,product category; category; use; application,feeder type,starter,[],"[{""value"": ""starter"", ""gt_keys"": [{""key"": ""application"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""use"", ""key_priority"": 2, ""attr_priority"": 1}, {""key"": ""product_category"", ""key_priority"": 1, ""attr_priority"": 2}, {""key"": ""category"", ""key_priority"": 2, ""attr_priority"": 2}], ""qmeans_keys"": [""feeder type""]}]"
Start Dental Starter,True,True,4,1,1,0,0,4,1,0.00%,0.00%,,product category; category; use; application,usage,,[],[]
Explosion Proof Electric Motor,True,True,4,2,2,0,1,4,2,0.00%,50.00%,,product type; enclosure; protection; motor type,power source; features,explosion proof,[],"[{""value"": ""explosion proof"", ""gt_keys"": [{""key"": ""enclosure"", ""key_priority"": 1, ""attr_priority"": 2}, {""key"": ""protection"", ""key_priority"": 2, ""attr_priority"": 2}], ""qmeans_keys"": [""features""]}]"
Industrial dc motor,True,True,4,2,2,1,1,3,1,25.00%,50.00%,motor type,product type; current type; supply type,usage,dc,"[{""normalized_key"": ""motor type"", ""gt_key"": ""motor_type"", ""gt_value"": ""dc motor"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""qmeans_key"": ""motor type"", ""qmeans_value"": ""dc"", ""value_also_matches"": false}]","[{""value"": ""dc"", ""gt_keys"": [{""key"": ""current_type"", ""key_priority"": 1, ""attr_priority"": 2}, {""key"": ""supply_type"", ""key_priority"": 2, ""attr_priority"": 2}], ""qmeans_keys"": [""motor type""]}]"
High Torque Square Geared Motor,True,True,2,1,2,0,0,2,2,0.00%,0.00%,,product type; motor type,torque; shape,,[],[]
सर्वो मोटर सप्लायर,True,True,2,1,0,0,0,2,0,0.00%,0.00%,,product category; category,,,[],[]
borewell 2h starter,True,True,4,1,1,0,0,4,1,0.00%,0.00%,,product category; category; use; application,usage,,[],[]
SIEMENS SIMOTICS S-1FK2 SERVO MOTER 1FK2106-3AF11-1SA0 2.3 kW,True,True,11,4,2,1,2,10,1,9.09%,50.00%,brand,power; wattage; part number; company; manufacturer; model; product type; model number; kilowatt; motor type,output power,2.3 kw; siemens,"[{""normalized_key"": ""brand"", ""gt_key"": ""brand"", ""gt_value"": ""siemens"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""qmeans_key"": ""brand"", ""qmeans_value"": ""siemens"", ""value_also_matches"": true}]","[{""value"": ""2.3 kw"", ""gt_keys"": [{""key"": ""power"", ""key_priority"": 1, ""attr_priority"": 3}, {""key"": ""kilowatt"", ""key_priority"": 2, ""attr_priority"": 3}, {""key"": ""wattage"", ""key_priority"": 3, ""attr_priority"": 3}], ""qmeans_keys"": [""output power""]}, {""value"": ""siemens"", ""gt_keys"": [{""key"": ""brand"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""manufacturer"", ""key_priority"": 2, ""attr_priority"": 1}, {""key"": ""company"", ""key_priority"": 3, ""attr_priority"": 1}], ""qmeans_keys"": [""brand""]}]"
