success,query,ground_truth_attr_count,ground_truth_isq_list,ground_truth_isq_pipe,api_version,raw_response
True,dog labrador toys,1,['dog labrador:fully_banned:banned'],dog labrador:fully_banned:banned,1.0,"{'api_version': '1.0', 'attributes': {'dog labrador': {'attr_meta': {}, 'attr_name': 'fully_banned', 'attr_type': 'banned', 'attr_value': 'dog labrador', 'attr_value_id': '1', 'char_offset': '0', 'model': 'dictionary', 'word_offset': '0'}, 'toys': {'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'toys', 'attr_value_id': '-', 'char_offset': '13', 'model': 'probable-product', 'word_offset': '2'}}, 'banned_status': 'fully_banned', 'models_executed': {'attr-v2': {'enabled': True, 'response_time_ms': 5.38, 'status': 'success'}, 'probable-product': {'enabled': True, 'response_time_ms': 11.0, 'status': 'success'}, 'q-means/2.0.1': {'enabled': True, 'response_time_ms': 21.81, 'status': 'success'}}, 'response_code': 200, 'response_time': 33.87, 'timeout': False}"
True,labrador dog sale,1,['labrador dog:partially_banned:banned'],labrador dog:partially_banned:banned,1.0,"{'api_version': '1.0', 'attributes': {'labrador dog': {'attr_meta': {'banned_catid': '691'}, 'attr_name': 'partially_banned', 'attr_type': 'banned', 'attr_value': 'labrador dog', 'attr_value_id': '1', 'char_offset': 0, 'model': 'attr-v2', 'word_offset': 0}, 'sale': {'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'sale', 'attr_value_id': '-', 'char_offset': 13, 'model': 'probable-product', 'word_offset': 2}}, 'banned_status': 'partially_banned', 'models_executed': {'attr-v2': {'enabled': True, 'response_time_ms': 7.01, 'status': 'success'}, 'probable-product': {'enabled': True, 'response_time_ms': 11.77, 'status': 'success'}, 'q-means/2.0.1': {'enabled': True, 'response_time_ms': 20.14, 'status': 'success'}}, 'response_code': 200, 'response_time': 24.78, 'timeout': False}"
True,vim bar 500 gm,1,['vim:brand:specification'],vim:brand:specification,1.0,"{'api_version': '1.0', 'attributes': {'500 gm': {'attr_meta': {}, 'attr_name': '-', 'attr_type': 'unit', 'attr_value': '500 gm', 'attr_value_id': '-', 'char_offset': '8', 'model': 'attr-v2', 'others': [{'attr_meta': {}, 'attr_name': 'weight', 'attr_type': 'specification', 'attr_value': '500 gm', 'attr_value_id': '-', 'model': 'q-means/2.0.1'}], 'word_offset': '2'}, 'gm': {'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'gm', 'attr_value_id': '-', 'char_offset': '12', 'model': 'probable-product', 'word_offset': '3'}, 'vim': {'attr_meta': {}, 'attr_name': 'brand', 'attr_type': 'specification', 'attr_value': 'vim', 'attr_value_id': '-', 'char_offset': '0', 'model': 'dictionary', 'word_offset': '0'}, 'vim bar': {'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'vim bar', 'attr_value_id': '-', 'char_offset': '0', 'model': 'probable-product', 'word_offset': '0'}}, 'banned_status': 'not_banned', 'models_executed': {'attr-v2': {'enabled': True, 'response_time_ms': 8.14, 'status': 'success'}, 'probable-product': {'enabled': True, 'response_time_ms': 13.32, 'status': 'success'}, 'q-means/2.0.1': {'enabled': True, 'response_time_ms': 21.47, 'status': 'success'}}, 'response_code': 200, 'response_time': 26.69, 'timeout': False}"
True,vim liquid dishwash,3,"['dishwash:usage:specification', 'liquid:form:specification', 'vim:brand:specification']",dishwash:usage:specification | liquid:form:specification | vim:brand:specification,1.0,"{'api_version': '1.0', 'attributes': {'dishwash': {'attr_meta': {}, 'attr_name': 'usage', 'attr_type': 'specification', 'attr_value': 'dishwash', 'attr_value_id': '-', 'char_offset': '11', 'model': 'q-means/2.0.1', 'word_offset': '2'}, 'liquid': {'attr_meta': {}, 'attr_name': 'form', 'attr_type': 'specification', 'attr_value': 'liquid', 'attr_value_id': '-', 'char_offset': '4', 'model': 'q-means/2.0.1', 'word_offset': '1'}, 'vim': {'attr_meta': {}, 'attr_name': 'brand', 'attr_type': 'specification', 'attr_value': 'vim', 'attr_value_id': '-', 'char_offset': '0', 'model': 'dictionary', 'others': [{'attr_meta': {}, 'attr_name': 'brand', 'attr_type': 'specification', 'attr_value': 'vim', 'attr_value_id': '-', 'model': 'q-means/2.0.1'}], 'word_offset': '0'}, 'vim liquid dishwash': {'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'vim liquid dishwash', 'attr_value_id': '-', 'char_offset': '0', 'model': 'probable-product', 'word_offset': '0'}}, 'banned_status': 'not_banned', 'models_executed': {'attr-v2': {'enabled': True, 'response_time_ms': 6.7, 'status': 'success'}, 'probable-product': {'enabled': True, 'response_time_ms': 9.79, 'status': 'success'}, 'q-means/2.0.1': {'enabled': True, 'response_time_ms': 25.72, 'status': 'success'}}, 'response_code': 200, 'response_time': 31.13, 'timeout': False}"
True,vim bar lemon,1,['vim:brand:specification'],vim:brand:specification,1.0,"{'api_version': '1.0', 'attributes': {'lemon': {'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'lemon', 'attr_value_id': '-', 'char_offset': '8', 'model': 'probable-product', 'others': [{'attr_meta': {}, 'attr_name': 'flavour', 'attr_type': 'specification', 'attr_value': 'lemon', 'attr_value_id': '-', 'model': 'q-means/2.0.1'}], 'word_offset': '2'}, 'vim': {'attr_meta': {}, 'attr_name': 'brand', 'attr_type': 'specification', 'attr_value': 'vim', 'attr_value_id': '-', 'char_offset': '0', 'model': 'dictionary', 'others': [{'attr_meta': {}, 'attr_name': 'brand', 'attr_type': 'specification', 'attr_value': 'vim', 'attr_value_id': '-', 'model': 'q-means/2.0.1'}], 'word_offset': '0'}, 'vim bar': {'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'vim bar', 'attr_value_id': '-', 'char_offset': '0', 'model': 'probable-product', 'word_offset': '0'}}, 'banned_status': 'not_banned', 'models_executed': {'attr-v2': {'enabled': True, 'response_time_ms': 14.75, 'status': 'success'}, 'probable-product': {'enabled': True, 'response_time_ms': 17.1, 'status': 'success'}, 'q-means/2.0.1': {'enabled': True, 'response_time_ms': 29.54, 'status': 'success'}}, 'response_code': 200, 'response_time': 33.95, 'timeout': False}"
True,vim gel bottle,3,"['bottle:packaging type:specification', 'gel:usage:specification', 'vim:brand:specification']",bottle:packaging type:specification | gel:usage:specification | vim:brand:specification,1.0,"{'api_version': '1.0', 'attributes': {'bottle': {'attr_meta': {}, 'attr_name': 'packaging type', 'attr_type': 'specification', 'attr_value': 'bottle', 'attr_value_id': '-', 'char_offset': '8', 'model': 'q-means/2.0.1', 'word_offset': '2'}, 'gel': {'attr_meta': {}, 'attr_name': 'usage', 'attr_type': 'specification', 'attr_value': 'gel', 'attr_value_id': '-', 'char_offset': '4', 'model': 'q-means/2.0.1', 'word_offset': '1'}, 'gel bottle': {'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'gel bottle', 'attr_value_id': '-', 'char_offset': '4', 'model': 'probable-product', 'word_offset': '1'}, 'vim': {'attr_meta': {}, 'attr_name': 'brand', 'attr_type': 'specification', 'attr_value': 'vim', 'attr_value_id': '-', 'char_offset': '0', 'model': 'dictionary', 'others': [{'attr_meta': {}, 'attr_name': 'brand', 'attr_type': 'specification', 'attr_value': 'vim', 'attr_value_id': '-', 'model': 'q-means/2.0.1'}], 'word_offset': '0'}, 'vim gel': {'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'vim gel', 'attr_value_id': '-', 'char_offset': '0', 'model': 'probable-product', 'word_offset': '0'}}, 'banned_status': 'not_banned', 'models_executed': {'attr-v2': {'enabled': True, 'response_time_ms': 6.56, 'status': 'success'}, 'probable-product': {'enabled': True, 'response_time_ms': 11.55, 'status': 'success'}, 'q-means/2.0.1': {'enabled': True, 'response_time_ms': 22.2, 'status': 'success'}}, 'response_code': 200, 'response_time': 26.63, 'timeout': False}"
True,vim powder pack,1,['vim:brand:specification'],vim:brand:specification,1.0,"{'api_version': '1.0', 'attributes': {'pack': {'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'pack', 'attr_value_id': '-', 'char_offset': 11, 'model': 'probable-product', 'word_offset': 2}, 'powder': {'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'powder', 'attr_value_id': '-', 'char_offset': 4, 'model': 'probable-product', 'others': [{'attr_meta': {}, 'attr_name': 'form', 'attr_type': 'specification', 'attr_value': 'powder', 'attr_value_id': '-', 'model': 'q-means/2.0.1'}], 'word_offset': 1}, 'vim': {'attr_meta': {}, 'attr_name': 'brand', 'attr_type': 'specification', 'attr_value': 'vim', 'attr_value_id': '-', 'char_offset': 0, 'model': 'q-means/2.0.1', 'others': [{'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'vim', 'attr_value_id': '-', 'model': 'probable-product'}], 'word_offset': 0}}, 'banned_status': 'not_banned', 'models_executed': {'attr-v2': {'enabled': True, 'response_time_ms': 8.53, 'status': 'success'}, 'probable-product': {'enabled': True, 'response_time_ms': 11.05, 'status': 'success'}, 'q-means/2.0.1': {'enabled': True, 'response_time_ms': 21.71, 'status': 'success'}}, 'response_code': 200, 'response_time': 26.72, 'timeout': False}"
True,vim bar multipack,1,['vim:brand:specification'],vim:brand:specification,1.0,"{'api_version': '1.0', 'attributes': {'vim': {'attr_meta': {}, 'attr_name': 'brand', 'attr_type': 'specification', 'attr_value': 'vim', 'attr_value_id': '-', 'char_offset': '0', 'model': 'dictionary', 'word_offset': '0'}, 'vim bar': {'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'vim bar', 'attr_value_id': '-', 'char_offset': '0', 'model': 'probable-product', 'word_offset': '0'}}, 'banned_status': 'not_banned', 'models_executed': {'attr-v2': {'enabled': True, 'response_time_ms': 7.41, 'status': 'success'}, 'probable-product': {'enabled': True, 'response_time_ms': 11.55, 'status': 'success'}, 'q-means/2.0.1': {'enabled': True, 'response_time_ms': 22.74, 'status': 'success'}}, 'response_code': 200, 'response_time': 27.39, 'timeout': False}"
True,vim liquid 750 ml,2,"['liquid:form:specification', 'vim:brand:specification']",liquid:form:specification | vim:brand:specification,1.0,"{'api_version': '1.0', 'attributes': {'750 ml': {'attr_meta': {}, 'attr_name': '-', 'attr_type': 'unit', 'attr_value': '750 ml', 'attr_value_id': '-', 'char_offset': '11', 'model': 'attr-v2', 'others': [{'attr_meta': {}, 'attr_name': 'packaging size', 'attr_type': 'specification', 'attr_value': '750 ml', 'attr_value_id': '-', 'model': 'q-means/2.0.1'}], 'word_offset': '2'}, 'liquid': {'attr_meta': {}, 'attr_name': 'form', 'attr_type': 'specification', 'attr_value': 'liquid', 'attr_value_id': '-', 'char_offset': '4', 'model': 'q-means/2.0.1', 'word_offset': '1'}, 'vim': {'attr_meta': {}, 'attr_name': 'brand', 'attr_type': 'specification', 'attr_value': 'vim', 'attr_value_id': '-', 'char_offset': '0', 'model': 'dictionary', 'others': [{'attr_meta': {}, 'attr_name': 'brand', 'attr_type': 'specification', 'attr_value': 'vim', 'attr_value_id': '-', 'model': 'q-means/2.0.1'}], 'word_offset': '0'}, 'vim liquid': {'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'vim liquid', 'attr_value_id': '-', 'char_offset': '0', 'model': 'probable-product', 'word_offset': '0'}}, 'banned_status': 'not_banned', 'models_executed': {'attr-v2': {'enabled': True, 'response_time_ms': 9.38, 'status': 'success'}, 'probable-product': {'enabled': True, 'response_time_ms': 12.01, 'status': 'success'}, 'q-means/2.0.1': {'enabled': True, 'response_time_ms': 23.59, 'status': 'success'}}, 'response_code': 200, 'response_time': 27.39, 'timeout': False}"
True,vim bar green,1,['vim:brand:specification'],vim:brand:specification,1.0,"{'api_version': '1.0', 'attributes': {'green': {'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'green', 'attr_value_id': '-', 'char_offset': '8', 'model': 'probable-product', 'others': [{'attr_meta': {}, 'attr_name': 'color', 'attr_type': 'specification', 'attr_value': 'green', 'attr_value_id': '-', 'model': 'q-means/2.0.1'}], 'word_offset': '2'}, 'vim': {'attr_meta': {}, 'attr_name': 'brand', 'attr_type': 'specification', 'attr_value': 'vim', 'attr_value_id': '-', 'char_offset': '0', 'model': 'dictionary', 'word_offset': '0'}, 'vim bar': {'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'vim bar', 'attr_value_id': '-', 'char_offset': '0', 'model': 'probable-product', 'word_offset': '0'}}, 'banned_status': 'not_banned', 'models_executed': {'attr-v2': {'enabled': True, 'response_time_ms': 7.59, 'status': 'success'}, 'probable-product': {'enabled': True, 'response_time_ms': 12.2, 'status': 'success'}, 'q-means/2.0.1': {'enabled': True, 'response_time_ms': 20.26, 'status': 'success'}}, 'response_code': 200, 'response_time': 24.98, 'timeout': False}"
True,vim dishwash bar,2,"['dishwash bar:detergent type:specification', 'vim:brand:specification']",dishwash bar:detergent type:specification | vim:brand:specification,1.0,"{'api_version': '1.0', 'attributes': {'dishwash bar': {'attr_meta': {}, 'attr_name': 'detergent type', 'attr_type': 'specification', 'attr_value': 'dishwash bar', 'attr_value_id': '-', 'char_offset': '4', 'model': 'q-means/2.0.1', 'word_offset': '1'}, 'vim': {'attr_meta': {}, 'attr_name': 'brand', 'attr_type': 'specification', 'attr_value': 'vim', 'attr_value_id': '-', 'char_offset': '0', 'model': 'dictionary', 'others': [{'attr_meta': {}, 'attr_name': 'brand', 'attr_type': 'specification', 'attr_value': 'vim', 'attr_value_id': '-', 'model': 'q-means/2.0.1'}], 'word_offset': '0'}, 'vim dishwash bar': {'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'vim dishwash bar', 'attr_value_id': '-', 'char_offset': '0', 'model': 'probable-product', 'word_offset': '0'}}, 'banned_status': 'not_banned', 'models_executed': {'attr-v2': {'enabled': True, 'response_time_ms': 9.97, 'status': 'success'}, 'probable-product': {'enabled': True, 'response_time_ms': 13.26, 'status': 'success'}, 'q-means/2.0.1': {'enabled': True, 'response_time_ms': 21.84, 'status': 'success'}}, 'response_code': 200, 'response_time': 27.25, 'timeout': False}"
True,vim cleaning bar,2,"['cleaning bar:product:specification', 'vim:brand:specification']",cleaning bar:product:specification | vim:brand:specification,1.0,"{'api_version': '1.0', 'attributes': {'cleaning': {'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'cleaning', 'attr_value_id': '-', 'char_offset': 4, 'model': 'probable-product', 'word_offset': 1}, 'cleaning bar': {'attr_meta': {}, 'attr_name': 'product', 'attr_type': 'specification', 'attr_value': 'cleaning bar', 'attr_value_id': '-', 'char_offset': 4, 'model': 'q-means/2.0.1', 'word_offset': 1}, 'vim': {'attr_meta': {}, 'attr_name': 'brand', 'attr_type': 'specification', 'attr_value': 'vim', 'attr_value_id': '-', 'char_offset': 0, 'model': 'q-means/2.0.1', 'others': [{'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'vim', 'attr_value_id': '-', 'model': 'probable-product'}], 'word_offset': 0}}, 'banned_status': 'not_banned', 'models_executed': {'attr-v2': {'enabled': True, 'response_time_ms': 8.55, 'status': 'success'}, 'probable-product': {'enabled': True, 'response_time_ms': 10.16, 'status': 'success'}, 'q-means/2.0.1': {'enabled': True, 'response_time_ms': 22.12, 'status': 'success'}}, 'response_code': 200, 'response_time': 27.53, 'timeout': False}"
True,radhe radhe tshirt,0,[],,1.0,"{'api_version': '1.0', 'attributes': {'tshirt': {'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'tshirt', 'attr_value_id': '-', 'char_offset': 12, 'model': 'probable-product', 'others': [{'attr_meta': {}, 'attr_name': 'product', 'attr_type': 'specification', 'attr_value': 'tshirt', 'attr_value_id': '-', 'model': 'q-means/2.0.1'}], 'word_offset': 2}}, 'banned_status': 'not_banned', 'models_executed': {'attr-v2': {'enabled': True, 'response_time_ms': 9.92, 'status': 'success'}, 'probable-product': {'enabled': True, 'response_time_ms': 11.65, 'status': 'success'}, 'q-means/2.0.1': {'enabled': True, 'response_time_ms': 32.47, 'status': 'success'}}, 'response_code': 200, 'response_time': 37.52, 'timeout': False}"
True,radhe radhe printed kurta,2,"['kurta:set contains:specification', 'printed:pattern:specification']",kurta:set contains:specification | printed:pattern:specification,1.0,"{'api_version': '1.0', 'attributes': {'kurta': {'attr_meta': {}, 'attr_name': 'set contains', 'attr_type': 'specification', 'attr_value': 'kurta', 'attr_value_id': '-', 'char_offset': 20, 'model': 'q-means/2.0.1', 'word_offset': 3}, 'printed': {'attr_meta': {}, 'attr_name': 'pattern', 'attr_type': 'specification', 'attr_value': 'printed', 'attr_value_id': '-', 'char_offset': 12, 'model': 'q-means/2.0.1', 'word_offset': 2}, 'printed kurta': {'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'printed kurta', 'attr_value_id': '-', 'char_offset': 12, 'model': 'probable-product', 'word_offset': 2}}, 'banned_status': 'not_banned', 'models_executed': {'attr-v2': {'enabled': True, 'response_time_ms': 6.78, 'status': 'success'}, 'probable-product': {'enabled': True, 'response_time_ms': 11.12, 'status': 'success'}, 'q-means/2.0.1': {'enabled': True, 'response_time_ms': 21.91, 'status': 'success'}}, 'response_code': 200, 'response_time': 27.15, 'timeout': False}"
True,radhe radhe wall hanging,0,[],,1.0,"{'api_version': '1.0', 'attributes': {'wall hanging': {'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'wall hanging', 'attr_value_id': '-', 'char_offset': 12, 'model': 'probable-product', 'others': [{'attr_meta': {}, 'attr_name': 'hanging type', 'attr_type': 'specification', 'attr_value': 'wall hanging', 'attr_value_id': '-', 'model': 'q-means/2.0.1'}], 'word_offset': 2}}, 'banned_status': 'not_banned', 'models_executed': {'attr-v2': {'enabled': True, 'response_time_ms': 6.27, 'status': 'success'}, 'probable-product': {'enabled': True, 'response_time_ms': 10.08, 'status': 'success'}, 'q-means/2.0.1': {'enabled': True, 'response_time_ms': 23.14, 'status': 'success'}}, 'response_code': 200, 'response_time': 28.03, 'timeout': False}"
True,radhe radhe gift item,1,['gift:product:specification'],gift:product:specification,1.0,"{'api_version': '1.0', 'attributes': {'gift': {'attr_meta': {}, 'attr_name': 'product', 'attr_type': 'specification', 'attr_value': 'gift', 'attr_value_id': '-', 'char_offset': 12, 'model': 'q-means/2.0.1', 'word_offset': 2}, 'gift item': {'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'gift item', 'attr_value_id': '-', 'char_offset': 12, 'model': 'probable-product', 'word_offset': 2}}, 'banned_status': 'not_banned', 'models_executed': {'attr-v2': {'enabled': True, 'response_time_ms': 16.69, 'status': 'success'}, 'probable-product': {'enabled': True, 'response_time_ms': 15.26, 'status': 'success'}, 'q-means/2.0.1': {'enabled': True, 'response_time_ms': 44.86, 'status': 'success'}}, 'response_code': 200, 'response_time': 53.02, 'timeout': False}"
True,radhe radhe poster,0,[],,1.0,"{'api_version': '1.0', 'attributes': {'poster': {'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'poster', 'attr_value_id': '-', 'char_offset': 12, 'model': 'probable-product', 'others': [{'attr_meta': {}, 'attr_name': 'type', 'attr_type': 'specification', 'attr_value': 'poster', 'attr_value_id': '-', 'model': 'q-means/2.0.1'}], 'word_offset': 2}}, 'banned_status': 'not_banned', 'models_executed': {'attr-v2': {'enabled': True, 'response_time_ms': 8.66, 'status': 'success'}, 'probable-product': {'enabled': True, 'response_time_ms': 10.64, 'status': 'success'}, 'q-means/2.0.1': {'enabled': True, 'response_time_ms': 23.1, 'status': 'success'}}, 'response_code': 200, 'response_time': 28.21, 'timeout': False}"
True,radhe radhe mug print,1,['mug:product:specification'],mug:product:specification,1.0,"{'api_version': '1.0', 'attributes': {'mug': {'attr_meta': {}, 'attr_name': 'product', 'attr_type': 'specification', 'attr_value': 'mug', 'attr_value_id': '-', 'char_offset': 12, 'model': 'q-means/2.0.1', 'word_offset': 2}, 'mug print': {'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'mug print', 'attr_value_id': '-', 'char_offset': 12, 'model': 'probable-product', 'word_offset': 2}}, 'banned_status': 'not_banned', 'models_executed': {'attr-v2': {'enabled': True, 'response_time_ms': 8.76, 'status': 'success'}, 'probable-product': {'enabled': True, 'response_time_ms': 16.25, 'status': 'success'}, 'q-means/2.0.1': {'enabled': True, 'response_time_ms': 21.52, 'status': 'success'}}, 'response_code': 200, 'response_time': 26.8, 'timeout': False}"
True,radhe radhe pendant,0,[],,1.0,"{'api_version': '1.0', 'attributes': {'pendant': {'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'pendant', 'attr_value_id': '-', 'char_offset': 12, 'model': 'probable-product', 'others': [{'attr_meta': {}, 'attr_name': 'product', 'attr_type': 'specification', 'attr_value': 'pendant', 'attr_value_id': '-', 'model': 'q-means/2.0.1'}], 'word_offset': 2}}, 'banned_status': 'not_banned', 'models_executed': {'attr-v2': {'enabled': True, 'response_time_ms': 8.92, 'status': 'success'}, 'probable-product': {'enabled': True, 'response_time_ms': 15.74, 'status': 'success'}, 'q-means/2.0.1': {'enabled': True, 'response_time_ms': 31.63, 'status': 'success'}}, 'response_code': 200, 'response_time': 35.37, 'timeout': False}"
True,radhe radhe sticker,0,[],,1.0,"{'api_version': '1.0', 'attributes': {'sticker': {'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'sticker', 'attr_value_id': '-', 'char_offset': 12, 'model': 'probable-product', 'word_offset': 2}}, 'banned_status': 'not_banned', 'models_executed': {'attr-v2': {'enabled': True, 'response_time_ms': 8.24, 'status': 'success'}, 'probable-product': {'enabled': True, 'response_time_ms': 12.18, 'status': 'success'}, 'q-means/2.0.1': {'enabled': True, 'response_time_ms': 25.97, 'status': 'success'}}, 'response_code': 200, 'response_time': 32.59, 'timeout': False}"
True,radhe radhe cushion cover,1,['cushion:usage:specification'],cushion:usage:specification,1.0,"{'api_version': '1.0', 'attributes': {'cushion': {'attr_meta': {}, 'attr_name': 'usage', 'attr_type': 'specification', 'attr_value': 'cushion', 'attr_value_id': '-', 'char_offset': 12, 'model': 'q-means/2.0.1', 'word_offset': 2}, 'cushion cover': {'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'cushion cover', 'attr_value_id': '-', 'char_offset': 12, 'model': 'probable-product', 'word_offset': 2}}, 'banned_status': 'not_banned', 'models_executed': {'attr-v2': {'enabled': True, 'response_time_ms': 8.82, 'status': 'success'}, 'probable-product': {'enabled': True, 'response_time_ms': 13.84, 'status': 'success'}, 'q-means/2.0.1': {'enabled': True, 'response_time_ms': 25.33, 'status': 'success'}}, 'response_code': 200, 'response_time': 29.31, 'timeout': False}"
True,radhe radhe keychain,0,[],,1.0,"{'api_version': '1.0', 'attributes': {'keychain': {'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'keychain', 'attr_value_id': '-', 'char_offset': 12, 'model': 'probable-product', 'word_offset': 2}}, 'banned_status': 'not_banned', 'models_executed': {'attr-v2': {'enabled': True, 'response_time_ms': 6.35, 'status': 'success'}, 'probable-product': {'enabled': True, 'response_time_ms': 9.16, 'status': 'success'}, 'q-means/2.0.1': {'enabled': True, 'response_time_ms': 21.44, 'status': 'success'}}, 'response_code': 200, 'response_time': 26.27, 'timeout': False}"
True,assam tea premium 1 kg box organic,3,"['assam tea:product:specification', 'box:packaging type:specification', 'organic:type:specification']",assam tea:product:specification | box:packaging type:specification | organic:type:specification,1.0,"{'api_version': '1.0', 'attributes': {'1 kg': {'attr_meta': {}, 'attr_name': '-', 'attr_type': 'unit', 'attr_value': '1 kg', 'attr_value_id': '-', 'char_offset': '18', 'model': 'attr-v2', 'others': [{'attr_meta': {}, 'attr_name': 'packaging size', 'attr_type': 'specification', 'attr_value': '1 kg', 'attr_value_id': '-', 'model': 'q-means/2.0.1'}], 'word_offset': '3'}, '1 kg box': {'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': '1 kg box', 'attr_value_id': '-', 'char_offset': '18', 'model': 'probable-product', 'word_offset': '3'}, 'assam tea': {'attr_meta': {'origin': 'assam', 'type': 'black tea'}, 'attr_name': 'product', 'attr_type': 'specification', 'attr_value': 'assam tea', 'attr_value_id': '-', 'char_offset': '0', 'model': 'dictionary', 'word_offset': '0'}, 'box': {'attr_meta': {}, 'attr_name': 'packaging type', 'attr_type': 'specification', 'attr_value': 'box', 'attr_value_id': '-', 'char_offset': '23', 'model': 'q-means/2.0.1', 'word_offset': '5'}, 'organic': {'attr_meta': {}, 'attr_name': 'type', 'attr_type': 'specification', 'attr_value': 'organic', 'attr_value_id': '-', 'char_offset': '27', 'model': 'q-means/2.0.1', 'word_offset': '6'}, 'tea premium': {'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'tea premium', 'attr_value_id': '-', 'char_offset': '6', 'model': 'probable-product', 'word_offset': '1'}}, 'banned_status': 'not_banned', 'models_executed': {'attr-v2': {'enabled': True, 'response_time_ms': 7.5, 'status': 'success'}, 'probable-product': {'enabled': True, 'response_time_ms': 12.77, 'status': 'success'}, 'q-means/2.0.1': {'enabled': True, 'response_time_ms': 23.17, 'status': 'success'}}, 'response_code': 200, 'response_time': 28.35, 'timeout': False}"
True,kerala cotton saree white gold border handloom,4,"['border:pattern:specification', 'handloom:craft type:specification', 'kerala cotton saree:product:specification', 'white:color:specification']",border:pattern:specification | handloom:craft type:specification | kerala cotton saree:product:specification | white:color:specification,1.0,"{'api_version': '1.0', 'attributes': {'border': {'attr_meta': {}, 'attr_name': 'pattern', 'attr_type': 'specification', 'attr_value': 'border', 'attr_value_id': '-', 'char_offset': '31', 'model': 'q-means/2.0.1', 'word_offset': '5'}, 'handloom': {'attr_meta': {}, 'attr_name': 'craft type', 'attr_type': 'specification', 'attr_value': 'handloom', 'attr_value_id': '-', 'char_offset': '38', 'model': 'q-means/2.0.1', 'word_offset': '6'}, 'kerala cotton saree': {'attr_meta': {}, 'attr_name': 'product', 'attr_type': 'specification', 'attr_value': 'kerala cotton saree', 'attr_value_id': '-', 'char_offset': '0', 'model': 'dictionary', 'others': [{'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'kerala cotton saree', 'attr_value_id': '-', 'model': 'probable-product'}], 'word_offset': '0'}, 'white': {'attr_meta': {}, 'attr_name': 'color', 'attr_type': 'specification', 'attr_value': 'white', 'attr_value_id': '-', 'char_offset': '20', 'model': 'q-means/2.0.1', 'word_offset': '3'}, 'white gold': {'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'white gold', 'attr_value_id': '-', 'char_offset': '20', 'model': 'probable-product', 'word_offset': '3'}}, 'banned_status': 'not_banned', 'models_executed': {'attr-v2': {'enabled': True, 'response_time_ms': 8.46, 'status': 'success'}, 'probable-product': {'enabled': True, 'response_time_ms': 16.85, 'status': 'success'}, 'q-means/2.0.1': {'enabled': True, 'response_time_ms': 22.43, 'status': 'success'}}, 'response_code': 200, 'response_time': 30.11, 'timeout': False}"
