keyword,api_mcat_name,api_mcat_id,api_accuracy,trans_mcat_name,trans_mcat_id,trans_vs_api_id,trans_vs_api_name,unsloth_mcat_name,unsloth_mcat_id,unsloth_vs_api_id,unsloth_vs_api_name,trans_vs_unsloth_id,all_three_agree
Electro Pneumatic Valve Positioner,Electro Pneumatic Valve Positioner,147007,High,Electro Pneumatic Valve Positioner,147007,MATCH,MATCH,Electro Pneumatic Valve Positioner,147007,MATCH,MATCH,MATCH,YES
DC motor 5.5,DC Motor,445,High,DC Motor,445,MATCH,MATCH,DC Motor,445,MATCH,MATCH,MATCH,YES
B&R 8BVI0014HWS0.000-1 ACOPOS MULTI INVERTER MODULE I0014S,B&R Servo Motors,442571,Medium,ACOPOS Servo Motor,203384,DIFF,DIFF,ACOPOS Servo Motor,205136,DIFF,DIFF,DIFF,NO
Motor Rotor,Rotor mounted Motor,36904,High,Rotor mounted Motor,36904,MATCH,MATCH,Rotor mounted Motor,36904,MATCH,MATCH,MATCH,YES
cooler kit motor,Cooler Motor,52897,High,Cooler Motor,52897,MATCH,MATCH,Cooler Motor,52897,MATCH,MATCH,MATCH,YES
inline helical geared motors,Inline Geared Motor,43309,High,Helical Geared Motor,43308,DIFF,DIFF,Helical Geared Motor,43308,DIFF,DIFF,MATCH,NO
boparai auto switch pro,Automotive Switches,27,High,Motor Automatic Switch,140407,DIFF,DIFF,Motor Automatic Switch,140407,DIFF,DIFF,MATCH,NO
Carbon brush for AC HT Moter,Carbon Brush,903,High,Alternator Carbon Brush,106203,DIFF,DIFF,AC Carbon Brush,652540,DIFF,DIFF,DIFF,NO
800 W Wet Dry Vacuum Cleaner Motors,Vacuum Cleaner Motors,40749,High,Vacuum Cleaner Motors,40749,MATCH,MATCH,Vacuum Motor,65116,DIFF,DIFF,DIFF,NO
FL57STH56-2504ACF-25-ARK Hybrid Stepper Motor,Hybrid Stepper Motor,15599,Medium,Hybrid Stepper Motor,15599,MATCH,MATCH,Hybrid Stepper Motor,15599,MATCH,MATCH,MATCH,YES
FL57STH51-2804AF- Hybrid Stepper Motor,Hybrid Stepper Motor,15599,High,Hybrid Stepper Motor,15599,MATCH,MATCH,Hybrid Stepper Motor,15599,MATCH,MATCH,MATCH,YES
90 watt ac geared motor,AC Geared Motor,21549,High,AC Geared Motor,21549,MATCH,MATCH,AC Geared Motor,21549,MATCH,MATCH,MATCH,YES
dwe4235 armature near udaipur,Armature,25,High,Armature,25,MATCH,MATCH,Armature,25,MATCH,MATCH,MATCH,YES
Electric Motor Starters,Motor Starter,33567,High,Motor Starter,33567,MATCH,MATCH,Single Phase Motor Starter,226793,DIFF,DIFF,DIFF,NO
ytc make smart positioner,Valve Positioners,40629,High,Pneumatic Positioner,20641,DIFF,DIFF,Valve Positioners,40629,MATCH,MATCH,DIFF,NO
PowerSpeed Armature For Makita 3501 N,Armature,25,High,Armature,25,MATCH,MATCH,Armature,25,MATCH,MATCH,MATCH,YES
arma texture,Armature,25,Medium,Servo Motor,448,DIFF,DIFF,Stepper Motor,18794,DIFF,DIFF,DIFF,NO
Single Phase Copper Slip Ring,Slip Rings,37229,High,Slip Rings,37229,MATCH,MATCH,Slip Rings,37229,MATCH,MATCH,MATCH,YES
Venex Motor Starter,Motor Starter,33567,High,Motor Starter,33567,MATCH,MATCH,Motor Starter,33567,MATCH,MATCH,MATCH,YES
Mobile+Starter+Prime,Mobile Starter,161896,High,Mobile Starter,161896,MATCH,MATCH,Mobile Starter,161896,MATCH,MATCH,MATCH,YES
havells motor,Havells Electric Motor,189725,High,Havells Electric Motor,189725,MATCH,MATCH,Havells Electric Motor,189725,MATCH,MATCH,MATCH,YES
AC Fail and DC Fail,Brake Motors,21078,Medium,AC Motor,444,DIFF,DIFF,Motor Automatic Switch,140407,DIFF,DIFF,DIFF,NO
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-4AK01-0MB0 0.06 kW,Siemens Servo Motors,184102,High,Siemens Servo Motors,184102,MATCH,MATCH,Siemens Servo Motors,184102,MATCH,MATCH,MATCH,YES
Aluminium Winding Cooler Fan Motor,Cooler Motor,52897,High,Cooler Motor,52897,MATCH,MATCH,Cooler Motor,52897,MATCH,MATCH,MATCH,YES
FL42STH33-0956AF- Hybrid Stepper Motor,Hybrid Stepper Motor,15599,High,Hybrid Stepper Motor,15599,MATCH,MATCH,Hybrid Stepper Motor,15599,MATCH,MATCH,MATCH,YES
Mk 1 Dol Starter,L&T DOL Starter,654303,High,DOL Starter,26266,DIFF,DIFF,DOL Starter,26266,DIFF,DIFF,MATCH,NO
fhp motors,FHP Motor,446,High,FHP Motor,446,MATCH,MATCH,FHP Motor,446,MATCH,MATCH,MATCH,YES
laxmi 3 hp singal fase motors,Single Phase Motors,9484,High,Single Phase Motors,9484,MATCH,MATCH,Single Phase Motors,9484,MATCH,MATCH,MATCH,YES
0502 exhaust fan motor,Exhaust Fan Motor,28080,High,Exhaust Fan Motor,28080,MATCH,MATCH,Exhaust Fan Motor,28080,MATCH,MATCH,MATCH,YES
dual shaft 1300RPM BLOWER FAN MOTOR,Blower Motors,23098,High,Blower Motors,23098,MATCH,MATCH,Blower Motors,23098,MATCH,MATCH,MATCH,YES
105 W Alqer 16 Inch Super Cooler Motor,Cooler Motor,52897,High,Cooler Motor,52897,MATCH,MATCH,Cooler Motor,52897,MATCH,MATCH,MATCH,YES
FL60STH65-2804AF Hybrid Stepper Motor,Hybrid Stepper Motor,15599,High,Hybrid Stepper Motor,15599,MATCH,MATCH,Hybrid Stepper Motor,15599,MATCH,MATCH,MATCH,YES
टेक्समो मोटर स्पेयर पार्ट्स,Motor Parts,150022,High,Texmo Motor Parts,203382,DIFF,DIFF,Texmo Motor Parts,182396,DIFF,DIFF,DIFF,NO
Crompton 2hp Gf6834 Single Phase Electric Motor 1440 Rpm,Crompton Greaves Motor,126348,Medium,Crompton Greaves Motor,126348,MATCH,MATCH,Single Phase Motors,9484,DIFF,DIFF,DIFF,NO
Bch Submersible Pump Starters,Pump Starter,146491,High,Pump Starter,146491,MATCH,MATCH,Pump Starter,146491,MATCH,MATCH,MATCH,YES
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-6AF10-0SB0,Siemens Servo Motors,184102,High,Siemens Servo Motors,184102,MATCH,MATCH,Siemens Servo Motors,184102,MATCH,MATCH,MATCH,YES
AC Geared Motor,AC Geared Motor,21549,High,AC Motor,444,DIFF,DIFF,AC Geared Motor,21549,MATCH,MATCH,DIFF,NO
Crompton 2hp Gf6834 Single Phase Electric Motor,Crompton Greaves Motor,126348,Medium,Crompton Greaves Motor,126348,MATCH,MATCH,Single Phase Motors,9484,DIFF,DIFF,DIFF,NO
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2106-4AF01-0SA0 2.7 kW,Siemens Servo Motors,184102,High,Siemens Servo Motors,184102,MATCH,MATCH,Siemens Servo Motors,184102,MATCH,MATCH,MATCH,YES
Ecoflam Burner Servo Motor,Burner Servo Motors,162318,High,Burner Servo Motors,162318,MATCH,MATCH,Burner Servo Motors,162318,MATCH,MATCH,MATCH,YES
Three Phase Motor,Three Phase Motor,2415,High,Three Phase Motor,2415,MATCH,MATCH,Three Phase Motor,2415,MATCH,MATCH,MATCH,YES
VTV YN90-120 Motor,AC Servo Motor,14970,Medium,Three Phase Electric Motor,52930,DIFF,DIFF,Three Phase Electric Motor,52930,DIFF,DIFF,MATCH,NO
Electric Motors,Electric Motor,1274,High,Electric Motor,1274,MATCH,MATCH,Electric Motor,1274,MATCH,MATCH,MATCH,YES
induction motor,Induction Motors,10971,High,Induction Motors,10971,MATCH,MATCH,Induction Motors,10971,MATCH,MATCH,MATCH,YES
60W Desert Cooler Motor,Cooler Motor,52897,High,Cooler Motor,52897,MATCH,MATCH,Cooler Motor,52897,MATCH,MATCH,MATCH,YES
FL42STH47-1684AF-08- Hybrid Stepper Motor,Hybrid Stepper Motor,15599,High,Hybrid Stepper Motor,15599,MATCH,MATCH,Hybrid Stepper Motor,15599,MATCH,MATCH,MATCH,YES
electronic-starter,Electronic Starter,27659,High,Electronic Starter,27659,MATCH,MATCH,Electronic Starter,27659,MATCH,MATCH,MATCH,YES
FL42STH38-1684AF Hybrid Stepper Motor,Hybrid Stepper Motor,15599,High,Hybrid Stepper Motor,15599,MATCH,MATCH,Hybrid Stepper Motor,15599,MATCH,MATCH,MATCH,YES
Lubi LGH90GF50H15K Gare Motor,Electric Gear Motor,52906,Medium,Three Phase Gear Motor,150167,DIFF,DIFF,Three Phase Gear Motor,150167,DIFF,DIFF,MATCH,NO
1FK2104-6AF10-0SB0,Siemens Servo Motors,184102,High,Siemens Servo Motors,184102,MATCH,MATCH,Siemens Servo Motors,184102,MATCH,MATCH,MATCH,YES
Ml 2 Dol Starter,DOL Starter,26266,High,DOL Starter,26266,MATCH,MATCH,DOL Starter,26266,MATCH,MATCH,MATCH,YES
siemens electric ac motor 75 hp 1440 rpm,Siemens AC Motor,179401,High,Siemens Electric Motor,184089,DIFF,DIFF,Siemens AC Motors,184089,DIFF,DIFF,MATCH,NO
Vishal 8al2 Air Cooler Motor,Cooler Motor,52897,High,Cooler Motor,52897,MATCH,MATCH,Cooler Motor,52897,MATCH,MATCH,MATCH,YES
ELLDO cooler motor,Cooler Motor,52897,High,Cooler Motor,52897,MATCH,MATCH,Cooler Motor,52897,MATCH,MATCH,MATCH,YES
CP - 101 ACTUATOR,Actuators,3148,High,Actuators,3148,MATCH,MATCH,Actuators,3148,MATCH,MATCH,MATCH,YES
DZ Gear Motor Brushed DC Motor,DC Brush Motor,25364,High,DC Geared Motor,25556,DIFF,DIFF,DC Geared Motor,25556,DIFF,DIFF,MATCH,NO
dual shaft blower fan motor,Blower Motors,23098,High,Blower Motors,23098,MATCH,MATCH,Double Shaft Motor,139590,DIFF,DIFF,DIFF,NO
220 v dual shaft BLOWER FAN MOTOR,Blower Motors,23098,High,Double Shaft Motor,139590,DIFF,DIFF,Double Shaft Motor,139590,DIFF,DIFF,MATCH,NO
220  v 1 dual shaft BLOWER FAN MOTOR,Blower Motors,23098,High,Double Shaft Motor,139590,DIFF,DIFF,Blower Motors,23098,MATCH,MATCH,DIFF,NO
Crompton 2hp Gf6834 Single Phase Electric Motor,Crompton Greaves Motor,126348,Medium,Crompton Greaves Motor,126348,MATCH,MATCH,Single Phase Motors,9484,DIFF,DIFF,DIFF,NO
AT12 Single Chain Actuator,Electric Actuator,27216,High,Actuators,3148,DIFF,DIFF,Actuators,3148,DIFF,DIFF,MATCH,NO
SECO N 24 25 Single Chain Actuator,Electric Actuator,27216,High,Pneumatic Actuators,5084,DIFF,DIFF,Pneumatic Actuators,5084,DIFF,DIFF,MATCH,NO
Siemens Raja+ Direct On Line Starters,DOL Starter,26266,High,Motor Starter,33567,DIFF,DIFF,DOL Starter,26266,MATCH,MATCH,DIFF,NO
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-6AF10-1MB0 1 kW,Siemens Servo Motors,184102,High,Siemens Servo Motors,184102,MATCH,MATCH,Siemens Servo Motors,184102,MATCH,MATCH,MATCH,YES
cg cooler motor,Cooler Motor,52897,High,Cooler Motor,52897,MATCH,MATCH,Cooler Motor,52897,MATCH,MATCH,MATCH,YES
Makita 9047 Armature By PowerSpeed,Armature,25,High,Armature,25,MATCH,MATCH,Armature,25,MATCH,MATCH,MATCH,YES
Electric Motor Housing,Motor Housings,33555,High,Electric Motor Body,137795,DIFF,DIFF,Motor Housings,33555,MATCH,MATCH,DIFF,NO
Vibro Sifter Vibratory Motors,Vibration Motor,2743,High,Vibration Motor,2743,MATCH,MATCH,Vibration Motor,2743,MATCH,MATCH,MATCH,YES
FL28STH45-0674A - Hybrid Stepper Motor,Hybrid Stepper Motor,15599,High,Hybrid Stepper Motor,15599,MATCH,MATCH,Hybrid Stepper Motor,15599,MATCH,MATCH,MATCH,YES
Single Phase D.C. Motor,Single Phase Motors,9484,Medium,DC Motor,445,DIFF,DIFF,Single Phase Motors,9484,MATCH,MATCH,DIFF,NO
electric torque,Torque Motor,19705,Medium,Torque Motor,19705,MATCH,MATCH,Torque Motors,19705,MATCH,DIFF,MATCH,YES
Godrej Lawkim Ac Motors,Godrej Lawkim Ac Motors,206364,High,Godrej Lawkim Industrial Motors,203174,DIFF,DIFF,Godrej Lawkim AC Motor,203174,DIFF,DIFF,MATCH,NO
dual shaft FAN MOTOR,AC Fan Motor,146600,Medium,Dual Shaft Motor,139590,DIFF,DIFF,Double Shaft Motor,139590,DIFF,DIFF,MATCH,NO
Crompton Electric Motor,Crompton Motors,446133,High,Crompton Greaves Motor,126348,DIFF,DIFF,Crompton Greaves Motor,126348,DIFF,DIFF,MATCH,NO
Mini Fan Motor,Fan Motor,28231,High,Fan Motor,28231,MATCH,MATCH,Fan Motor,28231,MATCH,MATCH,MATCH,YES
3d minuture,Internet Security Antivirus Software,206353,Medium,Miniature Motors,25339,DIFF,DIFF,Stepper Motor,18794,DIFF,DIFF,DIFF,NO
Electric Motor with Gear,Electric Gear Motor,52906,High,Electric Gear Motor,52906,MATCH,MATCH,Gear Motor,29373,DIFF,DIFF,DIFF,NO
FL28STH45-0674AF-14 - Hybrid Stepper Motor,Hybrid Stepper Motor,15599,Medium,Hybrid Stepper Motor,15599,MATCH,MATCH,Hybrid Stepper Motor,15599,MATCH,MATCH,MATCH,YES
mixer-grinder-motor,Mixer Grinder Motor,84526,High,Mixer Grinder Motor,84526,MATCH,MATCH,Mixer Grinder Motor,84526,MATCH,MATCH,MATCH,YES
Sew-eurodrive servo Motor cmp50m/pk/vr/rh1m/sm1,Sew Eurodrive Servo Motors,203188,High,Servo Motor,448,DIFF,DIFF,AC Servo Motor,14970,DIFF,DIFF,DIFF,NO
Sew-eurodrive,Brake Rectifier,166869,High,Servo Motor,448,DIFF,DIFF,Servo Motor,448,DIFF,DIFF,MATCH,NO
vane pneumatic actuator,Pneumatic Actuators,5084,High,Pneumatic Actuators,5084,MATCH,MATCH,Pneumatic Actuators,5084,MATCH,MATCH,MATCH,YES
Flange Mounted Motor,Flange Motors,6408,High,Flange Motors,6408,MATCH,MATCH,Flange Motors,6408,MATCH,MATCH,MATCH,YES
FL57STH56-2504ACF-25 - Hybrid Stepper Motor,Hybrid Stepper Motor,15599,Medium,Hybrid Stepper Motor,15599,MATCH,MATCH,Hybrid Stepper Motor,15599,MATCH,MATCH,MATCH,YES
FL57STH56-2804AF-01- Hybrid Stepper Motor,Hybrid Stepper Motor,15599,High,Hybrid Stepper Motor,15599,MATCH,MATCH,Hybrid Stepper Motor,15599,MATCH,MATCH,MATCH,YES
MU2 Dol Motor Starter,DOL Starter,26266,High,DOL Starter,26266,MATCH,MATCH,DOL Starter,26266,MATCH,MATCH,MATCH,YES
power tool cm4,Power Tool Carbon Brush,190885,Medium,Power Tool Accessories,186017,DIFF,DIFF,Power Tool Carbon Brush,190885,MATCH,MATCH,DIFF,NO
power tool near delhi cm4,Power Tool Carbon Brush,190885,Medium,Power Tools,443,DIFF,DIFF,Power Tools,78428,DIFF,DIFF,DIFF,NO
crompton-motors,Crompton Motors,446133,High,Crompton Greaves Motor,126348,DIFF,DIFF,Crompton Greaves Motor,126348,DIFF,DIFF,MATCH,NO
Voltas AC Outdoor Fan Motor,AC Fan Motor,146600,High,AC Fan Motor,146600,MATCH,MATCH,AC Fan Motor,146600,MATCH,MATCH,MATCH,YES
Makita MT-950 Armature By PowerSpeed,Armature,25,High,Armature,25,MATCH,MATCH,Armature,25,MATCH,MATCH,MATCH,YES
1500 cfm FAN MOTOR,Exhaust Fan Motor,28080,Medium,Fan Motor,28231,DIFF,DIFF,Fan Motor,28231,DIFF,DIFF,MATCH,NO
230v apex cool 410w exhaust fan motor,Exhaust Fan Motor,28080,High,Exhaust Fan Motor,28080,MATCH,MATCH,Exhaust Fan Motor,28080,MATCH,MATCH,MATCH,YES
FL57STH76-2504ACF-ARK Hybrid Stepper Motor,Hybrid Stepper Motor,15599,High,Hybrid Stepper Motor,15599,MATCH,MATCH,Hybrid Stepper Motor,15599,MATCH,MATCH,MATCH,YES
Clogging Test,Clogging Indicator,86235,High,Motor Testing,183884,DIFF,DIFF,Motor Testing,178219,DIFF,DIFF,DIFF,NO
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-6AF10-1MB0,Siemens Servo Motors,184102,High,Siemens Servo Motors,184102,MATCH,MATCH,Siemens Servo Motors,184102,MATCH,MATCH,MATCH,YES
crompton motor 1 hp,Crompton Motors,446133,High,Crompton Greaves Motor,126348,DIFF,DIFF,Crompton Motors,446133,MATCH,MATCH,DIFF,NO
crompton motor near tinsukia 1 hp,Crompton Motors,446133,High,Crompton Greaves Motor,126348,DIFF,DIFF,Crompton Motors,446133,MATCH,MATCH,DIFF,NO
motorized pulley drum motor,Drum Motors,26922,High,Pulp And Paper Machine Parts,120905,DIFF,DIFF,Motorized Pulley,162316,DIFF,DIFF,DIFF,NO
crompton motor,Crompton Motors,446133,High,Crompton Greaves Motor,126348,DIFF,DIFF,Crompton Motors,446133,MATCH,MATCH,DIFF,NO
Belimo Damper Fire Actuator,Damper Actuators,183591,High,Damper Actuators,183591,MATCH,MATCH,Damper Actuators,183591,MATCH,MATCH,MATCH,YES
e42 90w 2850/3450rpm motor single phase,Single Phase Motors,9484,High,Single Phase Motors,9484,MATCH,MATCH,Single Phase Motors,9484,MATCH,MATCH,MATCH,YES
Slip Ring Assemblies,Slip Ring Assemblies,141589,High,Slip Ring Assemblies,141589,MATCH,MATCH,Slip Ring Assemblies,141589,MATCH,MATCH,MATCH,YES
Siemens DOL Starter,Siemens DOL Starter,654653,High,Siemens DOL Starter,654653,MATCH,MATCH,Siemens DOL Starter,654653,MATCH,MATCH,MATCH,YES
pmdc gear motor 0-25-hp 25-200rpm 12-180volt,PMDC Motor,52920,Medium,PMDC Geared Motor,183437,DIFF,DIFF,PMDC Geared Motor,183437,DIFF,DIFF,MATCH,NO
Vertical Motors,Vertical Motors,39037,High,Vertical Motor,150107,DIFF,DIFF,Vertical Motor,186084,DIFF,DIFF,DIFF,NO
PowerSpeed Armature For Makita 9500 NB,Armature,25,High,Armature,25,MATCH,MATCH,Armature,25,MATCH,MATCH,MATCH,YES
side shaft gear motor,Gear Motor,29373,High,Side Shaft Motors,13663,DIFF,DIFF,Side Shaft Gear Motor,6408,DIFF,DIFF,DIFF,NO
FEBRICATION BLOWER 1HP SINGLE PHASE,Blower Motors,23098,Medium,Single Phase Electric Motor,52927,DIFF,DIFF,Single Phase Motors,9484,DIFF,DIFF,DIFF,NO
a40k/m566w/g7.2 (60 square pl gear),Stepper Motor,18794,High,Stepper Motor,18794,MATCH,MATCH,Electric Gear Motor,52906,DIFF,DIFF,DIFF,NO
1400 rpm single phase 230 v flange mounted 230v apex cool 410w exhaust fan motor,Exhaust Fan Motor,28080,High,Exhaust Fan Motor,28080,MATCH,MATCH,Exhaust Fan Motor,28080,MATCH,MATCH,MATCH,YES
crompton 10 hp motor,Crompton Motors,446133,High,Crompton Greaves Motor,126348,DIFF,DIFF,Crompton Greaves Motor,126348,DIFF,DIFF,MATCH,NO
foot mounting 1 piece 1440 rpm Single Phase Motors,Single Phase Motors,9484,High,Single Phase Motors,9484,MATCH,MATCH,Single Phase Induction Motor,9483,DIFF,DIFF,DIFF,NO
ABB Servo Motors,ABB Servo Motors,193698,High,ABB Servo Motors,193698,MATCH,MATCH,ABB Servo Motors,193698,MATCH,MATCH,MATCH,YES
20 HP Three Phase Electric Motor,Three Phase Electric Motor,52930,High,Three Phase Electric Motor,52930,MATCH,MATCH,Three Phase Electric Motor,52930,MATCH,MATCH,MATCH,YES
1FK2104-6AF10-1MB0,Siemens Servo Motors,184102,High,Siemens Servo Motors,184102,MATCH,MATCH,Siemens Servo Motors,184102,MATCH,MATCH,MATCH,YES
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2106-4AF01-0MA0 2.7 kW,Siemens Servo Motors,184102,High,Siemens Servo Motors,184102,MATCH,MATCH,Siemens Servo Motors,184102,MATCH,MATCH,MATCH,YES
mil 37 38 diaphragm actuators,Pneumatic Diaphragm Actuator,183588,High,Diaphragm Actuators,12791,DIFF,DIFF,Diaphragm Actuators,12791,DIFF,DIFF,MATCH,NO
Petrosa starter mini 1 KG,Motor Starter,33567,High,Electronic Starter,27659,DIFF,DIFF,Electronic Starter,27659,DIFF,DIFF,MATCH,NO
BRUSHLESS MOTOR DYS 1800KV,Brushless Motors,23616,High,Brushless Motors,23616,MATCH,MATCH,Brushless Motors,23616,MATCH,MATCH,MATCH,YES
Petrosa starter mini 1KG,Motor Starter,33567,High,Electronic Starter,27659,DIFF,DIFF,Single Phase Motor Starter,226793,DIFF,DIFF,DIFF,NO
Petrosa starter mini 3 KG,Motor Starter,33567,Medium,Electronic Starter,27659,DIFF,DIFF,Single Phase Motor Starter,226793,DIFF,DIFF,DIFF,NO
Petrosa starter mini 3KG,Motor Starter,33567,Medium,Electronic Starter,27659,DIFF,DIFF,Single Phase Motor Starter,226793,DIFF,DIFF,DIFF,NO
Weishaupt Burner Servo Motor,Burner Servo Motors,162318,High,Burner Servo Motors,162318,MATCH,MATCH,Burner Servo Motors,162318,MATCH,MATCH,MATCH,YES
Petrosa starter mini 8 KG,Motor Starter,33567,Medium,Single Phase Motor Starter,226793,DIFF,DIFF,Single Phase Motor Starter,226793,DIFF,DIFF,MATCH,NO
Petrosa starter mini 8KG,Motor Starter,33567,Medium,Electronic Starter,27659,DIFF,DIFF,Single Phase Motor Starter,226793,DIFF,DIFF,DIFF,NO
apex cool 410w single phase exhaust fan motor,Exhaust Fan Motor,28080,High,Exhaust Fan Motor,28080,MATCH,MATCH,Single Phase Electric Motor,52927,DIFF,DIFF,DIFF,NO
danfoss original brand new h1b80/h1b110 motor,Danfoss Hydraulic Motor,203731,High,Danfoss Actuators,208001,DIFF,DIFF,Danfoss Actuators,208001,DIFF,DIFF,MATCH,NO
3 HP Three Phase Induction Motor 960 Rpm,Three Phase Induction Motor,131725,High,Three Phase Induction Motor,131725,MATCH,MATCH,Three Phase Induction Motor,131725,MATCH,MATCH,MATCH,YES
gpn gear motor,Gear Motor,29373,High,Gear Motor,29373,MATCH,MATCH,Gear Motor,29373,MATCH,MATCH,MATCH,YES
Dol Motor Starters,DOL Starter,26266,High,DOL Starter,26266,MATCH,MATCH,DOL Starter,26266,MATCH,MATCH,MATCH,YES
Oil Starter Magnet Call,Oil Starter,142116,High,Oil Starter,142116,MATCH,MATCH,Motor Starter,33567,DIFF,DIFF,DIFF,NO
AC MOTAR,AC Motor,444,High,AC Motor,444,MATCH,MATCH,AC Motor,444,MATCH,MATCH,MATCH,YES
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2204-5AK01-1SB0 0.57 kW,Siemens Servo Motors,184102,High,Siemens Servo Motors,184102,MATCH,MATCH,Siemens Servo Motors,184102,MATCH,MATCH,MATCH,YES
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-4AK01-0SB0 0.06 kW,Siemens Servo Motors,184102,High,Siemens Servo Motors,184102,MATCH,MATCH,Siemens Servo Motors,184102,MATCH,MATCH,MATCH,YES
50HP Abb Electric Motor,ABB Electric Motor,181114,High,ABB Electric Motor,181114,MATCH,MATCH,ABB Electric Motor,181114,MATCH,MATCH,MATCH,YES
10 hp crompton motor,Crompton Motors,446133,High,Crompton Greaves Motor,126348,DIFF,DIFF,Crompton Greaves Motor,126348,DIFF,DIFF,MATCH,NO
PowerSpeed Armature for Gsh-500 Bosch,Power Tool Armature,653304,Medium,Armature,25,DIFF,DIFF,Armature,25,DIFF,DIFF,MATCH,NO
SIEMENS SINAMICS S200 Servo Motor 1FL2306-4AC01-0HB0 0.1 kW,Siemens Servo Motors,184102,High,Siemens Servo Motors,184102,MATCH,MATCH,Siemens Servo Motors,184102,MATCH,MATCH,MATCH,YES
helical gear motor,Helical Geared Motor,43308,High,Helical Geared Motor,43308,MATCH,MATCH,Helical Geared Motor,43308,MATCH,MATCH,MATCH,YES
3330601 Cummins Electronic Fuel Control Actuator,Cummins Actuators,444288,High,Cummins Actuators,444288,MATCH,MATCH,Cummins Actuators,444288,MATCH,MATCH,MATCH,YES
Stepper Motor,Stepper Motor,18794,High,Stepper Motor,18794,MATCH,MATCH,Stepper Motor,18794,MATCH,MATCH,MATCH,YES
desert type copper 32 mm 1 cooler motor,Cooler Motor,52897,High,Cooler Motor,52897,MATCH,MATCH,Cooler Motor,52897,MATCH,MATCH,MATCH,YES
9067/9069 Makita Armature By PowerSpeed,Armature,25,High,Armature,25,MATCH,MATCH,Armature,25,MATCH,MATCH,MATCH,YES
1 2 hp 775 12 v rs775 10000rpm 12v dc motor,DC Motor,445,High,DC Micro Motors,25372,DIFF,DIFF,DC Micro Motors,25372,DIFF,DIFF,MATCH,NO
5hp 3phase motor,Three Phase Motor,2415,High,Three Phase Electric Motor,52930,DIFF,DIFF,Three Phase Motor,2415,MATCH,MATCH,DIFF,NO
Bharat Benz Aluminium Housing,Aluminium Housings,4693,Medium,Aluminium Housings,4693,MATCH,MATCH,Aluminium Housings,4693,MATCH,MATCH,MATCH,YES
lubi three phase induction motors,Three Phase Induction Motor,131725,High,Three Phase Induction Motor,131725,MATCH,MATCH,Three Phase Induction Motor,131725,MATCH,MATCH,MATCH,YES
Crane Geared Brake Motor,Geared Brake Motors,44652,High,Brake Motors,21078,DIFF,DIFF,Geared Brake Motors,44652,MATCH,MATCH,DIFF,NO
1400 rpm single phase 230 v 230v apex cool 410w single phase exhaust fan motor,Exhaust Fan Motor,28080,High,Exhaust Fan Motor,28080,MATCH,MATCH,Single Phase Motors,9484,DIFF,DIFF,DIFF,NO
12v dc motor,DC Motor,445,High,DC Motor,445,MATCH,MATCH,DC Motor,445,MATCH,MATCH,MATCH,YES
1400 rpm 230 v apex cool 410w single phase exhaust fan motor,Exhaust Fan Motor,28080,High,Exhaust Fan Motor,28080,MATCH,MATCH,Single Phase Motors,9484,DIFF,DIFF,DIFF,NO
Suguna Motor Starter,Motor Starter,33567,High,Single Phase Motor Starter,226793,DIFF,DIFF,Single Phase Motor Starter,226793,DIFF,DIFF,MATCH,NO
reverse forward 3 phase 20 3 hp starters,3 Phase Motor Starter,226794,High,Three Phase Motor Starter,226794,MATCH,DIFF,Motor Starter,33567,DIFF,DIFF,DIFF,NO
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2210-3AC01-0MB0 5.5 kW,Siemens Servo Motors,184102,High,Siemens Servo Motors,184102,MATCH,MATCH,Siemens Servo Motors,184102,MATCH,MATCH,MATCH,YES
rexroth servo drive,Servo Drives,20912,High,Servo Motor,448,DIFF,DIFF,Servo Motor,448,DIFF,DIFF,MATCH,NO
Valve Positioners,Valve Positioners,40629,High,Valve Positioners,40629,MATCH,MATCH,Valve Positioners,40629,MATCH,MATCH,MATCH,YES
FOOT Mounted Motor (model Gf 6834),Foot Mounted Motor,177266,High,Foot Mounted Motor,177266,MATCH,MATCH,Foot Mounted Motor,177266,MATCH,MATCH,MATCH,YES
1400 rpm apex cool 410w single phase exhaust fan motor,Exhaust Fan Motor,28080,High,Exhaust Fan Motor,28080,MATCH,MATCH,Single Phase Motors,9484,DIFF,DIFF,DIFF,NO
Motor Stater,Motor Starter,33567,High,Motor Starter,33567,MATCH,MATCH,Motor Starter,33567,MATCH,MATCH,MATCH,YES
Paragon Motor Starter,Motor Starter,33567,High,Motor Starter,33567,MATCH,MATCH,Motor Starter,33567,MATCH,MATCH,MATCH,YES
UR006G XGT Brushless Motor Active Feedback Sensing,Brushless Motors,23616,Medium,Brushless Motors,23616,MATCH,MATCH,Brushless Motors,23616,MATCH,MATCH,MATCH,YES
