success,query,attr_count,isq_list,isq_pipe,raw_output,request_number,error
True,"semi-automatic ss 304 xlpe cable extruder, capacity: 100 kg/hr, voltage: 230 v, phase: single phase",8,"['semi-automatic:automation grade:specification', 'ss 304:body material:specification', 'xlpe:product type:specification', 'cable:product type:specification', 'extruder:machine type:specification', '100 kg/hr:capacity:specification', '230 v:voltage:specification', 'single phase:phase:specification']",semi-automatic:automation grade:specification | ss 304:body material:specification | xlpe:product type:specification | cable:product type:specification | extruder:machine type:specification | 100 kg/hr:capacity:specification | 230 v:voltage:specification | single phase:phase:specification,"[""semi-automatic:automation grade:specification"", ""ss 304:body material:specification"", ""xlpe:product type:specification"", ""cable:product type:specification"", ""extruder:machine type:specification"", ""100 kg/hr:capacity:specification"", ""230 v:voltage:specification"", ""single phase:phase:specification""]",694,
True,lab extruder for chemical industries 5 ton,3,"['lab extruder:product:specification', 'chemical industries:usage/application:specification', '5 ton:capacity:specification']",lab extruder:product:specification | chemical industries:usage/application:specification | 5 ton:capacity:specification,"[""lab extruder:product:specification"", ""chemical industries:usage/application:specification"", ""5 ton:capacity:specification""]",695,
True,"conical twin screw extruder - teknik make, 50 ton, ss 304, three phase",7,"['conical:design:specification', 'twin screw:screw type:specification', 'extruder:product:specification', 'teknik:brand:specification', '50 ton:capacity:specification', 'ss 304:body material:specification', 'three phase:phase:specification']",conical:design:specification | twin screw:screw type:specification | extruder:product:specification | teknik:brand:specification | 50 ton:capacity:specification | ss 304:body material:specification | three phase:phase:specification,"[""conical:design:specification"", ""twin screw:screw type:specification"", ""extruder:product:specification"", ""teknik:brand:specification"", ""50 ton:capacity:specification"", ""ss 304:body material:specification"", ""three phase:phase:specification""]",696,
True,ms ldpe blown film machine,4,"['ms:body material:specification', 'ldpe:product type:specification', 'blown film:machine type:specification', 'machine:product:specification']",ms:body material:specification | ldpe:product type:specification | blown film:machine type:specification | machine:product:specification,"[""ms:body material:specification"", ""ldpe:product type:specification"", ""blown film:machine type:specification"", ""machine:product:specification""]",697,
True,rajco silver refinery machine,3,"['rajco:brand:specification', 'silver refinery:machine type:specification', 'machine:product:specification']",rajco:brand:specification | silver refinery:machine type:specification | machine:product:specification,"[""rajco:brand:specification"", ""silver refinery:machine type:specification"", ""machine:product:specification""]",698,
True,semi-automatic foam extruder 440 v,4,"['semi-automatic:automation grade:specification', 'foam:material to be extruded:specification', 'extruder:machine type:specification', '440 v:voltage:specification']",semi-automatic:automation grade:specification | foam:material to be extruded:specification | extruder:machine type:specification | 440 v:voltage:specification,"[""semi-automatic:automation grade:specification"", ""foam:material to be extruded:specification"", ""extruder:machine type:specification"", ""440 v:voltage:specification""]",699,
True,"labh group make fully automatic cable extruder, production capacity: 5 tpd, voltage: 240 v, phase: three phase, material: pp, power: 2 hp",8,"['labh group:brand:specification', 'fully automatic:automation grade:specification', 'cable extruder:product:specification', '5 tpd:capacity:specification', '240 v:voltage:specification', 'three phase:phase:specification', 'pp:material to be extruded:specification', '2 hp:power:specification']",labh group:brand:specification | fully automatic:automation grade:specification | cable extruder:product:specification | 5 tpd:capacity:specification | 240 v:voltage:specification | three phase:phase:specification | pp:material to be extruded:specification | 2 hp:power:specification,"[""labh group:brand:specification"", ""fully automatic:automation grade:specification"", ""cable extruder:product:specification"", ""5 tpd:capacity:specification"", ""240 v:voltage:specification"", ""three phase:phase:specification"", ""pp:material to be extruded:specification"", ""2 hp:power:specification""]",700,
True,conical twin screw extruder for agricultural,4,"['conical:design:specification', 'twin screw:screw type:specification', 'extruder:machine type:specification', 'agricultural:usage/application:specification']",conical:design:specification | twin screw:screw type:specification | extruder:machine type:specification | agricultural:usage/application:specification,"[""conical:design:specification"", ""twin screw:screw type:specification"", ""extruder:machine type:specification"", ""agricultural:usage/application:specification""]",701,
True,ss 304 monolayer extruder,3,"['ss 304:body material:specification', 'monolayer:machine type:specification', 'extruder:product:specification']",ss 304:body material:specification | monolayer:machine type:specification | extruder:product:specification,"[""ss 304:body material:specification"", ""monolayer:machine type:specification"", ""extruder:product:specification""]",702,
True,aba blown film machine 15 kw motor 25 kg,6,"['aba:brand:specification', 'blown film:machine type:specification', 'machine:product:specification', '15 kw:power:specification', 'motor:component:specification', '25 kg:weight:specification']",aba:brand:specification | blown film:machine type:specification | machine:product:specification | 15 kw:power:specification | motor:component:specification | 25 kg:weight:specification,"[""aba:brand:specification"", ""blown film:machine type:specification"", ""machine:product:specification"", ""15 kw:power:specification"", ""motor:component:specification"", ""25 kg:weight:specification""]",703,
True,kabra plastic recycling extruder,4,"['kabra:brand:specification', 'plastic:material to be extruded:specification', 'recycling:usage/application:specification', 'extruder:product:specification']",kabra:brand:specification | plastic:material to be extruded:specification | recycling:usage/application:specification | extruder:product:specification,"[""kabra:brand:specification"", ""plastic:material to be extruded:specification"", ""recycling:usage/application:specification"", ""extruder:product:specification""]",704,
True,"rajco fully automatic multi layer extruder machine with 200 liter capacity, 230 v voltage, three phase, ss 316 body, suitable for wire & cable",9,"['rajco:brand:specification', 'fully automatic:automation grade:specification', 'multi layer:machine type:specification', 'extruder machine:product:specification', '200 liter:capacity:specification', '230 v:voltage:specification', 'three phase:phase:specification', 'ss 316:body material:specification', 'wire & cable:usage/application:specification']",rajco:brand:specification | fully automatic:automation grade:specification | multi layer:machine type:specification | extruder machine:product:specification | 200 liter:capacity:specification | 230 v:voltage:specification | three phase:phase:specification | ss 316:body material:specification | wire & cable:usage/application:specification,"[""rajco:brand:specification"", ""fully automatic:automation grade:specification"", ""multi layer:machine type:specification"", ""extruder machine:product:specification"", ""200 liter:capacity:specification"", ""230 v:voltage:specification"", ""three phase:phase:specification"", ""ss 316:body material:specification"", ""wire & cable:usage/application:specification""]",705,
True,10 tpd automatic plastic recycling extruder,5,"['10 tpd:capacity:specification', 'automatic:automation grade:specification', 'plastic:material to be extruded:specification', 'recycling:usage/application:specification', 'extruder:machine type:specification']",10 tpd:capacity:specification | automatic:automation grade:specification | plastic:material to be extruded:specification | recycling:usage/application:specification | extruder:machine type:specification,"[""10 tpd:capacity:specification"", ""automatic:automation grade:specification"", ""plastic:material to be extruded:specification"", ""recycling:usage/application:specification"", ""extruder:machine type:specification""]",706,
True,"mahindra semi-automatic aluminium extrusion plant, 20 tpd, 380 v, 1 phase",7,"['mahindra:brand:specification', 'semi-automatic:automation grade:specification', 'aluminium:material to be extruded:specification', 'extrusion plant:product:specification', '20 tpd:capacity:specification', '380 v:voltage:specification', '1 phase:phase:specification']",mahindra:brand:specification | semi-automatic:automation grade:specification | aluminium:material to be extruded:specification | extrusion plant:product:specification | 20 tpd:capacity:specification | 380 v:voltage:specification | 1 phase:phase:specification,"[""mahindra:brand:specification"", ""semi-automatic:automation grade:specification"", ""aluminium:material to be extruded:specification"", ""extrusion plant:product:specification"", ""20 tpd:capacity:specification"", ""380 v:voltage:specification"", ""1 phase:phase:specification""]",707,
True,200 kg single phase double die extruder,4,"['200 kg:capacity:specification', 'single phase:phase:specification', 'double die:design:specification', 'extruder:machine type:specification']",200 kg:capacity:specification | single phase:phase:specification | double die:design:specification | extruder:machine type:specification,"[""200 kg:capacity:specification"", ""single phase:phase:specification"", ""double die:design:specification"", ""extruder:machine type:specification""]",708,
True,liquid extraction system 380 v,2,"['liquid extraction system:product:specification', '380 v:voltage:specification']",liquid extraction system:product:specification | 380 v:voltage:specification,"[""liquid extraction system:product:specification"", ""380 v:voltage:specification""]",709,
True,"plastic recycling extruder for wire & cable use, 200 liter, 220 v, unique brand",6,"['plastic recycling:material to be extruded:specification', 'extruder:machine type:specification', 'wire & cable:usage/application:specification', '200 liter:capacity:specification', '220 v:voltage:specification', 'unique:brand:specification']",plastic recycling:material to be extruded:specification | extruder:machine type:specification | wire & cable:usage/application:specification | 200 liter:capacity:specification | 220 v:voltage:specification | unique:brand:specification,"[""plastic recycling:material to be extruded:specification"", ""extruder:machine type:specification"", ""wire & cable:usage/application:specification"", ""200 liter:capacity:specification"", ""220 v:voltage:specification"", ""unique:brand:specification""]",710,
True,lab extruder 10 kw motor 200 kg,4,"['lab extruder:product:specification', '10 kw:power:specification', 'motor:component:specification', '200 kg:capacity:specification']",lab extruder:product:specification | 10 kw:power:specification | motor:component:specification | 200 kg:capacity:specification,"[""lab extruder:product:specification"", ""10 kw:power:specification"", ""motor:component:specification"", ""200 kg:capacity:specification""]",711,
True,used foam extruder,3,"['used:condition:specification', 'foam:material to be extruded:specification', 'extruder:machine type:specification']",used:condition:specification | foam:material to be extruded:specification | extruder:machine type:specification,"[""used:condition:specification"", ""foam:material to be extruded:specification"", ""extruder:machine type:specification""]",712,
True,single screw silver refinery machine 5 kg automatic 480 v,6,"['single screw:screw type:specification', 'silver refinery:machine type:specification', 'machine:product:specification', '5 kg:capacity:specification', 'automatic:automation grade:specification', '480 v:voltage:specification']",single screw:screw type:specification | silver refinery:machine type:specification | machine:product:specification | 5 kg:capacity:specification | automatic:automation grade:specification | 480 v:voltage:specification,"[""single screw:screw type:specification"", ""silver refinery:machine type:specification"", ""machine:product:specification"", ""5 kg:capacity:specification"", ""automatic:automation grade:specification"", ""480 v:voltage:specification""]",713,
True,sheet extruder for wire & cable,3,"['sheet:product type:specification', 'extruder:machine type:specification', 'wire & cable:usage/application:specification']",sheet:product type:specification | extruder:machine type:specification | wire & cable:usage/application:specification,"[""sheet:product type:specification"", ""extruder:machine type:specification"", ""wire & cable:usage/application:specification""]",714,
True,cast iron centrifuge extractor 1000 kg/hr capacity,3,"['cast iron:body material:specification', 'centrifuge extractor:product:specification', '1000 kg/hr:capacity:specification']",cast iron:body material:specification | centrifuge extractor:product:specification | 1000 kg/hr:capacity:specification,"[""cast iron:body material:specification"", ""centrifuge extractor:product:specification"", ""1000 kg/hr:capacity:specification""]",715,
True,"automatic blown film extrusion machine for recycling applications, 200 tpd capacity, 220 v voltage rating, single phase power supply, pp body",8,"['automatic:automation grade:specification', 'blown film:machine type:specification', 'extrusion machine:product:specification', 'recycling applications:usage/application:specification', '200 tpd:capacity:specification', '220 v:voltage:specification', 'single phase:phase:specification', 'pp:body material:specification']",automatic:automation grade:specification | blown film:machine type:specification | extrusion machine:product:specification | recycling applications:usage/application:specification | 200 tpd:capacity:specification | 220 v:voltage:specification | single phase:phase:specification | pp:body material:specification,"[""automatic:automation grade:specification"", ""blown film:machine type:specification"", ""extrusion machine:product:specification"", ""recycling applications:usage/application:specification"", ""200 tpd:capacity:specification"", ""220 v:voltage:specification"", ""single phase:phase:specification"", ""pp:body material:specification""]",716,
True,"looking for automatic pp extruder with specifications: capacity 50 tpd, voltage 480 v, phase 1 phase, body material titanium, application recycling",8,"['automatic:automation grade:specification', 'pp:material to be extruded:specification', 'extruder:product:specification', '50 tpd:capacity:specification', '480 v:voltage:specification', '1 phase:phase:specification', 'titanium:body material:specification', 'recycling:usage/application:specification']",automatic:automation grade:specification | pp:material to be extruded:specification | extruder:product:specification | 50 tpd:capacity:specification | 480 v:voltage:specification | 1 phase:phase:specification | titanium:body material:specification | recycling:usage/application:specification,"[""automatic:automation grade:specification"", ""pp:material to be extruded:specification"", ""extruder:product:specification"", ""50 tpd:capacity:specification"", ""480 v:voltage:specification"", ""1 phase:phase:specification"", ""titanium:body material:specification"", ""recycling:usage/application:specification""]",717,
True,hdpe body xlpe cable extruder 750 kg/hr,5,"['hdpe:body material:specification', 'xlpe:product type:specification', 'cable:product type:specification', 'extruder:machine type:specification', '750 kg/hr:capacity:specification']",hdpe:body material:specification | xlpe:product type:specification | cable:product type:specification | extruder:machine type:specification | 750 kg/hr:capacity:specification,"[""hdpe:body material:specification"", ""xlpe:product type:specification"", ""cable:product type:specification"", ""extruder:machine type:specification"", ""750 kg/hr:capacity:specification""]",718,
True,"rajco make fully automatic cable extruder, production capacity: 200 kg/hr, voltage: 230 v, phase: 1 phase, material: hdpe, power: 15 hp",8,"['rajco:brand:specification', 'fully automatic:automation grade:specification', 'cable extruder:product:specification', '200 kg/hr:capacity:specification', '230 v:voltage:specification', '1 phase:phase:specification', 'hdpe:material to be extruded:specification', '15 hp:power:specification']",rajco:brand:specification | fully automatic:automation grade:specification | cable extruder:product:specification | 200 kg/hr:capacity:specification | 230 v:voltage:specification | 1 phase:phase:specification | hdpe:material to be extruded:specification | 15 hp:power:specification,"[""rajco:brand:specification"", ""fully automatic:automation grade:specification"", ""cable extruder:product:specification"", ""200 kg/hr:capacity:specification"", ""230 v:voltage:specification"", ""1 phase:phase:specification"", ""hdpe:material to be extruded:specification"", ""15 hp:power:specification""]",719,
True,semi-automatic copper extraction plant 230 v,4,"['semi-automatic:automation grade:specification', 'copper:material to be extruded:specification', 'extraction plant:machine type:specification', '230 v:voltage:specification']",semi-automatic:automation grade:specification | copper:material to be extruded:specification | extraction plant:machine type:specification | 230 v:voltage:specification,"[""semi-automatic:automation grade:specification"", ""copper:material to be extruded:specification"", ""extraction plant:machine type:specification"", ""230 v:voltage:specification""]",720,
True,aluminium extrusion plant 440 v,3,"['aluminium:material to be extruded:specification', 'extrusion plant:product:specification', '440 v:voltage:specification']",aluminium:material to be extruded:specification | extrusion plant:product:specification | 440 v:voltage:specification,"[""aluminium:material to be extruded:specification"", ""extrusion plant:product:specification"", ""440 v:voltage:specification""]",721,
True,150 kg/hr curcumin extraction plant,3,"['150 kg/hr:capacity:specification', 'curcumin:material to be extruded:specification', 'extraction plant:machine type:specification']",150 kg/hr:capacity:specification | curcumin:material to be extruded:specification | extraction plant:machine type:specification,"[""150 kg/hr:capacity:specification"", ""curcumin:material to be extruded:specification"", ""extraction plant:machine type:specification""]",722,
True,"looking for automatic plastic extruder with specifications: capacity 100 kg, voltage 230 v, phase three phase, body material mild steel, application plastic processing",8,"['automatic:automation grade:specification', 'plastic:material to be extruded:specification', 'extruder:product:specification', '100 kg:capacity:specification', '230 v:voltage:specification', 'three phase:phase:specification', 'mild steel:body material:specification', 'plastic processing:usage/application:specification']",automatic:automation grade:specification | plastic:material to be extruded:specification | extruder:product:specification | 100 kg:capacity:specification | 230 v:voltage:specification | three phase:phase:specification | mild steel:body material:specification | plastic processing:usage/application:specification,"[""automatic:automation grade:specification"", ""plastic:material to be extruded:specification"", ""extruder:product:specification"", ""100 kg:capacity:specification"", ""230 v:voltage:specification"", ""three phase:phase:specification"", ""mild steel:body material:specification"", ""plastic processing:usage/application:specification""]",723,
True,labh group foam extruder,3,"['labh group:brand:specification', 'foam:material to be extruded:specification', 'extruder:machine type:specification']",labh group:brand:specification | foam:material to be extruded:specification | extruder:machine type:specification,"[""labh group:brand:specification"", ""foam:material to be extruded:specification"", ""extruder:machine type:specification""]",724,
True,manual mother baby extruder,3,"['manual:automation grade:specification', 'mother baby:machine type:specification', 'extruder:product:specification']",manual:automation grade:specification | mother baby:machine type:specification | extruder:product:specification,"[""manual:automation grade:specification"", ""mother baby:machine type:specification"", ""extruder:product:specification""]",725,
True,mild steel body bitumen extractor with 100 kg capacity and 415 v voltage,4,"['mild steel:body material:specification', 'bitumen extractor:product:specification', '100 kg:capacity:specification', '415 v:voltage:specification']",mild steel:body material:specification | bitumen extractor:product:specification | 100 kg:capacity:specification | 415 v:voltage:specification,"[""mild steel:body material:specification"", ""bitumen extractor:product:specification"", ""100 kg:capacity:specification"", ""415 v:voltage:specification""]",726,
True,foam extruder 10 hp motor 100 kg,5,"['foam:material to be extruded:specification', 'extruder:machine type:specification', '10 hp:power:specification', 'motor:component:specification', '100 kg:capacity:specification']",foam:material to be extruded:specification | extruder:machine type:specification | 10 hp:power:specification | motor:component:specification | 100 kg:capacity:specification,"[""foam:material to be extruded:specification"", ""extruder:machine type:specification"", ""10 hp:power:specification"", ""motor:component:specification"", ""100 kg:capacity:specification""]",727,
True,industrial oleoresin extraction plant swaraj 50 tpd 380 v automatic,7,"['industrial:usage/application:specification', 'oleoresin:material to be extruded:specification', 'extraction plant:machine type:specification', 'swaraj:brand:specification', '50 tpd:capacity:specification', '380 v:voltage:specification', 'automatic:automation grade:specification']",industrial:usage/application:specification | oleoresin:material to be extruded:specification | extraction plant:machine type:specification | swaraj:brand:specification | 50 tpd:capacity:specification | 380 v:voltage:specification | automatic:automation grade:specification,"[""industrial:usage/application:specification"", ""oleoresin:material to be extruded:specification"", ""extraction plant:machine type:specification"", ""swaraj:brand:specification"", ""50 tpd:capacity:specification"", ""380 v:voltage:specification"", ""automatic:automation grade:specification""]",728,
True,"double die extruder for food processing use, 10 tpd, 240 v, eureka brand",6,"['double die:design:specification', 'extruder:product:specification', 'food processing:usage/application:specification', '10 tpd:capacity:specification', '240 v:voltage:specification', 'eureka:brand:specification']",double die:design:specification | extruder:product:specification | food processing:usage/application:specification | 10 tpd:capacity:specification | 240 v:voltage:specification | eureka:brand:specification,"[""double die:design:specification"", ""extruder:product:specification"", ""food processing:usage/application:specification"", ""10 tpd:capacity:specification"", ""240 v:voltage:specification"", ""eureka:brand:specification""]",729,
True,industrial mother baby extruder prism 10 kg/hr 400 v semi-automatic,7,"['industrial:usage/application:specification', 'mother baby:machine type:specification', 'extruder:product:specification', 'prism:brand:specification', '10 kg/hr:capacity:specification', '400 v:voltage:specification', 'semi-automatic:automation grade:specification']",industrial:usage/application:specification | mother baby:machine type:specification | extruder:product:specification | prism:brand:specification | 10 kg/hr:capacity:specification | 400 v:voltage:specification | semi-automatic:automation grade:specification,"[""industrial:usage/application:specification"", ""mother baby:machine type:specification"", ""extruder:product:specification"", ""prism:brand:specification"", ""10 kg/hr:capacity:specification"", ""400 v:voltage:specification"", ""semi-automatic:automation grade:specification""]",730,
True,single die extruder 440 v 1 phase,4,"['single die:design:specification', 'extruder:product:specification', '440 v:voltage:specification', '1 phase:phase:specification']",single die:design:specification | extruder:product:specification | 440 v:voltage:specification | 1 phase:phase:specification,"[""single die:design:specification"", ""extruder:product:specification"", ""440 v:voltage:specification"", ""1 phase:phase:specification""]",731,
True,conical gold refining machine 10 tpd fully automatic 400 v,5,"['conical:design:specification', 'gold refining machine:product:specification', '10 tpd:capacity:specification', 'fully automatic:automation grade:specification', '400 v:voltage:specification']",conical:design:specification | gold refining machine:product:specification | 10 tpd:capacity:specification | fully automatic:automation grade:specification | 400 v:voltage:specification,"[""conical:design:specification"", ""gold refining machine:product:specification"", ""10 tpd:capacity:specification"", ""fully automatic:automation grade:specification"", ""400 v:voltage:specification""]",732,
True,popular pvc pipe extruder 5 kg,5,"['popular:brand:specification', 'pvc:product type:specification', 'pipe:product type:specification', 'extruder:machine type:specification', '5 kg:capacity:specification']",popular:brand:specification | pvc:product type:specification | pipe:product type:specification | extruder:machine type:specification | 5 kg:capacity:specification,"[""popular:brand:specification"", ""pvc:product type:specification"", ""pipe:product type:specification"", ""extruder:machine type:specification"", ""5 kg:capacity:specification""]",733,
True,co-rotating rice bran extraction plant 100 liter automatic 220 v,6,"['co-rotating:screw type:specification', 'rice bran:material to be extruded:specification', 'extraction plant:machine type:specification', '100 liter:capacity:specification', 'automatic:automation grade:specification', '220 v:voltage:specification']",co-rotating:screw type:specification | rice bran:material to be extruded:specification | extraction plant:machine type:specification | 100 liter:capacity:specification | automatic:automation grade:specification | 220 v:voltage:specification,"[""co-rotating:screw type:specification"", ""rice bran:material to be extruded:specification"", ""extraction plant:machine type:specification"", ""100 liter:capacity:specification"", ""automatic:automation grade:specification"", ""220 v:voltage:specification""]",734,
True,"pipe extrusion machine for packaging use, 100 tpd, 230 v, prism brand",6,"['pipe:product type:specification', 'extrusion:machine type:specification', 'packaging:usage/application:specification', '100 tpd:capacity:specification', '230 v:voltage:specification', 'prism:brand:specification']",pipe:product type:specification | extrusion:machine type:specification | packaging:usage/application:specification | 100 tpd:capacity:specification | 230 v:voltage:specification | prism:brand:specification,"[""pipe:product type:specification"", ""extrusion:machine type:specification"", ""packaging:usage/application:specification"", ""100 tpd:capacity:specification"", ""230 v:voltage:specification"", ""prism:brand:specification""]",735,
True,"polymer extruder - twin screw design, 100 ton output, 230 v, 1 phase, hdpe construction, labh group brand, automatic operation",8,"['polymer extruder:product:specification', 'twin screw:design:specification', '100 ton:capacity:specification', '230 v:voltage:specification', '1 phase:phase:specification', 'hdpe:body material:specification', 'labh group:brand:specification', 'automatic:automation grade:specification']",polymer extruder:product:specification | twin screw:design:specification | 100 ton:capacity:specification | 230 v:voltage:specification | 1 phase:phase:specification | hdpe:body material:specification | labh group:brand:specification | automatic:automation grade:specification,"[""polymer extruder:product:specification"", ""twin screw:design:specification"", ""100 ton:capacity:specification"", ""230 v:voltage:specification"", ""1 phase:phase:specification"", ""hdpe:body material:specification"", ""labh group:brand:specification"", ""automatic:automation grade:specification""]",736,
True,monolayer extruder,2,"['monolayer:machine type:specification', 'extruder:product:specification']",monolayer:machine type:specification | extruder:product:specification,"[""monolayer:machine type:specification"", ""extruder:product:specification""]",737,
True,"looking for fully automatic silver refinery machine with specifications: capacity 30 kg, voltage 415 v, phase 3 phase, body material mild steel, application wire & cable",7,"['fully automatic:automation grade:specification', 'silver refinery machine:product:specification', '30 kg:capacity:specification', '415 v:voltage:specification', '3 phase:phase:specification', 'mild steel:body material:specification', 'wire & cable:usage/application:specification']",fully automatic:automation grade:specification | silver refinery machine:product:specification | 30 kg:capacity:specification | 415 v:voltage:specification | 3 phase:phase:specification | mild steel:body material:specification | wire & cable:usage/application:specification,"[""fully automatic:automation grade:specification"", ""silver refinery machine:product:specification"", ""30 kg:capacity:specification"", ""415 v:voltage:specification"", ""3 phase:phase:specification"", ""mild steel:body material:specification"", ""wire & cable:usage/application:specification""]",738,
True,film extrusion machine machine 750 kg/hr output 480 v 3 phase hdpe,5,"['film extrusion machine:machine type:specification', '750 kg/hr:capacity:specification', '480 v:voltage:specification', '3 phase:phase:specification', 'hdpe:product type:specification']",film extrusion machine:machine type:specification | 750 kg/hr:capacity:specification | 480 v:voltage:specification | 3 phase:phase:specification | hdpe:product type:specification,"[""film extrusion machine:machine type:specification"", ""750 kg/hr:capacity:specification"", ""480 v:voltage:specification"", ""3 phase:phase:specification"", ""hdpe:product type:specification""]",739,
True,wire extruder 440 v 3 phase,3,"['wire extruder:product:specification', '440 v:voltage:specification', '3 phase:phase:specification']",wire extruder:product:specification | 440 v:voltage:specification | 3 phase:phase:specification,"[""wire extruder:product:specification"", ""440 v:voltage:specification"", ""3 phase:phase:specification""]",740,
True,"gold star make fully automatic metal recovery plant, production capacity: 100 liter, voltage: 240 v, phase: 3 phase, material: cast iron, power: 3 kw",8,"['gold star:brand:specification', 'fully automatic:automation grade:specification', 'metal recovery plant:product:specification', '100 liter:capacity:specification', '240 v:voltage:specification', '3 phase:phase:specification', 'cast iron:body material:specification', '3 kw:power:specification']",gold star:brand:specification | fully automatic:automation grade:specification | metal recovery plant:product:specification | 100 liter:capacity:specification | 240 v:voltage:specification | 3 phase:phase:specification | cast iron:body material:specification | 3 kw:power:specification,"[""gold star:brand:specification"", ""fully automatic:automation grade:specification"", ""metal recovery plant:product:specification"", ""100 liter:capacity:specification"", ""240 v:voltage:specification"", ""3 phase:phase:specification"", ""cast iron:body material:specification"", ""3 kw:power:specification""]",741,
True,turbo fully automatic silver refining plant,3,"['turbo:brand:specification', 'fully automatic:automation grade:specification', 'silver refining plant:product:specification']",turbo:brand:specification | fully automatic:automation grade:specification | silver refining plant:product:specification,"[""turbo:brand:specification"", ""fully automatic:automation grade:specification"", ""silver refining plant:product:specification""]",742,
True,turbo fully automatic twin screw extruder,4,"['turbo:brand:specification', 'fully automatic:automation grade:specification', 'twin screw:design:specification', 'extruder:product:specification']",turbo:brand:specification | fully automatic:automation grade:specification | twin screw:design:specification | extruder:product:specification,"[""turbo:brand:specification"", ""fully automatic:automation grade:specification"", ""twin screw:design:specification"", ""extruder:product:specification""]",743,
True,automatic centrifuge extractor,3,"['automatic:automation grade:specification', 'centrifuge:machine type:specification', 'extractor:product:specification']",automatic:automation grade:specification | centrifuge:machine type:specification | extractor:product:specification,"[""automatic:automation grade:specification"", ""centrifuge:machine type:specification"", ""extractor:product:specification""]",744,
True,epe foam extruder 440 v single phase,4,"['epe foam:product type:specification', 'extruder:machine type:specification', '440 v:voltage:specification', 'single phase:phase:specification']",epe foam:product type:specification | extruder:machine type:specification | 440 v:voltage:specification | single phase:phase:specification,"[""epe foam:product type:specification"", ""extruder:machine type:specification"", ""440 v:voltage:specification"", ""single phase:phase:specification""]",745,
True,cast iron body pvc extruder 250 kg/hr,4,"['cast iron:body material:specification', 'pvc:product type:specification', 'extruder:machine type:specification', '250 kg/hr:capacity:specification']",cast iron:body material:specification | pvc:product type:specification | extruder:machine type:specification | 250 kg/hr:capacity:specification,"[""cast iron:body material:specification"", ""pvc:product type:specification"", ""extruder:machine type:specification"", ""250 kg/hr:capacity:specification""]",746,
True,manual solid phase extraction system,4,"['manual:automation grade:specification', 'solid phase:phase:specification', 'extraction:machine type:specification', 'system:product:specification']",manual:automation grade:specification | solid phase:phase:specification | extraction:machine type:specification | system:product:specification,"[""manual:automation grade:specification"", ""solid phase:phase:specification"", ""extraction:machine type:specification"", ""system:product:specification""]",747,
True,500 liter manual ldpe blown film machine 230 v 3 phase ss 316 body,8,"['500 liter:capacity:specification', 'manual:automation grade:specification', 'ldpe:product type:specification', 'blown film:machine type:specification', 'machine:product:specification', '230 v:voltage:specification', '3 phase:phase:specification', 'ss 316:body material:specification']",500 liter:capacity:specification | manual:automation grade:specification | ldpe:product type:specification | blown film:machine type:specification | machine:product:specification | 230 v:voltage:specification | 3 phase:phase:specification | ss 316:body material:specification,"[""500 liter:capacity:specification"", ""manual:automation grade:specification"", ""ldpe:product type:specification"", ""blown film:machine type:specification"", ""machine:product:specification"", ""230 v:voltage:specification"", ""3 phase:phase:specification"", ""ss 316:body material:specification""]",748,
True,solvent extraction plant,2,"['solvent:material to be extruded:specification', 'extraction plant:machine type:specification']",solvent:material to be extruded:specification | extraction plant:machine type:specification,"[""solvent:material to be extruded:specification"", ""extraction plant:machine type:specification""]",749,
True,"metal recovery plant - single screw design, 50 tpd output, 240 v, single phase, ss 316 construction, laxmi brand, fully automatic operation",8,"['metal recovery plant:product:specification', 'single screw:design:specification', '50 tpd:capacity:specification', '240 v:voltage:specification', 'single phase:phase:specification', 'ss 316:body material:specification', 'laxmi:brand:specification', 'fully automatic:automation grade:specification']",metal recovery plant:product:specification | single screw:design:specification | 50 tpd:capacity:specification | 240 v:voltage:specification | single phase:phase:specification | ss 316:body material:specification | laxmi:brand:specification | fully automatic:automation grade:specification,"[""metal recovery plant:product:specification"", ""single screw:design:specification"", ""50 tpd:capacity:specification"", ""240 v:voltage:specification"", ""single phase:phase:specification"", ""ss 316:body material:specification"", ""laxmi:brand:specification"", ""fully automatic:automation grade:specification""]",750,
True,"gold refining machine for pharmaceutical use, 1000 kg/hr, 415 v, eureka brand",5,"['gold refining machine:product:specification', 'pharmaceutical:usage/application:specification', '1000 kg/hr:capacity:specification', '415 v:voltage:specification', 'eureka:brand:specification']",gold refining machine:product:specification | pharmaceutical:usage/application:specification | 1000 kg/hr:capacity:specification | 415 v:voltage:specification | eureka:brand:specification,"[""gold refining machine:product:specification"", ""pharmaceutical:usage/application:specification"", ""1000 kg/hr:capacity:specification"", ""415 v:voltage:specification"", ""eureka:brand:specification""]",751,
