success,query,attr_count,isq_list,isq_pipe,raw_output,request_number,error
True,labh group foam extruder,2,"['labh group:brand:specification', 'foam extruder:product type:specification']",labh group:brand:specification | foam extruder:product type:specification,"[""labh group:brand:specification"", ""foam extruder:product type:specification""]",724,
True,manual mother baby extruder,3,"['- manual:automation grade:specification', '- mother baby:product type:specification', '- extruder:product:specification']",- manual:automation grade:specification | - mother baby:product type:specification | - extruder:product:specification,"<think>
Okay, let""s tackle this query: ""manual mother baby extruder"". 

First, I need to break down the components. The main product here is an extruder. The term ""mother baby"" might refer to a specific type of extruder, possibly a mother and baby extruder setup, which is a common term in some industries. Then there""s ""manual"", which relates to the automation grade.

Looking at the training data, ""automation grade"" includes terms like manual, semi-automatic, etc. So ""manual"" here would map to the automation grade attribute. The ""mother baby"" part isn""t a standard attribute in the training data, but since the product type in the training includes ""mother baby"", I can use that as the product type. 

So the attributes would be:
- manual:automation grade:specification
- mother baby:product type:specification
- extruder:product:specification

Wait, the product is ""mother baby extruder"", so maybe ""mother baby"" is part of the product type. The training data has ""mother baby"" under machine type. Let me check. In the training data under machine type, there""s ""mother baby"". So the product type here would be ""mother baby extruder"", but according to the example, sometimes the product is just the main term. For example, in the first example, ""extruder"" is the product. But in the query, it""s ""mother baby extruder",725,
True,mild steel body bitumen extractor with 100 kg capacity and 415 v voltage,4,"['mild steel:body material:specification', 'bitumen extractor:product:specification', '100 kg:capacity:specification', '415 v:voltage:specification']",mild steel:body material:specification | bitumen extractor:product:specification | 100 kg:capacity:specification | 415 v:voltage:specification,"[""mild steel:body material:specification"", ""bitumen extractor:product:specification"", ""100 kg:capacity:specification"", ""415 v:voltage:specification""]",726,
True,foam extruder 10 hp motor 100 kg,0,[],,,727,
True,industrial oleoresin extraction plant swaraj 50 tpd 380 v automatic,1,['- industrial:usage/application:spec'],- industrial:usage/application:spec,"<think>
Okay, let""s tackle this query: ""industrial oleoresin extraction plant swaraj 50 tpd 380 v automatic"". 

First, I need to break down each part of the query to identify possible attributes. 

Starting with ""industrial"" – that""s likely part of the usage or application. The training data has ""industrial"" under usage/application, so I can map that.

Next, ""oleoresin extraction plant"" – the main product type here. The word ""extraction"" is in the machine type list, so maybe ""extraction plant"" is the product type. Also, ""oleoresin"" might be a variant or specific type, but since the example uses ""extraction plant"" as product type, I""ll go with that.

""Swaraj"" is a brand name. Checking the training data""s brand list, ""Swaraj"" isn""t there, but it""s a proper noun, so it""s a brand. 

""50 tpd"" – tpd stands for tons per day. The capacity attribute in training data includes ""50 tpd"", so that""s a capacity value. 

""380 v"" – voltage. The training data has ""380 v"" listed under voltage, so that""s straightforward. 

""Automatic"" – automation grade. The training data includes ""automatic"" as an automation grade. 

Putting it all together:

- industrial:usage/application:spec",728,
True,"double die extruder for food processing use, 10 tpd, 240 v, eureka brand",6,"['double die:product type:specification', 'extruder:product:specification', 'food processing:usage/application:specification', '10 tpd:capacity:specification', '240 v:voltage:specification', 'eureka:brand:specification']",double die:product type:specification | extruder:product:specification | food processing:usage/application:specification | 10 tpd:capacity:specification | 240 v:voltage:specification | eureka:brand:specification,"[""double die:product type:specification"", ""extruder:product:specification"", ""food processing:usage/application:specification"", ""10 tpd:capacity:specification"", ""240 v:voltage:specification"", ""eureka:brand:specification""]",729,
True,industrial mother baby extruder prism 10 kg/hr 400 v semi-automatic,0,[],,"<think>
Okay, let""s tackle this query: ""industrial mother baby extruder prism 10 kg/hr 400 v semi-automatic"". 

First, I need to break down each part of the query to identify the attributes. 

Starting with ""industrial"". The training data has ""usage/application"" which includes ""industrial"". So ""industrial"" would map to the ""usage/application"" attribute.

Next is ""mother baby extruder"". From the training examples, ""mother baby"" is a machine type. In the training data under ""machine type"", there""s ""mother baby"". So ""mother baby"" is a machine type. The product here is an extruder, so ""extruder"" is the product type. 

Then ""prism"" is a brand. Looking at the brand list in the training data, ""prism"" is listed there. So that""s the brand attribute.

""10 kg/hr"" is a capacity. The training data has ""capacity"" with examples like ""100 kg/hr"". So this would be under capacity.

""400 v"" is voltage. The training data includes ""400 v"" in the voltage list. So that""s straightforward.

Lastly, ""semi-automatic"" refers to automation grade. The training data has ""semi-automatic"" and ""semi automated"" under automation grade. So this maps to automation grade.

Putting it all together:

- industrial: usage/application
- mother baby: machine type",730,
True,single die extruder 440 v 1 phase,2,"['[""single die extruder:product type:specification""', '""440 v:voltage:specification""']","[""single die extruder:product type:specification"" | ""440 v:voltage:specification""","<think>
Okay, let""s tackle this query: ""single die extruder 440 v 1 phase"". 

First, I need to break down the components. The main product here is an extruder, specifically a ""single die extruder"". From the training data, ""product type"" is an attribute, so ""single die extruder"" would fit there. 

Next, ""440 v"" is clearly a voltage specification. The training data lists ""voltage"" with values like 440 v, so that""s straightforward. 

Then ""1 phase"" refers to the phase of the machine. The training examples include ""phase"" as an attribute with values like ""single phase"" or ""3 phase"". Here, ""1 phase"" is equivalent to ""single phase"", so I should map that to the ""phase"" attribute.

I should check if there are any other attributes mentioned. The query doesn""t mention brand, material, capacity, etc. So only the three attributes identified: product type, voltage, and phase. 

Make sure the attribute names are from the training data. ""Voltage"" and ""phase"" are in the list, and ""product type"" is also present. 

No other attributes like automation grade or body material are mentioned here. So the final output should be three entries in the specified format.
</think>

[""single die extruder:product type:specification"", ""440 v:voltage:specification"", ""1",731,
True,conical gold refining machine 10 tpd fully automatic 400 v,6,"['conical:design:specification', 'gold:material to be extruded:specification', 'refining machine:product type:specification', '10 tpd:capacity:specification', 'fully automatic:automation grade:specification', '400 v:voltage:specification']",conical:design:specification | gold:material to be extruded:specification | refining machine:product type:specification | 10 tpd:capacity:specification | fully automatic:automation grade:specification | 400 v:voltage:specification,"[""conical:design:specification"", ""gold:material to be extruded:specification"", ""refining machine:product type:specification"", ""10 tpd:capacity:specification"", ""fully automatic:automation grade:specification"", ""400 v:voltage:specification""]",732,
True,popular pvc pipe extruder 5 kg,5,"['popular:brand:specification', 'pvc:material to be extruded:specification', 'pipe:product type:specification', 'extruder:product:specification', '5 kg:capacity:specification']",popular:brand:specification | pvc:material to be extruded:specification | pipe:product type:specification | extruder:product:specification | 5 kg:capacity:specification,"[""popular:brand:specification"", ""pvc:material to be extruded:specification"", ""pipe:product type:specification"", ""extruder:product:specification"", ""5 kg:capacity:specification""]",733,
True,co-rotating rice bran extraction plant 100 liter automatic 220 v,6,"['co-rotating:screw type:specification', 'rice bran:material to be extruded:specification', 'extraction plant:product type:specification', '100 liter:capacity:specification', 'automatic:automation grade:specification', '220 v:voltage:specification']",co-rotating:screw type:specification | rice bran:material to be extruded:specification | extraction plant:product type:specification | 100 liter:capacity:specification | automatic:automation grade:specification | 220 v:voltage:specification,"[""co-rotating:screw type:specification"", ""rice bran:material to be extruded:specification"", ""extraction plant:product type:specification"", ""100 liter:capacity:specification"", ""automatic:automation grade:specification"", ""220 v:voltage:specification""]",734,
True,"pipe extrusion machine for packaging use, 100 tpd, 230 v, prism brand",0,[],,,735,
True,"polymer extruder - twin screw design, 100 ton output, 230 v, 1 phase, hdpe construction, labh group brand, automatic operation",2,"['but the example output for ""extruder"" was labeled as ""product:specification"". So perhaps ""extruder"" is the product type. But the user""s example for ""extruder"" was labeled as ""product:specification"". Wait', 'the output was ""extruder:product:specification"". So maybe ""product"" is the attribute name here.']","but the example output for ""extruder"" was labeled as ""product:specification"". So perhaps ""extruder"" is the product type. But the user""s example for ""extruder"" was labeled as ""product:specification"". Wait | the output was ""extruder:product:specification"". So maybe ""product"" is the attribute name here.","<think>
Okay, let""s tackle this query. The user wants me to extract product attributes based on the given training data and guidelines. The query is: ""polymer extruder - twin screw design, 100 ton output, 230 v, 1 phase, hdpe construction, labh group brand, automatic operation"".

First, I need to break down each part of the query. Let""s start with ""polymer extruder"". The product type here is ""extruder"", and the material is ""polymer"". But looking at the training data, there""s a ""product type"" attribute. However, in the examples, ""extruder"" was categorized under ""product"". Wait, in the first example, ""extruder"" was labeled as ""product:specification"". So maybe ""extruder"" is the product type here. But the training data has ""machine type"" with values like ""extrusion"". Hmm, maybe ""extruder"" is part of the product type. Let me check the training data again. The ""machine type"" includes ""extrusion"", but the example output for ""extruder"" was labeled as ""product:specification"". So perhaps ""extruder"" is the product type. But the user""s example for ""extruder"" was labeled as ""product:specification"". Wait, in the first example, the output was ""extruder:product:specification"". So maybe ""product"" is the attribute name here.",736,
True,monolayer extruder,0,[],,,737,
True,"looking for fully automatic silver refinery machine with specifications: capacity 30 kg, voltage 415 v, phase 3 phase, body material mild steel, application wire & cable",0,[],,,738,
True,film extrusion machine machine 750 kg/hr output 480 v 3 phase hdpe,0,[],,,739,
True,wire extruder 440 v 3 phase,4,"['""440 v:voltage:specification"".', '[""wire extruder:product:specification""', '""440 v:voltage:specification""', '""3 phase:phase:specification""]']","""440 v:voltage:specification"". | [""wire extruder:product:specification"" | ""440 v:voltage:specification"" | ""3 phase:phase:specification""]","<think>
Okay, let""s tackle this query: ""wire extruder 440 v 3 phase"". 

First, I need to identify all the product-related attributes. The main product here is a ""wire extruder"". From the training data, ""extruder"" is part of the product type, so I can map that to ""product:specification"".

Next, ""440 v"" is clearly a voltage specification. The training data has examples like ""440 v"" under voltage, so that""s straightforward. So, ""440 v:voltage:specification"".

Then there""s ""3 phase"". The phase attribute in the training data includes ""three phase"" and ""3 phase"". So ""3 phase"" should be mapped to ""phase:specification"".

I should check if there are any other attributes. The query doesn""t mention brand, material, capacity, etc. So only the three attributes identified. 

Make sure the format is correct: each as a string in the list, using the ISQ format. No other attributes present. So the output should be the three entries.
</think>

[""wire extruder:product:specification"", ""440 v:voltage:specification"", ""3 phase:phase:specification""]",740,
True,"gold star make fully automatic metal recovery plant, production capacity: 100 liter, voltage: 240 v, phase: 3 phase, material: cast iron, power: 3 kw",0,[],,"<think>
Okay, let""s tackle this query. The user wants me to extract product attributes based on the given training data and guidelines. The query is: ""gold star make fully automatic metal recovery plant, production capacity: 100 liter, voltage: 240 v, phase: 3 phase, material: cast iron, power: 3 kw"".

First, I need to break down each part of the query. Let""s start with the brand. The phrase ""gold star make"" likely refers to the brand, so ""gold star"" should be the brand name. From the training data, ""brand"" is an attribute, so that""s straightforward.

Next, ""fully automatic"" relates to the automation grade. In the training examples, ""automation grade"" includes terms like ""fully automatic"", so that""s a match. The product type here is ""metal recovery plant"". The training data has ""product type"" as an attribute, but in the examples, sometimes ""product"" is used. However, the example with ""extruder"" used ""product:specification"", so maybe ""metal recovery plant"" should be under ""product type"" or ""product"". Let me check the training data again. The ""product type"" examples include ""blown film"", ""extrusion"", etc. ""Recovery plant"" might fit under ""product type"" or ""machine type"". The example given in the task for ""extraction plant"" used ""product:specification"",",741,
True,turbo fully automatic silver refining plant,0,[],,"<think>
Okay, let""s tackle this query: ""turbo fully automatic silver refining plant"". 

First, I need to break it down into possible attributes. The training data has examples where brand, automation grade, product type, and other specs are extracted. 

Starting with ""turbo"" – in the brand list, there""s a brand named ""turbo"", so that""s a possible brand. 

Next, ""fully automatic"" – the automation grade examples include ""fully automatic"", so that""s an attribute under automation grade. 

""Silver refining plant"" – looking at the product type or machine type, in the training data, there""s ""silver refining plant"" listed under brand and machine type. But in the examples, when ""silver refining plant"" is part of the query, it""s sometimes categorized as product type. For instance, in the example with ""gold refining plant"", it was under brand. But here, the query is ""silver refining plant"", which might be the product type or machine type. Wait, in the training data""s machine type, there""s ""refinery"", so maybe ""silver refining plant"" is the machine type. But in the example given, the output for ""gold refining plant"" was under brand. Hmm, maybe ""silver refining plant"" is the product type here. Let me check the training data again. 

Looking at the training data for machine type, there""s ""refinery"" listed. So ""silver refining plant"" could be the",742,
True,turbo fully automatic twin screw extruder,4,"['turbo:brand:specification', 'fully automatic:automation grade:specification', 'twin screw:design:specification', 'extruder:product type:specification']",turbo:brand:specification | fully automatic:automation grade:specification | twin screw:design:specification | extruder:product type:specification,"[""turbo:brand:specification"", ""fully automatic:automation grade:specification"", ""twin screw:design:specification"", ""extruder:product type:specification""]",743,
True,automatic centrifuge extractor,2,"['automatic:automation grade:specification', 'centrifuge extractor:product:specification']",automatic:automation grade:specification | centrifuge extractor:product:specification,"[""automatic:automation grade:specification"", ""centrifuge extractor:product:specification""]",744,
True,epe foam extruder 440 v single phase,0,[],,"<think>
Okay, let""s tackle this query: ""epe foam extruder 440 v single phase"". 

First, I need to break down the components. The main product here is an ""epe foam extruder"". From the training data, ""product type"" includes things like epe foam, so I can map ""epe foam"" to product type. The term ""extruder"" is part of the product, so maybe ""extruder"" is the product type. Wait, in the training example, ""extruder"" was part of the product. Let me check the examples again. In the first example, ""extruder"" was listed as ""product:specification"". So here, ""epe foam extruder"" would be the product type. But in the training data, ""product type"" has entries like epe foam. Hmm, maybe ""epe foam"" is the product type, and ""extruder"" is the machine type. Let me check the training data for ""machine type"". The machine types include ""blown film"", ""extrusion"", ""extraction"", etc. So ""extruder"" might be the machine type. But the query says ""epe foam extruder"", so maybe ""epe foam"" is the product type and ""extruder"" is the machine type. 

Next, ""440 v"" is clearly a voltage specification. The training data lists ""voltage"" with values like 44",745,
True,cast iron body pvc extruder 250 kg/hr,0,[],,,746,
True,manual solid phase extraction system,0,[],,"<think>
Okay, let""s tackle this query: ""manual solid phase extraction system"". 

First, I need to break down the components. The main product here is a ""solid phase extraction system"". From the training data, there""s a ""machine type"" attribute with values like ""extraction"". So ""extraction system"" would fit under ""machine type"" as ""extraction"". 

Next, the term ""manual"" is mentioned. Looking at the ""automation grade"" attribute in the training data, there are entries like ""manual"", ""automatic"", etc. So ""manual"" here would map to ""automation grade"". 

The phrase ""solid phase"" might relate to the ""phase"" attribute. In the training data, ""phase"" includes ""single phase"", ""three phase"", but there""s also ""solid phase"" mentioned. However, in the examples, ""phase"" is more about electrical phases. But since the query is about a ""solid phase extraction system"", maybe ""solid phase"" is part of the product type or a specific attribute. Wait, the training data for ""machine type"" includes ""extraction"", so maybe ""solid phase"" is part of the product description. Alternatively, ""phase"" in the training data has entries like ""solid phase"", so perhaps ""solid phase"" is a value for the ""phase"" attribute. Let me check the training data again. 

Looking at the ""phase"" examples: ""three phase"", ""3 phase"", ""single",747,
True,500 liter manual ldpe blown film machine 230 v 3 phase ss 316 body,0,[],,,748,
True,solvent extraction plant,2,"['solvent extraction:product type:specification', 'extraction plant:product:specification']",solvent extraction:product type:specification | extraction plant:product:specification,"[""solvent extraction:product type:specification"", ""extraction plant:product:specification""]",749,
True,"metal recovery plant - single screw design, 50 tpd output, 240 v, single phase, ss 316 construction, laxmi brand, fully automatic operation",2,"['maybe ""product type"" is appropriate. But looking at the example where ""extraction plant"" was used as ""extraction plant:product:specification""', 'etc. So ""single screw"" fits under ""design"". So ""single screw:design:specification"".']","maybe ""product type"" is appropriate. But looking at the example where ""extraction plant"" was used as ""extraction plant:product:specification"" | etc. So ""single screw"" fits under ""design"". So ""single screw:design:specification"".","<think>
Okay, let""s tackle this query. The user wants me to extract product attributes based on the given training data and guidelines. The query is: ""metal recovery plant - single screw design, 50 tpd output, 240 v, single phase, ss 316 construction, laxmi brand, fully automatic operation"".

First, I need to break down each part of the query. Let""s start with the product name. The main product here is ""metal recovery plant"". From the training data, ""product type"" is an attribute, but in the examples, sometimes ""product"" is used. However, in the training data under ""product type"", there""s ""refinery"", ""extraction"", etc. Since ""metal recovery plant"" is a type of plant, maybe ""product type"" is appropriate. But looking at the example where ""extraction plant"" was used as ""extraction plant:product:specification"", perhaps ""product"" is the attribute name. Wait, the example for ""extraction plant"" was under ""product:specification"". So maybe ""product"" is the attribute name here. So ""metal recovery plant:product:specification"".

Next, ""single screw design"". The training data has ""design"" as an attribute with values like ""twin screw"", ""parallel"", etc. So ""single screw"" fits under ""design"". So ""single screw:design:specification"".

Then ""50 tpd output",750,
True,"gold refining machine for pharmaceutical use, 1000 kg/hr, 415 v, eureka brand",0,[],,,751,
True,"automatic hdpe film extrusion machine, capacity: 100 kg/hr, voltage: 230 v, phase: 3 phase",1,"['Moving to the specifications: ""capacity: 100 kg/hr"". Capacity is a direct attribute from the training data']","Moving to the specifications: ""capacity: 100 kg/hr"". Capacity is a direct attribute from the training data","<think>
Okay, let""s tackle this query. The user wants me to extract product attributes based on the given training data and guidelines. The query is ""automatic hdpe film extrusion machine, capacity: 100 kg/hr, voltage: 230 v, phase: 3 phase"". 

First, I need to break down each part of the query. Starting with ""automatic hdpe film extrusion machine"". The word ""automatic"" likely refers to the automation grade. From the training data, automation grade includes terms like automatic, semi-automatic, etc. So ""automatic"" maps to automation grade.

Next, ""hdpe"" is a material. In the training data, body material has entries like HDPE, so that""s a match. Then ""film extrusion machine"" – ""film"" is a product type (from product type examples like film, sheet, pipe), and ""extrusion machine"" relates to machine type, which in the training data includes extrusion. 

Moving to the specifications: ""capacity: 100 kg/hr"". Capacity is a direct attribute from the training data, so that""s straightforward. The value is 100 kg/hr. 

Then ""voltage: 230 v"". Voltage is a known attribute, and 230 v is listed in the examples. 

Lastly, ""phase: 3 phase"". Phase is another attribute, with examples like three phase or 3 phase. Here it""s",752,
True,50 ton plastic recycling extruder,0,[],,,753,
True,double die extruder for plastic processing 1 tpd,0,[],,,754,
True,herbal extraction plant 240 v single phase,3,"['herbal extraction plant:product type:specification', '240 v:voltage:specification', 'single phase:phase:specification']",herbal extraction plant:product type:specification | 240 v:voltage:specification | single phase:phase:specification,"[""herbal extraction plant:product type:specification"", ""240 v:voltage:specification"", ""single phase:phase:specification""]",755,
True,"solid phase extraction system machine specifications - brand: kabra, capacity: 20 kg, voltage: 220 v, phase: 1 phase, body material: stainless steel, automation: fully automatic",0,[],,,756,
True,mild steel gold refining machine 100 kg capacity,3,"['mild steel:body material:specification', 'gold refining machine:product type:specification', '100 kg:capacity:specification']",mild steel:body material:specification | gold refining machine:product type:specification | 100 kg:capacity:specification,"[""mild steel:body material:specification"", ""gold refining machine:product type:specification"", ""100 kg:capacity:specification""]",757,
True,"semi-automatic solid phase extraction system for food processing, capacity: 5 ton, power: 15 kw",6,"['semi-automatic:automation grade:specification', 'solid phase:product type:specification', 'extraction system:product:specification', 'food processing:usage/application:specification', '5 ton:capacity:specification', '15 kw:power:specification']",semi-automatic:automation grade:specification | solid phase:product type:specification | extraction system:product:specification | food processing:usage/application:specification | 5 ton:capacity:specification | 15 kw:power:specification,"[""semi-automatic:automation grade:specification"", ""solid phase:product type:specification"", ""extraction system:product:specification"", ""food processing:usage/application:specification"", ""5 ton:capacity:specification"", ""15 kw:power:specification""]",758,
True,"multi layer extruder machine specifications - brand: rajco, capacity: 50 kg, voltage: 480 v, phase: single phase, body material: pvc, automation: automatic",7,"['rajco:brand:specification', '50 kg:capacity:specification', '480 v:voltage:specification', 'single phase:phase:specification', 'pvc:body material:specification', 'automatic:automation grade:specification', 'multi layer:product type:specification']",rajco:brand:specification | 50 kg:capacity:specification | 480 v:voltage:specification | single phase:phase:specification | pvc:body material:specification | automatic:automation grade:specification | multi layer:product type:specification,"[""rajco:brand:specification"", ""50 kg:capacity:specification"", ""480 v:voltage:specification"", ""single phase:phase:specification"", ""pvc:body material:specification"", ""automatic:automation grade:specification"", ""multi layer:product type:specification""]",759,
True,ss body metal recovery plant 1000 kg/hr,4,"['ss:body material:specification', 'metal:material to be extruded:specification', 'recovery plant:product type:specification', '1000 kg/hr:capacity:specification']",ss:body material:specification | metal:material to be extruded:specification | recovery plant:product type:specification | 1000 kg/hr:capacity:specification,"[""ss:body material:specification"", ""metal:material to be extruded:specification"", ""recovery plant:product type:specification"", ""1000 kg/hr:capacity:specification""]",760,
True,"fully automatic ss 304 liquid extraction system, capacity: 100 ton, voltage: 415 v, phase: single phase",6,"['fully automatic:automation grade:specification', 'ss 304:body material:specification', 'liquid extraction system:product type:specification', '100 ton:capacity:specification', '415 v:voltage:specification', 'single phase:phase:specification']",fully automatic:automation grade:specification | ss 304:body material:specification | liquid extraction system:product type:specification | 100 ton:capacity:specification | 415 v:voltage:specification | single phase:phase:specification,"[""fully automatic:automation grade:specification"", ""ss 304:body material:specification"", ""liquid extraction system:product type:specification"", ""100 ton:capacity:specification"", ""415 v:voltage:specification"", ""single phase:phase:specification""]",761,
True,mother baby extruder for laboratory,3,"['mother baby:product type:specification', 'extruder:product:specification', 'laboratory:usage/application:specification']",mother baby:product type:specification | extruder:product:specification | laboratory:usage/application:specification,"[""mother baby:product type:specification"", ""extruder:product:specification"", ""laboratory:usage/application:specification""]",762,
True,100 liter 1 phase centrifuge extractor,0,[],,,763,
True,hdpe extruder 400 v,3,"['hdpe:body material:specification', '400 v:voltage:specification', 'extruder:product:specification']",hdpe:body material:specification | 400 v:voltage:specification | extruder:product:specification,"[""hdpe:body material:specification"", ""400 v:voltage:specification"", ""extruder:product:specification""]",764,
True,"polymer extruder - mahindra make, 100 tpd, cast iron, 3 phase",0,[],,,765,
True,twin screw extruder 240 v,0,[],,,766,
True,swaraj fully automatic wire extruder,3,"['swaraj:brand:specification', 'fully automatic:automation grade:specification', 'wire extruder:product type:specification']",swaraj:brand:specification | fully automatic:automation grade:specification | wire extruder:product type:specification,"[""swaraj:brand:specification"", ""fully automatic:automation grade:specification"", ""wire extruder:product type:specification""]",767,
True,multi layer extruder,2,"['multi layer:product type:specification', 'extruder:product:specification']",multi layer:product type:specification | extruder:product:specification,"[""multi layer:product type:specification"", ""extruder:product:specification""]",768,
True,"rajco semi-automatic tube extrusion machine, 5 tpd, 240 v, single phase",6,"['rajco:brand:specification', 'semi-automatic:automation grade:specification', 'tube extrusion machine:product type:specification', '5 tpd:capacity:specification', '240 v:voltage:specification', 'single phase:phase:specification']",rajco:brand:specification | semi-automatic:automation grade:specification | tube extrusion machine:product type:specification | 5 tpd:capacity:specification | 240 v:voltage:specification | single phase:phase:specification,"[""rajco:brand:specification"", ""semi-automatic:automation grade:specification"", ""tube extrusion machine:product type:specification"", ""5 tpd:capacity:specification"", ""240 v:voltage:specification"", ""single phase:phase:specification""]",769,
True,single screw aluminium extrusion plant 50 kg fully automatic 400 v,0,[],,,770,
True,pvc body solvent extraction plant with 100 tpd capacity and 440 v voltage,0,[],,"<think>
Okay, let""s tackle this query. The user wants me to extract product attributes from the given query using the provided training data. The query is ""pvc body solvent extraction plant with 100 tpd capacity and 440 v voltage"". 

First, I need to break down the query into parts. The main components here are ""pvc body"", ""solvent extraction plant"", ""100 tpd capacity"", and ""440 v voltage"". 

Looking at the training data, I see that ""body material"" is an attribute. The query mentions ""pvc body"", so ""pvc"" would map to ""body material"". The training data includes ""pvc"" under body material, so that""s a match.

Next, ""solvent extraction plant"" is the product type. In the training examples, ""extraction plant"" was used as a product type. The query here is ""solvent extraction plant"", which is a bit more specific. However, the training data has ""extraction"" as a machine type. But the example given in the training data for ""extraction plant"" was under product type. So I can use ""extraction plant"" as the product type here. The word ""solvent"" might be part of the product type, but since the training data doesn""t have ""solvent"" in the product type examples, maybe it""s better to just use ""extraction plant"" as the product type.",771,
True,epe foam extruder,2,"['[""epe foam:product type:specification""', '""extruder:product:specification""]']","[""epe foam:product type:specification"" | ""extruder:product:specification""]","<think>
Okay, let""s tackle this query: ""epe foam extruder"". First, I need to break it down. The main product here is an extruder, which is a type of machinery. The term ""epe foam"" refers to the material being processed. 

Looking at the training data, there""s a ""product type"" attribute that includes ""epe foam"". So ""epe foam"" should be mapped to product type. Then ""extruder"" is the product itself. 

I should check if there are any other attributes mentioned. The query is pretty short, so it""s just the product type and the product name. No other specifications like voltage, capacity, or brand are present here. 

Wait, the example given in the training data for product type includes ""epe foam"", so that""s a direct match. The output should include ""epe foam:product type:specification"" and ""extruder:product:specification"". 

I need to make sure there""s no other attributes I""m missing. The query doesn""t mention any other details like size, power, or material. So the final output should be those two attributes.
</think>

[""epe foam:product type:specification"", ""extruder:product:specification""]",772,
True,parallel oleoresin extraction plant 10 kg manual 230 v,6,"['parallel:design:specification', 'oleoresin:material to be extruded:specification', 'extraction plant:product type:specification', '10 kg:capacity:specification', 'manual:automation grade:specification', '230 v:voltage:specification']",parallel:design:specification | oleoresin:material to be extruded:specification | extraction plant:product type:specification | 10 kg:capacity:specification | manual:automation grade:specification | 230 v:voltage:specification,"[""parallel:design:specification"", ""oleoresin:material to be extruded:specification"", ""extraction plant:product type:specification"", ""10 kg:capacity:specification"", ""manual:automation grade:specification"", ""230 v:voltage:specification""]",773,
True,20 tpd semi-automatic gold refinery plant,0,[],,"<think>
Okay, let""s tackle this query: ""20 tpd semi-automatic gold refinery plant"". 

First, I need to break down each part. The query starts with ""20 tpd"". From the training data, ""capacity"" is an attribute that includes values like ""100 kg/hr"" or ""10 tpd"". So ""20 tpd"" likely stands for 20 tons per day, which fits under the ""capacity"" attribute.

Next, ""semi-automatic"". Looking at the ""automation grade"" examples, there are entries like ""semi-automatic"" and ""fully automatic"". So this should map to the ""automation grade"" attribute.

Then, ""gold refinery plant"". The ""brand"" examples include ""gold refining plant"" and ""silver refining plant"", but here it""s ""gold refinery plant"". However, in the training data, ""gold refining plant"" is listed under the ""brand"" attribute. Wait, but ""gold refinery plant"" is more of a product type rather than a brand. Let me check again. The ""product type"" in the training data includes ""refinery"", so maybe ""gold refinery plant"" is the product type. But in the example given, ""gold refining plant"" is under ""brand"". Hmm, maybe in this context, ""gold refinery plant"" is the product name. Also, the ""product"" attribute in the examples includes ""extruder"" and ""extraction plant"". So ""gold refinery plant",774,
True,mild steel body herbal extraction plant with 1 ton capacity and 415 v voltage,0,[],,,775,
True,rice bran extraction plant 480 v single phase,1,"['[""rice bran extraction plant:product:specification""']","[""rice bran extraction plant:product:specification""","[""rice bran extraction plant:product:specification"",",776,
True,mother baby extruder for plastic processing,4,"['the example given in the task""s examples includes ""extruder:product:specification"". So maybe ""extruder"" is the product type here. Wait', '- mother baby:machine type:specification', '- extruder:product type:specification', '- plastic processing:usage/application:specification']","the example given in the task""s examples includes ""extruder:product:specification"". So maybe ""extruder"" is the product type here. Wait | - mother baby:machine type:specification | - extruder:product type:specification | - plastic processing:usage/application:specification","<think>
Okay, let""s tackle this query: ""mother baby extruder for plastic processing"". 

First, I need to identify all the product-related attributes. The main product here is an extruder. The term ""mother baby"" is part of the product type, which I remember from the training data under ""machine type"" as ""mother baby"". So that""s one attribute.

Next, ""plastic processing"" refers to the application or usage. In the training examples, ""usage/application"" is an attribute. So ""plastic processing"" would fit under that. 

Looking at the training data, ""machine type"" includes ""mother baby"", so that""s covered. The ""product type"" in the training data includes things like ""extrusion"", but here the main product is the extruder itself. However, the example given in the task""s examples includes ""extruder:product:specification"". So maybe ""extruder"" is the product type here. Wait, the query says ""mother baby extruder"", so the product is a mother baby extruder. The ""mother baby"" is part of the machine type. 

So breaking it down: ""mother baby"" is the machine type, ""extruder"" is the product type. The ""for plastic processing"" is the usage/application. 

So the attributes would be:

- mother baby:machine type:specification
- extruder:product type:specification
- plastic processing:usage/application:specification",777,
True,titanium body plastic recycling extruder 10 tpd,5,"['titanium:body material:specification', 'plastic:material to be extruded:specification', 'recycling:usage/application:specification', 'extruder:product type:specification', '10 tpd:capacity:specification']",titanium:body material:specification | plastic:material to be extruded:specification | recycling:usage/application:specification | extruder:product type:specification | 10 tpd:capacity:specification,"[""titanium:body material:specification"", ""plastic:material to be extruded:specification"", ""recycling:usage/application:specification"", ""extruder:product type:specification"", ""10 tpd:capacity:specification""]",778,
True,200 kg jockey extruder,0,[],,,779,
True,ms body double die extruder with 200 liter capacity and 220 v voltage,5,"['ms:body material:specification', 'double die:design:specification', 'extruder:product type:specification', '200 liter:capacity:specification', '220 v:voltage:specification']",ms:body material:specification | double die:design:specification | extruder:product type:specification | 200 liter:capacity:specification | 220 v:voltage:specification,"[""ms:body material:specification"", ""double die:design:specification"", ""extruder:product type:specification"", ""200 liter:capacity:specification"", ""220 v:voltage:specification""]",780,
