query,ground_truth_count,qmeans_attr_count,gemini_attr_count,groundtruth_attr_key_1,groundtruth_attr_value_1,groundtruth_attr_key_2,groundtruth_attr_value_2,groundtruth_attr_key_3,groundtruth_attr_value_3,groundtruth_attr_key_4,groundtruth_attr_value_4,groundtruth_attr_key_5,groundtruth_attr_value_5,groundtruth_attr_key_6,groundtruth_attr_value_6,groundtruth_attr_key_7,groundtruth_attr_value_7,groundtruth_attr_key_8,groundtruth_attr_value_8,groundtruth_attr_key_9,groundtruth_attr_value_9,qmeans_attr_key_1,qmeans_attr_value_1,gemini_attr_key_1,gemini_attr_value_1,qmeans_attr_key_2,qmeans_attr_value_2,gemini_attr_key_2,gemini_attr_value_2,qmeans_attr_key_3,qmeans_attr_value_3,gemini_attr_key_3,gemini_attr_value_3,qmeans_attr_key_4,qmeans_attr_value_4,gemini_attr_key_4,gemini_attr_value_4,qmeans_attr_key_5,qmeans_attr_value_5,gemini_attr_key_5,gemini_attr_value_5,qmeans_attr_key_6,qmeans_attr_value_6,gemini_attr_key_6,gemini_attr_value_6,qmeans_attr_key_7,qmeans_attr_value_7,gemini_attr_key_7,gemini_attr_value_7,qmeans_attr_key_8,qmeans_attr_value_8,gemini_attr_key_8,gemini_attr_value_8,qmeans_attr_key_9,qmeans_attr_value_9,gemini_attr_key_9,gemini_attr_value_9,COUNT_MATCH,HIGH_COUNT,qmeans_vs_gemini_attr_1_key_match,qmeans_vs_gemini_attr_1_value_match,qmeans_vs_gemini_attr_2_key_match,qmeans_vs_gemini_attr_2_value_match,qmeans_vs_gemini_attr_3_key_match,qmeans_vs_gemini_attr_3_value_match,qmeans_vs_gemini_attr_4_key_match,qmeans_vs_gemini_attr_4_value_match,qmeans_vs_gemini_attr_5_key_match,qmeans_vs_gemini_attr_5_value_match,qmeans_vs_gemini_attr_6_key_match,qmeans_vs_gemini_attr_6_value_match,qmeans_vs_gemini_attr_7_key_match,qmeans_vs_gemini_attr_7_value_match,qmeans_vs_gemini_attr_8_key_match,qmeans_vs_gemini_attr_8_value_match,qmeans_vs_gemini_attr_9_key_match,qmeans_vs_gemini_attr_9_value_match,gemini_vs_qmeans_attr_1_key_match,gemini_vs_qmeans_attr_1_value_match,gemini_vs_qmeans_attr_2_key_match,gemini_vs_qmeans_attr_2_value_match,gemini_vs_qmeans_attr_3_key_match,gemini_vs_qmeans_attr_3_value_match,gemini_vs_qmeans_attr_4_key_match,gemini_vs_qmeans_attr_4_value_match,gemini_vs_qmeans_attr_5_key_match,gemini_vs_qmeans_attr_5_value_match,gemini_vs_qmeans_attr_6_key_match,gemini_vs_qmeans_attr_6_value_match,gemini_vs_qmeans_attr_7_key_match,gemini_vs_qmeans_attr_7_value_match,gemini_vs_qmeans_attr_8_key_match,gemini_vs_qmeans_attr_8_value_match,gemini_vs_qmeans_attr_9_key_match,gemini_vs_qmeans_attr_9_value_match,groundtruth_vs_qmeans_attr_1_key_match,groundtruth_vs_qmeans_attr_1_value_match,groundtruth_vs_qmeans_attr_2_key_match,groundtruth_vs_qmeans_attr_2_value_match,groundtruth_vs_qmeans_attr_3_key_match,groundtruth_vs_qmeans_attr_3_value_match,groundtruth_vs_qmeans_attr_4_key_match,groundtruth_vs_qmeans_attr_4_value_match,groundtruth_vs_qmeans_attr_5_key_match,groundtruth_vs_qmeans_attr_5_value_match,groundtruth_vs_qmeans_attr_6_key_match,groundtruth_vs_qmeans_attr_6_value_match,groundtruth_vs_qmeans_attr_7_key_match,groundtruth_vs_qmeans_attr_7_value_match,groundtruth_vs_qmeans_attr_8_key_match,groundtruth_vs_qmeans_attr_8_value_match,groundtruth_vs_qmeans_attr_9_key_match,groundtruth_vs_qmeans_attr_9_value_match,groundtruth_vs_gemini_attr_1_key_match,groundtruth_vs_gemini_attr_1_value_match,groundtruth_vs_gemini_attr_2_key_match,groundtruth_vs_gemini_attr_2_value_match,groundtruth_vs_gemini_attr_3_key_match,groundtruth_vs_gemini_attr_3_value_match,groundtruth_vs_gemini_attr_4_key_match,groundtruth_vs_gemini_attr_4_value_match,groundtruth_vs_gemini_attr_5_key_match,groundtruth_vs_gemini_attr_5_value_match,groundtruth_vs_gemini_attr_6_key_match,groundtruth_vs_gemini_attr_6_value_match,groundtruth_vs_gemini_attr_7_key_match,groundtruth_vs_gemini_attr_7_value_match,groundtruth_vs_gemini_attr_8_key_match,groundtruth_vs_gemini_attr_8_value_match,groundtruth_vs_gemini_attr_9_key_match,groundtruth_vs_gemini_attr_9_value_match
co-rotating solid phase extraction system 20 kg semi-automatic 400 v,5,4,3,automation grade,semi-automatic,capacity,20 kg,product,solid phase extraction system,screw design,co-rotating,voltage,400 v,,,,,,,,,automation grade,semi-automatic,automation grade,semi-automatic,capacity,20 kg,capacity(kg,20 kg,product,solid phase extraction,voltage,400 v,voltage,400 v,,,,,,,,,,,,,,,,,,,,,,,FALSE,qmeans,TRUE,TRUE,FALSE,NA,FALSE,NA,TRUE,TRUE,,,,,,,,,,,TRUE,TRUE,FALSE,NA,TRUE,TRUE,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,PARTIAL,FALSE,NA,TRUE,TRUE,,,,,,,,,TRUE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,TRUE,,,,,,,,
pvc extruder with 15 kw power 230 v,3,3,3,power,15 kw,product,pvc extruder,voltage,230 v,,,,,,,,,,,,,power consumption,15 kw,plastic processed,pvc,type,extruder,power,15 kw,voltage,230 v,voltage,230 v,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,same,FALSE,NA,FALSE,NA,TRUE,TRUE,,,,,,,,,,,,,FALSE,NA,FALSE,NA,TRUE,TRUE,,,,,,,,,,,,,FALSE,NA,FALSE,NA,TRUE,TRUE,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,TRUE,TRUE,,,,,,,,,,,,
metal recovery plant 5 hp motor 500 liter,3,3,2,capacity,500 liter,motor power,5 hp,product,metal recovery plant,,,,,,,,,,,,,capacity,500 liter,motor power,5 hp,power,5 hp,storage capacity,500 liter,usage,metal recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,qmeans,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,,,,,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,FALSE,NA,,,,,,,,,,,,,FALSE,NA,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,
automatic ss 316 curcumin extraction plant,3,2,2,automation grade,automatic,body material,ss 316,product,curcumin extraction plant,,,,,,,,,,,,,material grade,ss 316,automation grade,automatic,usage,curcumin extraction,body material,ss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,same,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,,,,,TRUE,TRUE,TRUE,PARTIAL,FALSE,NA,,,,,,,,,,,,
pvc body bitumen extractor 500 tpd,3,3,3,body material,pvc,capacity,500 tpd,product,bitumen extractor,,,,,,,,,,,,,capacity,500 tpd,capacity,500 tpd,machine type,bitumen extractor,plastic processed,pvc,material,pvc,type of testing machines,bitumen extractor,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,same,TRUE,TRUE,FALSE,NA,FALSE,NA,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,FALSE,NA,,,,,,,,,,,,,FALSE,NA,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,FALSE,NA,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,
plastic extruder co-rotating design 50 tpd,3,3,3,capacity,50 tpd,product,plastic extruder,screw design,co-rotating,,,,,,,,,,,,,capacity,50 tpd,capacity,50 tpd,material to be extruded,plastic,material to be extruded,plastic,type,extruder,screw design,co rotating,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,same,TRUE,TRUE,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,FALSE,NA,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,TRUE,FALSE,,,,,,,,,,,,
monolayer extruder co-rotating design 250 kg/hr,3,1,3,capacity,250 kg/hr,product,monolayer extruder,screw design,co-rotating,,,,,,,,,,,,,capacity,250 kg/hr,layer,monolayer,,,production capacity,250 kg/hr,,,screw design,co rotating,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,gemini,FALSE,NA,,,,,,,,,,,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,FALSE,NA,,,,,,,,,,,,,FALSE,NA,FALSE,NA,TRUE,FALSE,,,,,,,,,,,,
manual pp bitumen extractor,3,3,3,automation grade,manual,body material,pp,product,bitumen extractor,,,,,,,,,,,,,automation grade,manual,automation grade,manual,machine type,bitumen extractor,material to be extruded,pp,material,pp,type of testing machines,bitumen extractor,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,same,TRUE,TRUE,FALSE,NA,FALSE,NA,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,FALSE,NA,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,FALSE,NA,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,FALSE,NA,,,,,,,,,,,,
stainless steel body monolayer extruder 200 kg,3,3,3,body material,stainless steel,capacity,200 kg,product,monolayer extruder,,,,,,,,,,,,,capacity,200 kg,body material,stainless steel,material,stainless steel,capacity(kg,200 kg,type,extruder,layer,monolayer,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,same,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,,,,,FALSE,NA,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,FALSE,NA,,,,,,,,,,,,
50 kg/hr 3 phase conical twin screw extruder,3,4,4,capacity,50 kg/hr,phase,3 phase,product,conical twin screw extruder,,,,,,,,,,,,,capacity,50 kg/hr,phase,three phase,phase,3 phase,production capacity,50 kg/hr,shape,conical,screw design,conical,type,twin screw extruder,screw design,twin screw,,,,,,,,,,,,,,,,,,,,,TRUE,same,FALSE,NA,TRUE,FALSE,FALSE,NA,FALSE,NA,,,,,,,,,,,TRUE,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,FALSE,NA,TRUE,FALSE,FALSE,NA,,,,,,,,,,,,
gold refinery plant machine 50 ton output 440 v three phase ss,5,5,5,body material,ss,capacity,50 ton,phase,three phase,product,gold refinery plant,voltage,440 v,,,,,,,,,capacity,50 ton,body material,ss,material,ss,phase,three phase,model name/number,gold refinery,purity,50,phase,three phase,usage/application,gold refining plant,voltage,440 v,voltage,440 v,,,,,,,,,,,,,,,,,TRUE,same,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,TRUE,TRUE,TRUE,,,,,,,,,FALSE,NA,TRUE,TRUE,FALSE,NA,FALSE,NA,TRUE,TRUE,,,,,,,,,FALSE,NA,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,TRUE,,,,,,,,,TRUE,TRUE,FALSE,NA,TRUE,TRUE,FALSE,NA,TRUE,TRUE,,,,,,,,
"fully automatic pp hdpe extruder, capacity: 5 ton, voltage: 380 v, phase: 3 phase",6,4,5,automation grade,fully automatic,body material,pp,capacity,5 ton,phase,3 phase,product,hdpe extruder,voltage,380 v,,,,,,,automation grade,automatic,automation grade,fully automatic,capacity,5 ton,material to be extruded,pp,material,pp hdpe,material to be extruded,hdpe,phase,3 phase,phase,three phase,,,voltage,380 v,,,,,,,,,,,,,,,,,FALSE,gemini,TRUE,PARTIAL,FALSE,NA,FALSE,NA,TRUE,FALSE,,,,,,,,,,,TRUE,PARTIAL,FALSE,NA,FALSE,NA,TRUE,FALSE,FALSE,NA,,,,,,,,,TRUE,PARTIAL,FALSE,NA,TRUE,TRUE,TRUE,TRUE,FALSE,NA,FALSE,NA,,,,,,,TRUE,TRUE,FALSE,NA,FALSE,NA,TRUE,FALSE,FALSE,NA,TRUE,TRUE,,,,,,
"hydro extractor machine specifications - brand: prism, capacity: 50 kg, voltage: 440 v, phase: 1 phase, body material: hdpe, automation: semi-automatic",7,2,5,automation grade,semi-automatic,body material,hdpe,brand,prism,capacity,50 kg,phase,1 phase,product,hydro extractor,voltage,440 v,,,,,automation grade,semi-automatic,automation grade,semi-automatic,model name/number,hydro extractor,body material,hdpe,,,capacity,50 kg,,,phase,1 phase,,,voltage,440 v,,,,,,,,,,,,,,,,,FALSE,gemini,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,TRUE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,,,,,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,TRUE,,,,
ss 304 mother baby extruder,2,2,4,body material,ss 304,product,mother baby extruder,,,,,,,,,,,,,,,material grade,ss 304,body material,ss,type,extruder,material grade,ss 304,,,screw design,twin screw,,,type of extruder,twin screw,,,,,,,,,,,,,,,,,,,,,FALSE,gemini,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,,,FALSE,NA,TRUE,TRUE,FALSE,NA,FALSE,NA,,,,,,,,,,,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,,TRUE,PARTIAL,FALSE,NA,,,,,,,,,,,,,,
gold star semi-automatic epe foam extruder,3,4,3,automation grade,semi-automatic,brand,gold star,product,epe foam extruder,,,,,,,,,,,,,automation grade,semi-automatic,automation grade,semi automatic,brand,gold star,brand,gold star,material,epe,type,extruder,type,extruder,,,,,,,,,,,,,,,,,,,,,,,FALSE,qmeans,TRUE,FALSE,TRUE,TRUE,FALSE,NA,TRUE,TRUE,,,,,,,,,,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,TRUE,FALSE,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,
aluminium extrusion plant for plastic processing,2,3,2,product,aluminium extrusion plant,usage/application,plastic processing,,,,,,,,,,,,,,,machine name,extrusion,material to be extruded,plastic,material,aluminium,usage/application,aluminium extrusion,usage,plastic processing,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,qmeans,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,,,,,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,,FALSE,NA,TRUE,FALSE,,,,,,,,,,,,,,
"metal recovery plant - conical design, 30 kg output, 415 v, single phase, mild steel construction, labh group brand, manual operation",8,3,5,automation grade,manual,body material,mild steel,brand,labh group,capacity,30 kg,phase,single phase,product,metal recovery plant,screw design,conical,voltage,415 v,,,automation grade,manual,automation grade,manual,capacity,30 kg,body material,mild steel,material,mild steel,capacity(kg,30 kg,,,phase,single phase,,,voltage,415 v,,,,,,,,,,,,,,,,,FALSE,gemini,TRUE,TRUE,FALSE,NA,FALSE,NA,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,TRUE,TRUE,FALSE,NA,FALSE,NA,TRUE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,,,TRUE,TRUE,TRUE,TRUE,FALSE,NA,FALSE,NA,TRUE,TRUE,FALSE,NA,FALSE,NA,TRUE,TRUE,,
plastic recycling extruder for plastic processing,2,2,2,product,plastic recycling extruder,usage/application,plastic processing,,,,,,,,,,,,,,,type,extruder,material to be extruded,plastic,usage,plastic,plastic processed,plastic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,same,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,
stainless steel body curcumin extraction plant 50 kg,3,2,2,body material,stainless steel,capacity,50 kg,product,curcumin extraction plant,,,,,,,,,,,,,capacity,50 kg,body material,stainless steel,material,stainless steel,capacity(kg,50 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,same,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,,FALSE,NA,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,FALSE,NA,,,,,,,,,,,,
cast iron body pet extruder with 750 kg/hr capacity and 415 v voltage,4,4,4,body material,cast iron,capacity,750 kg/hr,product,pet extruder,voltage,415 v,,,,,,,,,,,capacity,750 kg/hr,body material,cast iron,material,cast iron,material to be extruded,pet,type,extruder,production capacity,750 kg/hr,voltage,415 v,voltage,415 v,,,,,,,,,,,,,,,,,,,,,TRUE,same,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,TRUE,,,,,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,TRUE,,,,,,,,,,,FALSE,NA,TRUE,TRUE,FALSE,NA,TRUE,TRUE,,,,,,,,,,,TRUE,TRUE,FALSE,NA,FALSE,NA,TRUE,TRUE,,,,,,,,,,
5 kg/hr curcumin extraction plant ms body,3,2,2,body material,ms,capacity,5 kg/hr,product,curcumin extraction plant,,,,,,,,,,,,,capacity,5 kg/hr,body material,ms,material,ms,production capacity,5 kg/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,same,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,,FALSE,NA,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,FALSE,NA,,,,,,,,,,,,
"turbo automatic herbal extraction plant machine with 500 ton capacity, 400 v voltage, 3 phase, pp body, suitable for chemical industries",8,2,6,automation grade,automatic,body material,pp,brand,turbo,capacity,500 ton,phase,3 phase,product,herbal extraction plant,usage/application,chemical industries,voltage,400 v,,,automation grade,automatic,automation grade,automatic,capacity,500 ton,body material,pp,,,capacity,500 ton,,,phase,three phase,,,usage/application,herbal extraction,,,voltage,400 v,,,,,,,,,,,,,FALSE,gemini,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,TRUE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,TRUE,TRUE,FALSE,NA,FALSE,NA,TRUE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,,,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,FALSE,FALSE,NA,TRUE,FALSE,TRUE,TRUE,,
"double die extruder for laboratory use, 25 kg/hr, 230 v, rajco brand",5,3,4,brand,rajco,capacity,25 kg/hr,product,double die extruder,usage/application,laboratory,voltage,230 v,,,,,,,,,brand,rajco,brand,rajco,capacity,25 kg/hr,industry type,laboratory,usage,laboratory,production capacity,25 kg/hr,,,voltage,230 v,,,,,,,,,,,,,,,,,,,,,FALSE,gemini,TRUE,TRUE,FALSE,NA,FALSE,NA,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,TRUE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,TRUE,,,,,,,,
"automatic film extrusion machine for food processing, capacity: 100 liter, power: 5 kw",5,3,3,automation grade,automatic,capacity,100 liter,power,5 kw,product,film extrusion machine,usage/application,food processing,,,,,,,,,automation grade,automatic,automation grade,automatic,capacity,100,capacity(litre,100 liter,machine name,film extrusion machine,power,5 kw,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,same,TRUE,TRUE,FALSE,NA,FALSE,NA,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,FALSE,NA,,,,,,,,,,,,,TRUE,TRUE,TRUE,PARTIAL,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,TRUE,TRUE,FALSE,NA,TRUE,TRUE,FALSE,NA,FALSE,NA,,,,,,,,
pp body centrifuge extractor 50 tpd,3,3,2,body material,pp,capacity,50 tpd,product,centrifuge extractor,,,,,,,,,,,,,capacity,50 tpd,body material,pp,material,pp,capacity,50 tpd,product,centrifuge,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,qmeans,TRUE,TRUE,FALSE,NA,FALSE,NA,,,,,,,,,,,,,FALSE,NA,TRUE,TRUE,,,,,,,,,,,,,,,FALSE,NA,TRUE,TRUE,TRUE,PARTIAL,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,
kabra foam extruder 500 kg,3,2,2,brand,kabra,capacity,500 kg,product,foam extruder,,,,,,,,,,,,,brand,kabra,brand,kabra,capacity,500 kg,capacity(kg,500 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,same,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,FALSE,NA,,,,,,,,,,,,
"solid phase extraction system - parallel design, 150 kg/hr output, 220 v, single phase, ss 304 construction, teknik brand, semi-automatic operation",8,3,5,automation grade,semi-automatic,body material,ss 304,brand,teknik,capacity,150 kg/hr,phase,single phase,product,solid phase extraction system,screw design,parallel,voltage,220 v,,,automation grade,semi-automatic,automation grade,semi-automatic,brand,teknik,material grade,ss 304,capacity,150 kg/hr,phase,single phase,,,production capacity,150 kg/hr,,,voltage,220 v,,,,,,,,,,,,,,,,,FALSE,gemini,TRUE,TRUE,FALSE,NA,FALSE,NA,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,TRUE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,,,TRUE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,TRUE,FALSE,NA,FALSE,NA,TRUE,TRUE,,
"rice bran extraction plant for recycling use, 20 kg, 415 v, eureka brand",5,3,6,brand,eureka,capacity,20 kg,product,rice bran extraction plant,usage/application,recycling,voltage,415 v,,,,,,,,,brand,eureka,capacity(kg,20 kg,capacity,20 kg,country of origin,india,voltage,415,extraction method,solvent extraction,,,i deal in,new,,,usage/application,herbal extraction,,,voltage (v,415 v,,,,,,,,,,,,,FALSE,gemini,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,TRUE,TRUE,TRUE,TRUE,FALSE,NA,FALSE,NA,TRUE,PARTIAL,,,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,FALSE,FALSE,NA,,,,,,,,
rajco extruder machine 10 ton,3,3,2,brand,rajco,capacity,10 ton,product,extruder machine,,,,,,,,,,,,,brand,rajco,brand,rajco,capacity,10 ton,weight,10 ton,type,extruder,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,qmeans,TRUE,TRUE,FALSE,NA,FALSE,NA,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,FALSE,NA,,,,,,,,,,,,
mild steel body solvent extraction plant 1 tpd,3,2,2,body material,mild steel,capacity,1 tpd,product,solvent extraction plant,,,,,,,,,,,,,capacity,1 tpd,body material,mild steel,material,mild steel,capacity,10 tpd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,same,TRUE,FALSE,FALSE,NA,,,,,,,,,,,,,,,FALSE,NA,TRUE,FALSE,,,,,,,,,,,,,,,FALSE,NA,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,TRUE,TRUE,TRUE,FALSE,FALSE,NA,,,,,,,,,,,,
pp body rice bran extraction plant with 200 liter capacity and 400 v voltage,4,3,3,body material,pp,capacity,200 liter,product,rice bran extraction plant,voltage,400 v,,,,,,,,,,,capacity,200 liter,body material,pp,material,pp,capacity(litre,200 l,voltage,400 v,voltage,400 v,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,same,FALSE,NA,FALSE,NA,TRUE,TRUE,,,,,,,,,,,,,FALSE,NA,FALSE,NA,TRUE,TRUE,,,,,,,,,,,,,FALSE,NA,TRUE,TRUE,FALSE,NA,TRUE,TRUE,,,,,,,,,,,TRUE,TRUE,FALSE,NA,FALSE,NA,TRUE,TRUE,,,,,,,,,,
pp pipe extrusion machine,2,0,2,body material,pp,product,pipe extrusion machine,,,,,,,,,,,,,,,,,material to be extruded,pp,,,type,pipe extruder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,gemini,,,,,,,,,,,,,,,,,,,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,
"zinc recovery unit for research use, 500 liter, 220 v, unique brand",5,4,3,brand,unique,capacity,500 liter,product,zinc recovery unit,usage/application,research,voltage,220 v,,,,,,,,,brand,unique,capacity(litre,500 liter,capacity,500 liter,usage/application,industrial,usage,research,voltage,220 v,voltage,220,,,,,,,,,,,,,,,,,,,,,,,FALSE,qmeans,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,PARTIAL,,,,,,,,,,,FALSE,NA,FALSE,NA,TRUE,PARTIAL,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,FALSE,NA,FALSE,NA,TRUE,PARTIAL,,,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,FALSE,TRUE,TRUE,,,,,,,,
pet extruder 440 v,2,3,2,product,pet extruder,voltage,440 v,,,,,,,,,,,,,,,raw material,pet,material to be extruded,pet,type,extruder,voltage,440 v,voltage,440 v,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,qmeans,FALSE,NA,FALSE,NA,TRUE,TRUE,,,,,,,,,,,,,FALSE,NA,TRUE,TRUE,,,,,,,,,,,,,,,FALSE,NA,TRUE,TRUE,,,,,,,,,,,,,,,FALSE,NA,TRUE,TRUE,,,,,,,,,,,,,,
ss 304 body pvc extruder 100 kg,3,4,3,body material,ss 304,capacity,100 kg,product,pvc extruder,,,,,,,,,,,,,capacity,100 kg,body material,ss,material,pvc,capacity(kg,100 kg,material grade,ss 304,plastic processed,pvc,type,extruder,,,,,,,,,,,,,,,,,,,,,,,FALSE,qmeans,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,,,,,FALSE,NA,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,TRUE,PARTIAL,FALSE,NA,FALSE,NA,,,,,,,,,,,,
