query,success,key_count,raw_output,attributes_json
ac motor indoor,True,2,"{""motor"": ""ac motor"", ""setting"": ""indoor""}","{""motor"": ""ac motor"", ""setting"": ""indoor""}"
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2106-4AF00-0SA0 2.7 kW,True,3,"{""power"": ""2.7 kW"", ""motor type"": ""SERVO MOTOR"", ""brand/series"": ""SIEMENS SIMOTICS S-INF1FK2 FK2106-4AFO0-0SA0""}","{""power"": ""2.7 kW"", ""motor type"": ""SERVO MOTOR"", ""brand/series"": ""SIEMENS SIMOTICS S-INF1FK2 FK2106-4AFO0-0SA0""}"
dc-motor-spare,True,1,"{""attribute"": ""dc-motor-spare""}","{""attribute"": ""dc-motor-spare""}"
Motor Parts,True,1,"{""parts"": ""Motor Parts""}","{""parts"": ""Motor Parts""}"
वाइब्रो शिफ्ट मोटर,True,2,"{""attribute"": ""वाइब्रो शिफ्ट"", ""power source"": ""मोटर""}","{""attribute"": ""वाइब्रो शिफ्ट"", ""power source"": ""मोटर""}"
Marathon Electric Motor,True,2,"{""motor"": ""Electric Motor"", ""brand"": ""Marathon""}","{""motor"": ""Electric Motor"", ""brand"": ""Marathon""}"
Shakti Dol Starter,True,3,"{""attribute"": ""Dol"", ""power source"": ""Shakti"", ""starter type"": ""Starter""}","{""attribute"": ""Dol"", ""power source"": ""Shakti"", ""starter type"": ""Starter""}"
2 HP single phase,True,2,"{""power"": ""single phase"", ""hp"": ""2 HP""}","{""power"": ""single phase"", ""hp"": ""2 HP""}"
6ik180gu 240 w motor,True,3,"{""power"": ""240w"", ""motor"": ""key-value attributes from this query:"", ""part_number"": ""6ik180gu""}","{""power"": ""240w"", ""motor"": ""key-value attributes from this query:"", ""part_number"": ""6ik180gu""}"
Telemetry Encoder Unit,True,1,"{""unit"": ""Telemetry Encoder Unit""}","{""unit"": ""Telemetry Encoder Unit""}"
dc-geared-motor,True,1,"{""power"": ""dc-geared-motor""}","{""power"": ""dc-geared-motor""}"
Motorized Actuators,True,2,"{""actuators"": ""Motorized"", ""key_attributes"": null}","{""actuators"": ""Motorized"", ""key_attributes"": null}"
Dc Brake For Electric Motor,True,2,"{""function"": ""For Electric Motor"", ""part"": ""Dc Brake""}","{""function"": ""For Electric Motor"", ""part"": ""Dc Brake""}"
desert type aluminum 32 mm 1 inch kit cooler motor,True,5,"{""type"": ""desert type"", ""material"": ""aluminum"", ""kit description"": ""cooler motor"", ""size"": ""32 mm 1 inch"", ""contents"": ""kit""}","{""type"": ""desert type"", ""material"": ""aluminum"", ""kit description"": ""cooler motor"", ""size"": ""32 mm 1 inch"", ""contents"": ""kit""}"
1.5 kw crompton single phase motor,True,3,"{""power"": ""1.5 kw"", ""motor type"": ""single phase motor"", ""brand/style"": ""crompton""}","{""power"": ""1.5 kw"", ""motor type"": ""single phase motor"", ""brand/style"": ""crompton""}"
ac motor 20w,True,2,"{""power"": ""ac motor"", ""wattage"": ""20w""}","{""power"": ""ac motor"", ""wattage"": ""20w""}"
Dc fan motor,True,2,"{""power source"": ""Dc"", ""feature"": ""fan motor""}","{""power source"": ""Dc"", ""feature"": ""fan motor""}"
ac motor 10w,True,2,"{""power"": ""10w"", ""motor type"": ""ac motor""}","{""power"": ""10w"", ""motor type"": ""ac motor""}"
10hp motor,True,2,"{""power"": ""10hp"", ""component"": ""motor""}","{""power"": ""10hp"", ""component"": ""motor""}"
6FC5357-0BA11-1AE0,True,2,"{""product_code"": ""6FC5357-"", ""suffix"": ""-0BA11-1AE""}","{""product_code"": ""6FC5357-"", ""suffix"": ""-0BA11-1AE""}"
Indigo Self Armature,True,2,"{""attribute"": ""Indigo"", ""feature"": ""Self Armature""}","{""attribute"": ""Indigo"", ""feature"": ""Self Armature""}"
leadshine l7 series servo ac servo motor,True,3,"{""series"": ""l7"", ""motor type"": ""servo ac servo motor"", ""finish"": ""leadshine""}","{""series"": ""l7"", ""motor type"": ""servo ac servo motor"", ""finish"": ""leadshine""}"
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2204-5AK10-0MB0 0.57 kW,True,4,"{""motor"": ""SERVO MOTOR"", ""power"": ""0.57 kilowatts"", ""brand/series"": ""SIEMENS SIMOTICS S-INF1FK2"", ""part number"": ""1FK2204-""}","{""motor"": ""SERVO MOTOR"", ""power"": ""0.57 kilowatts"", ""brand/series"": ""SIEMENS SIMOTICS S-INF1FK2"", ""part number"": ""1FK2204-""}"
10m3flow rate 30 mtr headpumpwith motor,True,3,"{""attribute"": ""headpumpwith motor"", ""volume"": ""10m3flow rate"", ""length"": ""30 mtr""}","{""attribute"": ""headpumpwith motor"", ""volume"": ""10m3flow rate"", ""length"": ""30 mtr""}"
Traction Motor,True,1,"{""power source"": ""Traction Motor""}","{""power source"": ""Traction Motor""}"
Leadshine L7 Series 750W AC Servo Motor and Driver Kit,True,4,"{""Series"": ""L7"", ""Motor & Driver Kit"": ""AC Servo Motor and Driver Kit"", ""Weight/Material"": ""Leadshine"", ""Power"": ""750W""}","{""Series"": ""L7"", ""Motor & Driver Kit"": ""AC Servo Motor and Driver Kit"", ""Weight/Material"": ""Leadshine"", ""Power"": ""750W""}"
Dol Motor Starters Paragon,True,3,"{""Brand"": ""Paragon"", ""Motor Type"": ""Dol Motor"", ""Starters"": ""Starters""}","{""Brand"": ""Paragon"", ""Motor Type"": ""Dol Motor"", ""Starters"": ""Starters""}"
SIEMENS SIMOTICS S-1FK2  SERVO MOTOR 1FK2104-6AF11-0MB0,True,3,"{""motor"": ""SERVO MOTOR"", ""brand/series"": ""SIEMENS SIMOTICS S-INF1FK2 SERVO DRIVE"", ""part_number"": ""1FK2104-7AK11-0MB0""}","{""motor"": ""SERVO MOTOR"", ""brand/series"": ""SIEMENS SIMOTICS S-INF1FK2 SERVO DRIVE"", ""part_number"": ""1FK2104-7AK11-0MB0""}"
3 phase motor start,True,2,"{""power"": ""start"", ""phase"": ""3 phase motor""}","{""power"": ""start"", ""phase"": ""3 phase motor""}"
oil-filled 3 hp 25 single phase motor starter,True,4,"{""power"": ""single phase motor starter"", ""contents"": ""oil-filled"", ""weight/size"": ""25"", ""motor size"": ""3 hp""}","{""power"": ""single phase motor starter"", ""contents"": ""oil-filled"", ""weight/size"": ""25"", ""motor size"": ""3 hp""}"
SMC Electric Actuator,True,2,"{""actuator"": ""Electric"", ""series"": ""SMC""}","{""actuator"": ""Electric"", ""series"": ""SMC""}"
1FK2104-6AF11-0MB0,True,1,"{""attribute"": ""1FK2104-7AF11-0MB0""}","{""attribute"": ""1FK2104-7AF11-0MB0""}"
digital dol starter,False,0,"{""type"": ""digital"", ""dol starter""}",
Slider Type Electric Actuator,True,2,"{""Actuator"": ""Electric"", ""Type"": ""Slider Style""}","{""Actuator"": ""Electric"", ""Type"": ""Slider Style""}"
seedprod latest version,True,2,"{""product"": ""seedprod"", ""version"": ""latest""}","{""product"": ""seedprod"", ""version"": ""latest""}"
Siemens 75 HP Foot Mounted Electric Motors,True,4,"{""power"": ""75"", ""mounting"": ""Foot Mounted"", ""brand"": ""Siemens"", ""type of power source"": ""Electric Motors""}","{""power"": ""75"", ""mounting"": ""Foot Mounted"", ""brand"": ""Siemens"", ""type of power source"": ""Electric Motors""}"
Grow art 3 phase hybrid,True,3,"{""power"": ""3 phase"", ""type"": ""hybrid"", ""brand/artist"": ""Grow art""}","{""power"": ""3 phase"", ""type"": ""hybrid"", ""brand/artist"": ""Grow art""}"
gbru 1 min auto switch,True,2,"{""attribute"": ""auto switch"", ""gbru code"": ""1 min""}","{""attribute"": ""auto switch"", ""gbru code"": ""1 min""}"
SIEMENS SIMOTICS S-1FK2 SERVO  MOTOR 1FK2106-4AF00-0MA0 2.7 kW,True,4,"{""power"": ""2.7 kW"", ""motor type"": ""SERVO MOTOR"", ""brand/series"": ""SIEMENS SIMOTICS S-INF1FK2"", ""part number"": ""1FK2106-3FA00-0MA0""}","{""power"": ""2.7 kW"", ""motor type"": ""SERVO MOTOR"", ""brand/series"": ""SIEMENS SIMOTICS S-INF1FK2"", ""part number"": ""1FK2106-3FA00-0MA0""}"
armature,True,1,"{""component"": ""armature""}","{""component"": ""armature""}"
ecma-ca1010ss delta servo motor,True,2,"{""motor"": ""delta servo motor"", ""sku"": ""ecma-ca1010ss""}","{""motor"": ""delta servo motor"", ""sku"": ""ecma-ca1010ss""}"
table fan motor,True,2,"{""type"": ""table"", ""feature"": ""fan motor""}","{""type"": ""table"", ""feature"": ""fan motor""}"
20W ALUMINUM HOUSING,True,2,"{""power"": ""20W"", ""housing material"": ""ALUMINUM""}","{""power"": ""20W"", ""housing material"": ""ALUMINUM""}"
motor panvel,True,2,"{""brand"": ""panvel"", ""power source"": ""motor""}","{""brand"": ""panvel"", ""power source"": ""motor""}"
40 HP  Siemens Electric Motors,True,2,"{""power"": ""40 HP"", ""motors"": ""Siemens Electric Motors""}","{""power"": ""40 HP"", ""motors"": ""Siemens Electric Motors""}"
hindustan package,True,2,"{""brand"": ""hindustan"", ""package type"": ""package""}","{""brand"": ""hindustan"", ""package type"": ""package""}"
Electric Sliding Gate Motor,True,3,"{""type"": ""Sliding Gate"", ""power source"": ""Electric"", ""component"": ""Motor""}","{""type"": ""Sliding Gate"", ""power source"": ""Electric"", ""component"": ""Motor""}"
800 RPM Electric Sliding Gate Motor,True,3,"{""motor"": ""Electric"", ""speed"": ""800 RPM"", ""type of gate motor"": ""Sliding Gate Motor""}","{""motor"": ""Electric"", ""speed"": ""800 RPM"", ""type of gate motor"": ""Sliding Gate Motor""}"
HF-SP152 servo motor mitsubishi,True,3,"{""motor"": ""servo motor"", ""brand"": ""mitsubishi"", ""part_number"": ""HF-SP152""}","{""motor"": ""servo motor"", ""brand"": ""mitsubishi"", ""part_number"": ""HF-SP152""}"
1000 RPM Electric Sliding Gate Motor,True,3,"{""motor"": ""Electric"", ""speed"": ""1000 RPM"", ""type of gate motor"": ""Sliding Gate Motor""}","{""motor"": ""Electric"", ""speed"": ""1000 RPM"", ""type of gate motor"": ""Sliding Gate Motor""}"
Gear and Vane Motors,True,1,"{""power source"": ""Gear and Vane Motors""}","{""power source"": ""Gear and Vane Motors""}"
high power mini dc water motors project,True,2,"{""power"": ""high power"", ""project"": ""mini dc water motors project""}","{""power"": ""high power"", ""project"": ""mini dc water motors project""}"
high power mini dc water motors for project near badlapur,True,2,"{""power"": ""high power"", ""water supply"": ""mini dc water motors for project near badlapur""}","{""power"": ""high power"", ""water supply"": ""mini dc water motors for project near badlapur""}"
775 dc motor bihpuri,True,3,"{""motor"": ""dc motor"", ""brand/seller"": ""bihpuri"", ""weight"": ""775""}","{""motor"": ""dc motor"", ""brand/seller"": ""bihpuri"", ""weight"": ""775""}"
775 dc motor near agra bichpuri,True,3,"{""motor"": ""dc motor"", ""location"": ""near agra bichpuri"", ""price point"": ""775""}","{""motor"": ""dc motor"", ""location"": ""near agra bichpuri"", ""price point"": ""775""}"
24v dc coffee machine motor,True,3,"{""power"": ""motor"", ""voltage"": ""24v dc"", ""type"": ""coffee machine""}","{""power"": ""motor"", ""voltage"": ""24v dc"", ""type"": ""coffee machine""}"
Crompton Geared Motor,True,2,"{""motor"": ""Geared Motor"", ""brand"": ""Crompton""}","{""motor"": ""Geared Motor"", ""brand"": ""Crompton""}"
l&t three phase motor starter,True,2,"{""power source"": ""three phase motor starter"", ""brand/company"": ""l&t""}","{""power source"": ""three phase motor starter"", ""brand/company"": ""l&t""}"
Servo Motor & Variac Motor,True,1,"{""motor"": ""Servo Motor & Variac Motor""}","{""motor"": ""Servo Motor & Variac Motor""}"
Siemens Electric Motors 40 Hp,True,3,"{""power"": ""40"", ""brand"": ""Siemens Electric Motors"", ""horsepower"": ""40""}","{""power"": ""40"", ""brand"": ""Siemens Electric Motors"", ""horsepower"": ""40""}"
3 phase motor starter without oil automatic,True,3,"{""motor"": ""starter without oil"", ""phase"": ""3 phase motor"", ""operation"": ""automatic""}","{""motor"": ""starter without oil"", ""phase"": ""3 phase motor"", ""operation"": ""automatic""}"
3 phase motor starter near jodhpur without oilautomatic,True,5,"{""motor"": ""starter"", ""phase"": ""3 phase"", ""oil"": ""without"", ""location"": ""near jodhpur"", ""operation"": ""automatic""}","{""motor"": ""starter"", ""phase"": ""3 phase"", ""oil"": ""without"", ""location"": ""near jodhpur"", ""operation"": ""automatic""}"
HP400 Siemens Motor,True,2,"{""Motor"": ""Siemens Motor"", ""HP"": ""HP400""}","{""Motor"": ""Siemens Motor"", ""HP"": ""HP400""}"
Flange Motors,True,1,"{""Flange"": ""Motors""}","{""Flange"": ""Motors""}"
Sew Eurodrive CMP50M AC Synchronous Motor,True,3,"{""motor"": ""AC Synchronous Motor"", ""product_code"": ""CMP50M"", ""brand"": ""Sew Eurodrive""}","{""motor"": ""AC Synchronous Motor"", ""product_code"": ""CMP50M"", ""brand"": ""Sew Eurodrive""}"
2 hp flange motor,True,2,"{""motor"": ""flange motor"", ""power"": ""2 hp""}","{""motor"": ""flange motor"", ""power"": ""2 hp""}"
3 phase motor starter oil free automatic,True,4,"{""power"": ""3 phase"", ""motor type"": ""starter"", ""oil situation"": ""automatic"", ""feature"": ""oil free""}","{""power"": ""3 phase"", ""motor type"": ""starter"", ""oil situation"": ""automatic"", ""feature"": ""oil free""}"
3 phase motor starter near jodhpur oil freee automatic,True,4,"{""power"": ""3 phase motor"", ""starter type"": ""automatic"", ""oil status"": ""freee"", ""location/region"": ""near jodhpur""}","{""power"": ""3 phase motor"", ""starter type"": ""automatic"", ""oil status"": ""freee"", ""location/region"": ""near jodhpur""}"
ABB MOTOR 200KW 270HP 1500RPM FOOT IE2,True,4,"{""motor"": ""ABB"", ""power"": ""200KW 273MPH"", ""speed"": ""1500RPM"", ""footie"": ""IE2""}","{""motor"": ""ABB"", ""power"": ""200KW 273MPH"", ""speed"": ""1500RPM"", ""footie"": ""IE2""}"
bonfiglioli brake motor,True,2,"{""attribute"": ""brake motor"", ""brand/designator"": ""bonfiglioli""}","{""attribute"": ""brake motor"", ""brand/designator"": ""bonfiglioli""}"
1 piece ABB Soft Starters,True,2,"{""quantity"": ""1 piece"", ""brand"": ""ABB Soft Starters""}","{""quantity"": ""1 piece"", ""brand"": ""ABB Soft Starters""}"
kenstar desert air cooler motor,True,3,"{""product"": ""desert air cooler"", ""brand"": ""kenstar"", ""power source"": ""motor""}","{""product"": ""desert air cooler"", ""brand"": ""kenstar"", ""power source"": ""motor""}"
Marathon 1hp motor single phase,True,3,"{""power"": ""single phase"", ""motor power"": ""1hp motor"", ""brand"": ""Marathon""}","{""power"": ""single phase"", ""motor power"": ""1hp motor"", ""brand"": ""Marathon""}"
Make - Marathon 1hp motor single phase,True,3,"{""power"": ""single phase"", ""motor"": ""1hp motor"", ""make"": ""Make - Marathon""}","{""power"": ""single phase"", ""motor"": ""1hp motor"", ""make"": ""Make - Marathon""}"
Vibro Sifter Motor,True,2,"{""feature"": ""Vibro Sifter"", ""power source"": ""Motor""}","{""feature"": ""Vibro Sifter"", ""power source"": ""Motor""}"
kirloskar electric motor 10 hp 960 rpm,True,4,"{""motor"": ""electric motor"", ""rpm"": ""960 rpm"", ""brand"": ""kirloskar"", ""power"": ""10 hp""}","{""motor"": ""electric motor"", ""rpm"": ""960 rpm"", ""brand"": ""kirloskar"", ""power"": ""10 hp""}"
desert cooler motor,True,2,"{""type"": ""desert cooler"", ""power source"": ""motor""}","{""type"": ""desert cooler"", ""power source"": ""motor""}"
Exhaust Fan Motor,True,2,"{""feature"": ""Exhaust Fan"", ""power source"": ""Motor""}","{""feature"": ""Exhaust Fan"", ""power source"": ""Motor""}"
nord gearbox spares,True,2,"{""brand"": ""nord"", ""type"": ""gearbox spares""}","{""brand"": ""nord"", ""type"": ""gearbox spares""}"
MGM Varvel Brake Motor,True,2,"{""brand"": ""MGM"", ""attribute"": ""Varvel Brake Motor""}","{""brand"": ""MGM"", ""attribute"": ""Varvel Brake Motor""}"
AC Electric Motor,True,1,"{""power source"": ""AC Electric Motor""}","{""power source"": ""AC Electric Motor""}"
Motor Starter .,True,1,"{""starter type"": ""Motor Starter .""}","{""starter type"": ""Motor Starter .""}"
c&s dol starter 15hp,True,3,"{""power"": ""dol"", ""starter type"": ""c&s"", ""horsepower"": ""15hp""}","{""power"": ""dol"", ""starter type"": ""c&s"", ""horsepower"": ""15hp""}"
c&s dol starter 15hp near delhi,True,4,"{""power"": ""near delhi"", ""brand/service"": ""dol starter"", ""attributes"": ""c&s"", ""horsepower"": ""15hp""}","{""power"": ""near delhi"", ""brand/service"": ""dol starter"", ""attributes"": ""c&s"", ""horsepower"": ""15hp""}"
10w deep freezer motor,True,2,"{""power"": ""10w"", ""type"": ""deep freezer motor""}","{""power"": ""10w"", ""type"": ""deep freezer motor""}"
bell crack assembly,True,2,"{""assembly"": ""bell crack"", ""type of item"": ""crack assembly""}","{""assembly"": ""bell crack"", ""type of item"": ""crack assembly""}"
Simensh Hp400 Rpm1440,True,3,"{""Brand"": ""Simensh"", ""Hp"": ""Hp400"", ""Speed (Rpm)"": ""Rpm1440""}","{""Brand"": ""Simensh"", ""Hp"": ""Hp400"", ""Speed (Rpm)"": ""Rpm1440""}"
StarDental Starter,True,2,"{""product"": ""StarDental"", ""feature"": ""Starter""}","{""product"": ""StarDental"", ""feature"": ""Starter""}"
Start Dental Starter,True,2,"{""starter"": ""Dental Starter"", ""action"": ""Start""}","{""starter"": ""Dental Starter"", ""action"": ""Start""}"
Explosion Proof Electric Motor,True,2,"{""feature"": ""Explosion Proof"", ""power source"": ""Electric Motor""}","{""feature"": ""Explosion Proof"", ""power source"": ""Electric Motor""}"
Industrial dc motor,True,1,"{""motor"": ""industrial dc motor""}","{""motor"": ""industrial dc motor""}"
High Torque Square Geared Motor,True,3,"{""motor"": ""Geared Motor"", ""shape"": ""Square"", ""feature"": ""High Torque""}","{""motor"": ""Geared Motor"", ""shape"": ""Square"", ""feature"": ""High Torque""}"
सर्वो मोटर सप्लायर,True,2,"{""motor"": ""सर्वो मोटर"", ""supplier type"": ""सप्लायर""}","{""motor"": ""सर्वो मोटर"", ""supplier type"": ""सप्लायर""}"
borewell 2h starter,True,2,"{""borewell"": ""2h"", ""starter"": ""key""}","{""borewell"": ""2h"", ""starter"": ""key""}"
SIEMENS SIMOTICS S-1FK2 SERVO MOTER 1FK2106-3AF11-1SA0 2.3 kW,True,3,"{""power"": ""2.3 kW"", ""brand/series"": ""SIEMENS SIMOTICS S-INFK2 SERVO MOTOR 1FK2106-"" , ""part number"": ""1FK2106-4AF11-1SA0""}","{""power"": ""2.3 kW"", ""brand/series"": ""SIEMENS SIMOTICS S-INFK2 SERVO MOTOR 1FK2106-"", ""part number"": ""1FK2106-4AF11-1SA0""}"
Crompton Induction Motors,True,2,"{""motor"": ""Induction Motors"", ""brand"": ""Crompton""}","{""motor"": ""Induction Motors"", ""brand"": ""Crompton""}"
nema 17 0.9 degree,True,2,"{""attribute"": ""nema 17"", ""degree"": ""0.9 degree""}","{""attribute"": ""nema 17"", ""degree"": ""0.9 degree""}"
ABB Auto- Lek Ail 94022 A Solenoid Switch,True,3,"{""attribute"": ""Auto- Lek Ail 9418"", ""switch type"": ""A Solenoid Switch"", ""brand"": ""ABB""}","{""attribute"": ""Auto- Lek Ail 9418"", ""switch type"": ""A Solenoid Switch"", ""brand"": ""ABB""}"
Three phase,True,1,"{""phase"": ""Three phase""}","{""phase"": ""Three phase""}"
nema 17 0.9 degree 22mm lenth,True,3,"{""attribute"": ""nema 17"", ""degree"": ""0.9 degree"", ""length"": ""22mm lenth""}","{""attribute"": ""nema 17"", ""degree"": ""0.9 degree"", ""length"": ""22mm lenth""}"
New Series Allen Bradley Soft Starter,True,3,"{""Series"": ""New Series"", ""Starter Type"": ""Soft Starter"", ""Brand"": ""Allen Bradley""}","{""Series"": ""New Series"", ""Starter Type"": ""Soft Starter"", ""Brand"": ""Allen Bradley""}"
1 for business use piece ABB Soft Starters,True,3,"{""attribute"": ""piece"", ""power source"": ""ABB Soft Starters"", ""quantity"": ""1 for business use""}","{""attribute"": ""piece"", ""power source"": ""ABB Soft Starters"", ""quantity"": ""1 for business use""}"
bolero ac motor,True,2,"{""motor"": ""ac motor"", ""name"": ""bolero""}","{""motor"": ""ac motor"", ""name"": ""bolero""}"
150c43nbd smc3 soft starter,True,4,"{""attribute"": ""soft starter"", ""id"": ""smc3"", ""code"": ""150c43nb"", ""suffix"": ""sd""}","{""attribute"": ""soft starter"", ""id"": ""smc3"", ""code"": ""150c43nb"", ""suffix"": ""sd""}"
lt mk1 dol motor starter,True,3,"{""motor"": ""dol"", ""starter"": ""lt mk1"", ""attribute"": ""controller""}","{""motor"": ""dol"", ""starter"": ""lt mk1"", ""attribute"": ""controller""}"
Eaton Orbital Motor,True,1,"{""motor"": ""Eaton Orbital Motor""}","{""motor"": ""Eaton Orbital Motor""}"
automatic gate motor,True,2,"{""gate type"": ""automatic"", ""power source"": ""motor""}","{""gate type"": ""automatic"", ""power source"": ""motor""}"
Door Motor .,True,2,"{""attribute"": ""Door"", ""power source"": ""Motor ."" }","{""attribute"": ""Door"", ""power source"": ""Motor .""}"
23a paramoon motor starter,True,4,"{""motor"": ""starter"", ""query"": ""paramoon motor"", ""attribute"": ""key-value attributes from this query:"", ""code"": ""23a""}","{""motor"": ""starter"", ""query"": ""paramoon motor"", ""attribute"": ""key-value attributes from this query:"", ""code"": ""23a""}"
electrical motor for boats,True,1,"{""power source"": ""electrical motor for boats""}","{""power source"": ""electrical motor for boats""}"
SIEMENS SIMOTICS S-1FK2  SERVO MOTOR 1FK2104-5AF00-1SB0 0.75 kW,True,4,"{""motor"": ""SERVO MOTOR"", ""power"": ""0.75 kilowatts"", ""brand/series"": ""SIEMENS SIMOTICS S-INF1FK2 SERVO DRIVE"", ""part number"": ""1FK2104-""}","{""motor"": ""SERVO MOTOR"", ""power"": ""0.75 kilowatts"", ""brand/series"": ""SIEMENS SIMOTICS S-INF1FK2 SERVO DRIVE"", ""part number"": ""1FK2104-""}"
"Absolute Shaft Encoder, Series ENA 8 / 13",True,2,"{""Shaft Encoder"": ""Absolute"", ""Series"": ""ENA 8 / 13""}","{""Shaft Encoder"": ""Absolute"", ""Series"": ""ENA 8 / 13""}"
Permanent Magnet. tech,True,1,"{""attribute"": ""Permanent Magnet. tech""}","{""attribute"": ""Permanent Magnet. tech""}"
INVT Servo Motor,True,2,"{""motor"": ""Servo Motor"", ""invt"": true}","{""motor"": ""Servo Motor"", ""invt"": true}"
1.5 KW Halcyon Three Phase Induction Motor,True,3,"{""power"": ""1.5 KW"", ""motor type"": ""Three Phase Induction Motor"", ""brand"": ""Halcyon""}","{""power"": ""1.5 KW"", ""motor type"": ""Three Phase Induction Motor"", ""brand"": ""Halcyon""}"
5 sliding piece 800 kg Gate Motor,False,0,"{""weight"": ""800 kg"", ""motorized gate motor"", ""sliding piece"": ""5""}",
Synchronous Transformer,True,1,"{""transformer type"": ""Synchronous""}","{""transformer type"": ""Synchronous""}"
FHP Motor,True,1,"{""motor"": ""FHP Motor""}","{""motor"": ""FHP Motor""}"
5HP Single Phase Buffing Machine Motor,True,4,"{""power"": ""5HP"", ""machine type"": ""Buffing Machine"", ""phase"": ""Single Phase"", ""component"": ""Motor""}","{""power"": ""5HP"", ""machine type"": ""Buffing Machine"", ""phase"": ""Single Phase"", ""component"": ""Motor""}"
Motor Brakes,True,2,"{""features"": ""Motor"", ""safety_systems"": ""Brakes""}","{""features"": ""Motor"", ""safety_systems"": ""Brakes""}"
1hp three phase ac vibration motor,True,3,"{""power"": ""1hp"", ""motor type"": ""ac vibration motor"", ""phase"": ""three phase""}","{""power"": ""1hp"", ""motor type"": ""ac vibration motor"", ""phase"": ""three phase""}"
Explosion Proof Motors,True,2,"{""feature"": ""Explosion Proof"", ""power source"": ""Motors""}","{""feature"": ""Explosion Proof"", ""power source"": ""Motors""}"
Aei/Marathon Motor Brush Holder,True,2,"{""Motor"": ""Brush Holder"", ""Model Number"": ""Aei/Marathon Motor""}","{""Motor"": ""Brush Holder"", ""Model Number"": ""Aei/Marathon Motor""}"
75 Hp Induction Motor,True,2,"{""motor type"": ""Induction Motor"", ""horsepower"": ""75 Hp""}","{""motor type"": ""Induction Motor"", ""horsepower"": ""75 Hp""}"
Squirrel Cage Motors,True,1,"{""motor"": ""Squirrel Cage Motors""}","{""motor"": ""Squirrel Cage Motors""}"
Pneumatic Diaphragm Actuator,True,1,"{""actuator"": ""Pneumatic Diaphragm Actuator""}","{""actuator"": ""Pneumatic Diaphragm Actuator""}"
3 phase motor starter oil free,True,3,"{""power"": ""3 phase"", ""motor type"": ""starter"", ""oil situation"": ""free""}","{""power"": ""3 phase"", ""motor type"": ""starter"", ""oil situation"": ""free""}"
3 phase motor starter near jodhpur oil free,True,3,"{""power"": ""3 phase motor"", ""starter type"": ""near jodhpur"", ""oil status"": ""free""}","{""power"": ""3 phase motor"", ""starter type"": ""near jodhpur"", ""oil status"": ""free""}"
12 Inch 3000W Scooter Brushless DC Wheel Hub Motor Controller,True,4,"{""Motor"": ""Brushless DC Wheel Hub Motor Controller"", ""Power"": ""3000W"", ""Size"": ""12 Inch"", ""Type"": ""Scooter""}","{""Motor"": ""Brushless DC Wheel Hub Motor Controller"", ""Power"": ""3000W"", ""Size"": ""12 Inch"", ""Type"": ""Scooter""}"
helical geared motor 2hp,True,3,"{""motor"": ""helical"", ""power"": ""2hp"", ""drive type"": ""geared motor""}","{""motor"": ""helical"", ""power"": ""2hp"", ""drive type"": ""geared motor""}"
helical geared motor 2hp near hyderabad,True,4,"{""motor"": ""helical"", ""power"": ""2hp"", ""location"": ""near hyderabad"", ""drive type"": ""geared motor""}","{""motor"": ""helical"", ""power"": ""2hp"", ""location"": ""near hyderabad"", ""drive type"": ""geared motor""}"
deep electricals vibrator motor,True,3,"{""power"": ""electricals"", ""feature"": ""vibrator motor"", ""type"": ""deep""}","{""power"": ""electricals"", ""feature"": ""vibrator motor"", ""type"": ""deep""}"
Single Phase Digital Motor Starter,True,2,"{""power"": ""Single Phase"", ""motor_starter"": ""Digital Motor""}","{""power"": ""Single Phase"", ""motor_starter"": ""Digital Motor""}"
motor starter spark,True,2,"{""feature"": ""spark"", ""power source"": ""motor starter""}","{""feature"": ""spark"", ""power source"": ""motor starter""}"
Copper Carbon Brush For Slipring Motor,True,3,"{""Material"": ""Carbon Brush"", ""Function"": ""For Slipring Motor"", ""Metal"": ""Copper""}","{""Material"": ""Carbon Brush"", ""Function"": ""For Slipring Motor"", ""Metal"": ""Copper""}"
750 rpm 1 0.18 kw marathon electric motor,True,5,"{""motor"": ""electric motor"", ""speed"": ""750 rpm"", ""power"": ""0.18 kw"", ""quantity"": ""1"", ""brand"": ""marathon""}","{""motor"": ""electric motor"", ""speed"": ""750 rpm"", ""power"": ""0.18 kw"", ""quantity"": ""1"", ""brand"": ""marathon""}"
Moving Magnetic Linear Motor,True,2,"{""motor type"": ""Moving Magnetic"", ""designation"": ""Linear Motor""}","{""motor type"": ""Moving Magnetic"", ""designation"": ""Linear Motor""}"
Abb Used Ac Motors,True,3,"{""condition"": ""Used"", ""brand"": ""Abb"", ""power source"": ""Ac Motors""}","{""condition"": ""Used"", ""brand"": ""Abb"", ""power source"": ""Ac Motors""}"
5 In 1 Magic Brush,True,3,"{""feature"": ""Magic Brush"", ""count"": ""In 1"", ""quantity"": ""5""}","{""feature"": ""Magic Brush"", ""count"": ""In 1"", ""quantity"": ""5""}"
Bonfiglioli A Series Gear Motor,True,3,"{""Series"": ""A Series"", ""Brand/Model"": ""Bonfiglioli"", ""Power Source"": ""Gear Motor""}","{""Series"": ""A Series"", ""Brand/Model"": ""Bonfiglioli"", ""Power Source"": ""Gear Motor""}"
